0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,0.483322,00
