2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
2,14,0:0,1:0,2:0,3:0,4:0,4:1,4:2,4:3,4:4,3:4,2:4,1:4,0:4,-1.83697e-16:3,-31,0,0
