4,48,0:0,1:0,1.96593:0.258819,2.88981:0.641502,3.75583:1.1415,4.54918:1.75026,5.25629:2.45737,5.86505:3.25072,6.36505:4.11675,6.74774:5.04063,7.00655:6.00655,7.13708:6.998,7.13708:7.998,7.00655:8.98944,6.74774:9.95537,6.36505:10.8792,5.86505:11.7453,5.25629:12.5386,4.54918:13.2457,3.75583:13.8545,2.88981:14.3545,1.96593:14.7372,1:14.996,0.00855514:15.1265,-0.991445:15.1265,-1.98289:14.996,-2.94882:14.7372,-3.8727:14.3545,-4.73872:13.8545,-5.53207:13.2457,-6.23918:12.5386,-6.84794:11.7453,-7.34794:10.8792,-7.73063:9.95537,-7.98944:8.98944,-8.11997:7.998,-8.11997:6.998,-7.98944:6.00655,-7.73063:5.04063,-7.34794:4.11675,-6.84794:3.25072,-6.23918:2.45737,-5.53207:1.75026,-4.73872:1.1415,-3.8727:0.641502,-2.94882:0.258819,-1.98289:3.99989e-16,-0.991445:-0.130526,-131.5,0,0
4,48,0:0,1:0,1.96593:0.258819,2.88981:0.641502,3.75583:1.1415,4.54918:1.75026,5.25629:2.45737,5.86505:3.25072,6.36505:4.11675,6.74774:5.04063,7.00655:6.00655,7.13708:6.998,7.13708:7.998,7.00655:8.98944,6.74774:9.95537,6.36505:10.8792,5.86505:11.7453,5.25629:12.5386,4.54918:13.2457,3.75583:13.8545,2.88981:14.3545,1.96593:14.7372,1:14.996,0.00855514:15.1265,-0.991445:15.1265,-1.98289:14.996,-2.94882:14.7372,-3.8727:14.3545,-4.73872:13.8545,-5.53207:13.2457,-6.23918:12.5386,-6.84794:11.7453,-7.34794:10.8792,-7.73063:9.95537,-7.98944:8.98944,-8.11997:7.998,-8.11997:6.998,-7.98944:6.00655,-7.73063:5.04063,-7.34794:4.11675,-6.84794:3.25072,-6.23918:2.45737,-5.53207:1.75026,-4.73872:1.1415,-3.8727:0.641502,-2.94882:0.258819,-1.98289:3.99989e-16,-0.991445:-0.130526,-131.5,0,0
4,48,0:0,1:0,1.96593:0.258819,2.88981:0.641502,3.75583:1.1415,4.54918:1.75026,5.25629:2.45737,5.86505:3.25072,6.36505:4.11675,6.74774:5.04063,7.00655:6.00655,7.13708:6.998,7.13708:7.998,7.00655:8.98944,6.74774:9.95537,6.36505:10.8792,5.86505:11.7453,5.25629:12.5386,4.54918:13.2457,3.75583:13.8545,2.88981:14.3545,1.96593:14.7372,1:14.996,0.00855514:15.1265,-0.991445:15.1265,-1.98289:14.996,-2.94882:14.7372,-3.8727:14.3545,-4.73872:13.8545,-5.53207:13.2457,-6.23918:12.5386,-6.84794:11.7453,-7.34794:10.8792,-7.73063:9.95537,-7.98944:8.98944,-8.11997:7.998,-8.11997:6.998,-7.98944:6.00655,-7.73063:5.04063,-7.34794:4.11675,-6.84794:3.25072,-6.23918:2.45737,-5.53207:1.75026,-4.73872:1.1415,-3.8727:0.641502,-2.94882:0.258819,-1.98289:3.99989e-16,-0.991445:-0.130526,-131.5,0,0
4,48,0:0,1:0,1.96593:0.258819,2.88981:0.641502,3.75583:1.1415,4.54918:1.75026,5.25629:2.45737,5.86505:3.25072,6.36505:4.11675,6.74774:5.04063,7.00655:6.00655,7.13708:6.998,7.13708:7.998,7.00655:8.98944,6.74774:9.95537,6.36505:10.8792,5.86505:11.7453,5.25629:12.5386,4.54918:13.2457,3.75583:13.8545,2.88981:14.3545,1.96593:14.7372,1:14.996,0.00855514:15.1265,-0.991445:15.1265,-1.98289:14.996,-2.94882:14.7372,-3.8727:14.3545,-4.73872:13.8545,-5.53207:13.2457,-6.23918:12.5386,-6.84794:11.7453,-7.34794:10.8792,-7.73063:9.95537,-7.98944:8.98944,-8.11997:7.998,-8.11997:6.998,-7.98944:6.00655,-7.73063:5.04063,-7.34794:4.11675,-6.84794:3.25072,-6.23918:2.45737,-5.53207:1.75026,-4.73872:1.1415,-3.8727:0.641502,-2.94882:0.258819,-1.98289:3.99989e-16,-0.991445:-0.130526,-131.5,0,0
4,48,0:0,1:0,1.96593:0.258819,2.88981:0.641502,3.75583:1.1415,4.54918:1.75026,5.25629:2.45737,5.86505:3.25072,6.36505:4.11675,6.74774:5.04063,7.00655:6.00655,7.13708:6.998,7.13708:7.998,7.00655:8.98944,6.74774:9.95537,6.36505:10.8792,5.86505:11.7453,5.25629:12.5386,4.54918:13.2457,3.75583:13.8545,2.88981:14.3545,1.96593:14.7372,1:14.996,0.00855514:15.1265,-0.991445:15.1265,-1.98289:14.996,-2.94882:14.7372,-3.8727:14.3545,-4.73872:13.8545,-5.53207:13.2457,-6.23918:12.5386,-6.84794:11.7453,-7.34794:10.8792,-7.73063:9.95537,-7.98944:8.98944,-8.11997:7.998,-8.11997:6.998,-7.98944:6.00655,-7.73063:5.04063,-7.34794:4.11675,-6.84794:3.25072,-6.23918:2.45737,-5.53207:1.75026,-4.73872:1.1415,-3.8727:0.641502,-2.94882:0.258819,-1.98289:3.99989e-16,-0.991445:-0.130526,-131.5,0,0
4,48,0:0,1:0,1.96593:0.258819,2.88981:0.641502,3.75583:1.1415,4.54918:1.75026,5.25629:2.45737,5.86505:3.25072,6.36505:4.11675,6.74774:5.04063,7.00655:6.00655,7.13708:6.998,7.13708:7.998,7.00655:8.98944,6.74774:9.95537,6.36505:10.8792,5.86505:11.7453,5.25629:12.5386,4.54918:13.2457,3.75583:13.8545,2.88981:14.3545,1.96593:14.7372,1:14.996,0.00855514:15.1265,-0.991445:15.1265,-1.98289:14.996,-2.94882:14.7372,-3.8727:14.3545,-4.73872:13.8545,-5.53207:13.2457,-6.23918:12.5386,-6.84794:11.7453,-7.34794:10.8792,-7.73063:9.95537,-7.98944:8.98944,-8.11997:7.998,-8.11997:6.998,-7.98944:6.00655,-7.73063:5.04063,-7.34794:4.11675,-6.84794:3.25072,-6.23918:2.45737,-5.53207:1.75026,-4.73872:1.1415,-3.8727:0.641502,-2.94882:0.258819,-1.98289:3.99989e-16,-0.991445:-0.130526,-131.5,0,0
4,48,0:0,1:0,1.96593:0.258819,2.88981:0.641502,3.75583:1.1415,4.54918:1.75026,5.25629:2.45737,5.86505:3.25072,6.36505:4.11675,6.74774:5.04063,7.00655:6.00655,7.13708:6.998,7.13708:7.998,7.00655:8.98944,6.74774:9.95537,6.36505:10.8792,5.86505:11.7453,5.25629:12.5386,4.54918:13.2457,3.75583:13.8545,2.88981:14.3545,1.96593:14.7372,1:14.996,0.00855514:15.1265,-0.991445:15.1265,-1.98289:14.996,-2.94882:14.7372,-3.8727:14.3545,-4.73872:13.8545,-5.53207:13.2457,-6.23918:12.5386,-6.84794:11.7453,-7.34794:10.8792,-7.73063:9.95537,-7.98944:8.98944,-8.11997:7.998,-8.11997:6.998,-7.98944:6.00655,-7.73063:5.04063,-7.34794:4.11675,-6.84794:3.25072,-6.23918:2.45737,-5.53207:1.75026,-4.73872:1.1415,-3.8727:0.641502,-2.94882:0.258819,-1.98289:3.99989e-16,-0.991445:-0.130526,-131.5,0,0
4,48,0:0,1:0,1.96593:0.258819,2.88981:0.641502,3.75583:1.1415,4.54918:1.75026,5.25629:2.45737,5.86505:3.25072,6.36505:4.11675,6.74774:5.04063,7.00655:6.00655,7.13708:6.998,7.13708:7.998,7.00655:8.98944,6.74774:9.95537,6.36505:10.8792,5.86505:11.7453,5.25629:12.5386,4.54918:13.2457,3.75583:13.8545,2.88981:14.3545,1.96593:14.7372,1:14.996,0.00855514:15.1265,-0.991445:15.1265,-1.98289:14.996,-2.94882:14.7372,-3.8727:14.3545,-4.73872:13.8545,-5.53207:13.2457,-6.23918:12.5386,-6.84794:11.7453,-7.34794:10.8792,-7.73063:9.95537,-7.98944:8.98944,-8.11997:7.998,-8.11997:6.998,-7.98944:6.00655,-7.73063:5.04063,-7.34794:4.11675,-6.84794:3.25072,-6.23918:2.45737,-5.53207:1.75026,-4.73872:1.1415,-3.8727:0.641502,-2.94882:0.258819,-1.98289:3.99989e-16,-0.991445:-0.130526,-131.5,0,0
4,48,0:0,1:0,1.96593:0.258819,2.88981:0.641502,3.75583:1.1415,4.54918:1.75026,5.25629:2.45737,5.86505:3.25072,6.36505:4.11675,6.74774:5.04063,7.00655:6.00655,7.13708:6.998,7.13708:7.998,7.00655:8.98944,6.74774:9.95537,6.36505:10.8792,5.86505:11.7453,5.25629:12.5386,4.54918:13.2457,3.75583:13.8545,2.88981:14.3545,1.96593:14.7372,1:14.996,0.00855514:15.1265,-0.991445:15.1265,-1.98289:14.996,-2.94882:14.7372,-3.8727:14.3545,-4.73872:13.8545,-5.53207:13.2457,-6.23918:12.5386,-6.84794:11.7453,-7.34794:10.8792,-7.73063:9.95537,-7.98944:8.98944,-8.11997:7.998,-8.11997:6.998,-7.98944:6.00655,-7.73063:5.04063,-7.34794:4.11675,-6.84794:3.25072,-6.23918:2.45737,-5.53207:1.75026,-4.73872:1.1415,-3.8727:0.641502,-2.94882:0.258819,-1.98289:3.99989e-16,-0.991445:-0.130526,-131.5,0,0
4,48,0:0,1:0,1.96593:0.258819,2.88981:0.641502,3.75583:1.1415,4.54918:1.75026,5.25629:2.45737,5.86505:3.25072,6.36505:4.11675,6.74774:5.04063,7.00655:6.00655,7.13708:6.998,7.13708:7.998,7.00655:8.98944,6.74774:9.95537,6.36505:10.8792,5.86505:11.7453,5.25629:12.5386,4.54918:13.2457,3.75583:13.8545,2.88981:14.3545,1.96593:14.7372,1:14.996,0.00855514:15.1265,-0.991445:15.1265,-1.98289:14.996,-2.94882:14.7372,-3.8727:14.3545,-4.73872:13.8545,-5.53207:13.2457,-6.23918:12.5386,-6.84794:11.7453,-7.34794:10.8792,-7.73063:9.95537,-7.98944:8.98944,-8.11997:7.998,-8.11997:6.998,-7.98944:6.00655,-7.73063:5.04063,-7.34794:4.11675,-6.84794:3.25072,-6.23918:2.45737,-5.53207:1.75026,-4.73872:1.1415,-3.8727:0.641502,-2.94882:0.258819,-1.98289:3.99989e-16,-0.991445:-0.130526,-131.5,0,0
