5,51,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:0,17:1,17:2,17:3,17:4,17:5,17:6,17:7,17:8,17:9,17:10,17:11,17:12,17:13,17:14,17:15,17:16,17:17,16:17,15:17,14:17,13:17,12:17,11:17,10:17,9:17,8:17,7:17,6:17,5:17,4:17,3:17,2:17,1:17,-140.5,0,0
5,51,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:0,17:1,17:2,17:3,17:4,17:5,17:6,17:7,17:8,17:9,17:10,17:11,17:12,17:13,17:14,17:15,17:16,17:17,16:17,15:17,14:17,13:17,12:17,11:17,10:17,9:17,8:17,7:17,6:17,5:17,4:17,3:17,2:17,1:17,-140.5,0,0
5,51,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:0,17:1,17:2,17:3,17:4,17:5,17:6,17:7,17:8,17:9,17:10,17:11,17:12,17:13,17:14,17:15,17:16,17:17,16:17,15:17,14:17,13:17,12:17,11:17,10:17,9:17,8:17,7:17,6:17,5:17,4:17,3:17,2:17,1:17,-140.5,0,0
5,51,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:0,17:1,17:2,17:3,17:4,17:5,17:6,17:7,17:8,17:9,17:10,17:11,17:12,17:13,17:14,17:15,17:16,17:17,16:17,15:17,14:17,13:17,12:17,11:17,10:17,9:17,8:17,7:17,6:17,5:17,4:17,3:17,2:17,1:17,-140.5,0,0
5,51,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:0,17:1,17:2,17:3,17:4,17:5,17:6,17:7,17:8,17:9,17:10,17:11,17:12,17:13,17:14,17:15,17:16,17:17,16:17,15:17,14:17,13:17,12:17,11:17,10:17,9:17,8:17,7:17,6:17,5:17,4:17,3:17,2:17,1:17,-140.5,0,0
5,51,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:0,17:1,17:2,17:3,17:4,17:5,17:6,17:7,17:8,17:9,17:10,17:11,17:12,17:13,17:14,17:15,17:16,17:17,16:17,15:17,14:17,13:17,12:17,11:17,10:17,9:17,8:17,7:17,6:17,5:17,4:17,3:17,2:17,1:17,-140.5,0,0
5,51,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:0,17:1,17:2,17:3,17:4,17:5,17:6,17:7,17:8,17:9,17:10,17:11,17:12,17:13,17:14,17:15,17:16,17:17,16:17,15:17,14:17,13:17,12:17,11:17,10:17,9:17,8:17,7:17,6:17,5:17,4:17,3:17,2:17,1:17,-140.5,0,0
5,51,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:0,17:1,17:2,17:3,17:4,17:5,17:6,17:7,17:8,17:9,17:10,17:11,17:12,17:13,17:14,17:15,17:16,17:17,16:17,15:17,14:17,13:17,12:17,11:17,10:17,9:17,8:17,7:17,6:17,5:17,4:17,3:17,2:17,1:17,-140.5,0,0
5,51,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:0,17:1,17:2,17:3,17:4,17:5,17:6,17:7,17:8,17:9,17:10,17:11,17:12,17:13,17:14,17:15,17:16,17:17,16:17,15:17,14:17,13:17,12:17,11:17,10:17,9:17,8:17,7:17,6:17,5:17,4:17,3:17,2:17,1:17,-140.5,0,0
5,51,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:0,17:1,17:2,17:3,17:4,17:5,17:6,17:7,17:8,17:9,17:10,17:11,17:12,17:13,17:14,17:15,17:16,17:17,16:17,15:17,14:17,13:17,12:17,11:17,10:17,9:17,8:17,7:17,6:17,5:17,4:17,3:17,2:17,1:17,-140.5,0,0
5,51,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:0,17:1,17:2,17:3,17:4,17:5,17:6,17:7,17:8,17:9,17:10,17:11,17:12,17:13,17:14,17:15,17:16,17:17,16:17,15:17,14:17,13:17,12:17,11:17,10:17,9:17,8:17,7:17,6:17,5:17,4:17,3:17,2:17,1:17,-140.5,0,0
5,51,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:0,17:1,17:2,17:3,17:4,17:5,17:6,17:7,17:8,17:9,17:10,17:11,17:12,17:13,17:14,17:15,17:16,17:17,16:17,15:17,14:17,13:17,12:17,11:17,10:17,9:17,8:17,7:17,6:17,5:17,4:17,3:17,2:17,1:17,-140.5,0,0
5,51,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:0,17:1,17:2,17:3,17:4,17:5,17:6,17:7,17:8,17:9,17:10,17:11,17:12,17:13,17:14,17:15,17:16,17:17,16:17,15:17,14:17,13:17,12:17,11:17,10:17,9:17,8:17,7:17,6:17,5:17,4:17,3:17,2:17,1:17,-140.5,0,0
5,51,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:0,17:1,17:2,17:3,17:4,17:5,17:6,17:7,17:8,17:9,17:10,17:11,17:12,17:13,17:14,17:15,17:16,17:17,16:17,15:17,14:17,13:17,12:17,11:17,10:17,9:17,8:17,7:17,6:17,5:17,4:17,3:17,2:17,1:17,-140.5,0,0
5,51,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:0,17:1,17:2,17:3,17:4,17:5,17:6,17:7,17:8,17:9,17:10,17:11,17:12,17:13,17:14,17:15,17:16,17:17,16:17,15:17,14:17,13:17,12:17,11:17,10:17,9:17,8:17,7:17,6:17,5:17,4:17,3:17,2:17,1:17,-140.5,0,0
