1,51,0:0,1:0,1.9698:0.243914,2.90227:0.605155,3.78328:1.07825,4.59948:1.65602,5.33849:2.32972,5.98911:3.08912,6.54147:3.92273,6.98721:4.81789,7.31956:5.76104,7.5335:6.73789,7.62577:7.73363,7.59497:8.73315,7.44158:9.72132,7.16792:10.6831,6.77813:11.604,6.27813:12.4701,5.67549:13.2681,4.97936:13.986,4.20028:14.6129,3.35006:15.1394,2.4416:15.5573,1.48866:15.8605,0.505683:16.0442,-0.492421:16.1058,-1.49052:16.0442,-2.4735:15.8605,-3.42644:15.5573,-4.3349:15.1394,-5.18512:14.6129,-5.9642:13.986,-6.66034:13.2681,-7.26297:12.4701,-7.76297:11.604,-8.15276:10.6831,-8.42642:9.72132,-8.57981:8.73315,-8.61061:7.73363,-8.51834:6.73789,-8.3044:5.76104,-7.97205:4.81789,-7.52631:3.92273,-6.97395:3.08912,-6.32333:2.32972,-5.58432:1.65602,-4.76812:1.07825,-3.88711:0.605155,-2.95464:0.243914,-1.98484:-6.71297e-16,-0.992421:-0.122888,-140.5,0,0
1,51,0:0,1:0,1.9698:0.243914,2.90227:0.605155,3.78328:1.07825,4.59948:1.65602,5.33849:2.32972,5.98911:3.08912,6.54147:3.92273,6.98721:4.81789,7.31956:5.76104,7.5335:6.73789,7.62577:7.73363,7.59497:8.73315,7.44158:9.72132,7.16792:10.6831,6.77813:11.604,6.27813:12.4701,5.67549:13.2681,4.97936:13.986,4.20028:14.6129,3.35006:15.1394,2.4416:15.5573,1.48866:15.8605,0.505683:16.0442,-0.492421:16.1058,-1.49052:16.0442,-2.4735:15.8605,-3.42644:15.5573,-4.3349:15.1394,-5.18512:14.6129,-5.9642:13.986,-6.66034:13.2681,-7.26297:12.4701,-7.76297:11.604,-8.15276:10.6831,-8.42642:9.72132,-8.57981:8.73315,-8.61061:7.73363,-8.51834:6.73789,-8.3044:5.76104,-7.97205:4.81789,-7.52631:3.92273,-6.97395:3.08912,-6.32333:2.32972,-5.58432:1.65602,-4.76812:1.07825,-3.88711:0.605155,-2.95464:0.243914,-1.98484:-6.71297e-16,-0.992421:-0.122888,-140.5,0,0
1,51,0:0,1:0,1.9698:0.243914,2.90227:0.605155,3.78328:1.07825,4.59948:1.65602,5.33849:2.32972,5.98911:3.08912,6.54147:3.92273,6.98721:4.81789,7.31956:5.76104,7.5335:6.73789,7.62577:7.73363,7.59497:8.73315,7.44158:9.72132,7.16792:10.6831,6.77813:11.604,6.27813:12.4701,5.67549:13.2681,4.97936:13.986,4.20028:14.6129,3.35006:15.1394,2.4416:15.5573,1.48866:15.8605,0.505683:16.0442,-0.492421:16.1058,-1.49052:16.0442,-2.4735:15.8605,-3.42644:15.5573,-4.3349:15.1394,-5.18512:14.6129,-5.9642:13.986,-6.66034:13.2681,-7.26297:12.4701,-7.76297:11.604,-8.15276:10.6831,-8.42642:9.72132,-8.57981:8.73315,-8.61061:7.73363,-8.51834:6.73789,-8.3044:5.76104,-7.97205:4.81789,-7.52631:3.92273,-6.97395:3.08912,-6.32333:2.32972,-5.58432:1.65602,-4.76812:1.07825,-3.88711:0.605155,-2.95464:0.243914,-1.98484:-6.71297e-16,-0.992421:-0.122888,-140.5,0,0
1,51,0:0,1:0,1.9698:0.243914,2.90227:0.605155,3.78328:1.07825,4.59948:1.65602,5.33849:2.32972,5.98911:3.08912,6.54147:3.92273,6.98721:4.81789,7.31956:5.76104,7.5335:6.73789,7.62577:7.73363,7.59497:8.73315,7.44158:9.72132,7.16792:10.6831,6.77813:11.604,6.27813:12.4701,5.67549:13.2681,4.97936:13.986,4.20028:14.6129,3.35006:15.1394,2.4416:15.5573,1.48866:15.8605,0.505683:16.0442,-0.492421:16.1058,-1.49052:16.0442,-2.4735:15.8605,-3.42644:15.5573,-4.3349:15.1394,-5.18512:14.6129,-5.9642:13.986,-6.66034:13.2681,-7.26297:12.4701,-7.76297:11.604,-8.15276:10.6831,-8.42642:9.72132,-8.57981:8.73315,-8.61061:7.73363,-8.51834:6.73789,-8.3044:5.76104,-7.97205:4.81789,-7.52631:3.92273,-6.97395:3.08912,-6.32333:2.32972,-5.58432:1.65602,-4.76812:1.07825,-3.88711:0.605155,-2.95464:0.243914,-1.98484:-6.71297e-16,-0.992421:-0.122888,-140.5,0,0
1,51,0:0,1:0,1.9698:0.243914,2.90227:0.605155,3.78328:1.07825,4.59948:1.65602,5.33849:2.32972,5.98911:3.08912,6.54147:3.92273,6.98721:4.81789,7.31956:5.76104,7.5335:6.73789,7.62577:7.73363,7.59497:8.73315,7.44158:9.72132,7.16792:10.6831,6.77813:11.604,6.27813:12.4701,5.67549:13.2681,4.97936:13.986,4.20028:14.6129,3.35006:15.1394,2.4416:15.5573,1.48866:15.8605,0.505683:16.0442,-0.492421:16.1058,-1.49052:16.0442,-2.4735:15.8605,-3.42644:15.5573,-4.3349:15.1394,-5.18512:14.6129,-5.9642:13.986,-6.66034:13.2681,-7.26297:12.4701,-7.76297:11.604,-8.15276:10.6831,-8.42642:9.72132,-8.57981:8.73315,-8.61061:7.73363,-8.51834:6.73789,-8.3044:5.76104,-7.97205:4.81789,-7.52631:3.92273,-6.97395:3.08912,-6.32333:2.32972,-5.58432:1.65602,-4.76812:1.07825,-3.88711:0.605155,-2.95464:0.243914,-1.98484:-6.71297e-16,-0.992421:-0.122888,-140.5,0,0
1,51,0:0,1:0,1.9698:0.243914,2.90227:0.605155,3.78328:1.07825,4.59948:1.65602,5.33849:2.32972,5.98911:3.08912,6.54147:3.92273,6.98721:4.81789,7.31956:5.76104,7.5335:6.73789,7.62577:7.73363,7.59497:8.73315,7.44158:9.72132,7.16792:10.6831,6.77813:11.604,6.27813:12.4701,5.67549:13.2681,4.97936:13.986,4.20028:14.6129,3.35006:15.1394,2.4416:15.5573,1.48866:15.8605,0.505683:16.0442,-0.492421:16.1058,-1.49052:16.0442,-2.4735:15.8605,-3.42644:15.5573,-4.3349:15.1394,-5.18512:14.6129,-5.9642:13.986,-6.66034:13.2681,-7.26297:12.4701,-7.76297:11.604,-8.15276:10.6831,-8.42642:9.72132,-8.57981:8.73315,-8.61061:7.73363,-8.51834:6.73789,-8.3044:5.76104,-7.97205:4.81789,-7.52631:3.92273,-6.97395:3.08912,-6.32333:2.32972,-5.58432:1.65602,-4.76812:1.07825,-3.88711:0.605155,-2.95464:0.243914,-1.98484:-6.71297e-16,-0.992421:-0.122888,-140.5,0,0
1,51,0:0,1:0,1.9698:0.243914,2.90227:0.605155,3.78328:1.07825,4.59948:1.65602,5.33849:2.32972,5.98911:3.08912,6.54147:3.92273,6.98721:4.81789,7.31956:5.76104,7.5335:6.73789,7.62577:7.73363,7.59497:8.73315,7.44158:9.72132,7.16792:10.6831,6.77813:11.604,6.27813:12.4701,5.67549:13.2681,4.97936:13.986,4.20028:14.6129,3.35006:15.1394,2.4416:15.5573,1.48866:15.8605,0.505683:16.0442,-0.492421:16.1058,-1.49052:16.0442,-2.4735:15.8605,-3.42644:15.5573,-4.3349:15.1394,-5.18512:14.6129,-5.9642:13.986,-6.66034:13.2681,-7.26297:12.4701,-7.76297:11.604,-8.15276:10.6831,-8.42642:9.72132,-8.57981:8.73315,-8.61061:7.73363,-8.51834:6.73789,-8.3044:5.76104,-7.97205:4.81789,-7.52631:3.92273,-6.97395:3.08912,-6.32333:2.32972,-5.58432:1.65602,-4.76812:1.07825,-3.88711:0.605155,-2.95464:0.243914,-1.98484:-6.71297e-16,-0.992421:-0.122888,-140.5,0,0
1,51,0:0,1:0,1.9698:0.243914,2.90227:0.605155,3.78328:1.07825,4.59948:1.65602,5.33849:2.32972,5.98911:3.08912,6.54147:3.92273,6.98721:4.81789,7.31956:5.76104,7.5335:6.73789,7.62577:7.73363,7.59497:8.73315,7.44158:9.72132,7.16792:10.6831,6.77813:11.604,6.27813:12.4701,5.67549:13.2681,4.97936:13.986,4.20028:14.6129,3.35006:15.1394,2.4416:15.5573,1.48866:15.8605,0.505683:16.0442,-0.492421:16.1058,-1.49052:16.0442,-2.4735:15.8605,-3.42644:15.5573,-4.3349:15.1394,-5.18512:14.6129,-5.9642:13.986,-6.66034:13.2681,-7.26297:12.4701,-7.76297:11.604,-8.15276:10.6831,-8.42642:9.72132,-8.57981:8.73315,-8.61061:7.73363,-8.51834:6.73789,-8.3044:5.76104,-7.97205:4.81789,-7.52631:3.92273,-6.97395:3.08912,-6.32333:2.32972,-5.58432:1.65602,-4.76812:1.07825,-3.88711:0.605155,-2.95464:0.243914,-1.98484:-6.71297e-16,-0.992421:-0.122888,-140.5,0,0
1,51,0:0,1:0,1.9698:0.243914,2.90227:0.605155,3.78328:1.07825,4.59948:1.65602,5.33849:2.32972,5.98911:3.08912,6.54147:3.92273,6.98721:4.81789,7.31956:5.76104,7.5335:6.73789,7.62577:7.73363,7.59497:8.73315,7.44158:9.72132,7.16792:10.6831,6.77813:11.604,6.27813:12.4701,5.67549:13.2681,4.97936:13.986,4.20028:14.6129,3.35006:15.1394,2.4416:15.5573,1.48866:15.8605,0.505683:16.0442,-0.492421:16.1058,-1.49052:16.0442,-2.4735:15.8605,-3.42644:15.5573,-4.3349:15.1394,-5.18512:14.6129,-5.9642:13.986,-6.66034:13.2681,-7.26297:12.4701,-7.76297:11.604,-8.15276:10.6831,-8.42642:9.72132,-8.57981:8.73315,-8.61061:7.73363,-8.51834:6.73789,-8.3044:5.76104,-7.97205:4.81789,-7.52631:3.92273,-6.97395:3.08912,-6.32333:2.32972,-5.58432:1.65602,-4.76812:1.07825,-3.88711:0.605155,-2.95464:0.243914,-1.98484:-6.71297e-16,-0.992421:-0.122888,-140.5,0,0
1,51,0:0,1:0,1.9698:0.243914,2.90227:0.605155,3.78328:1.07825,4.59948:1.65602,5.33849:2.32972,5.98911:3.08912,6.54147:3.92273,6.98721:4.81789,7.31956:5.76104,7.5335:6.73789,7.62577:7.73363,7.59497:8.73315,7.44158:9.72132,7.16792:10.6831,6.77813:11.604,6.27813:12.4701,5.67549:13.2681,4.97936:13.986,4.20028:14.6129,3.35006:15.1394,2.4416:15.5573,1.48866:15.8605,0.505683:16.0442,-0.492421:16.1058,-1.49052:16.0442,-2.4735:15.8605,-3.42644:15.5573,-4.3349:15.1394,-5.18512:14.6129,-5.9642:13.986,-6.66034:13.2681,-7.26297:12.4701,-7.76297:11.604,-8.15276:10.6831,-8.42642:9.72132,-8.57981:8.73315,-8.61061:7.73363,-8.51834:6.73789,-8.3044:5.76104,-7.97205:4.81789,-7.52631:3.92273,-6.97395:3.08912,-6.32333:2.32972,-5.58432:1.65602,-4.76812:1.07825,-3.88711:0.605155,-2.95464:0.243914,-1.98484:-6.71297e-16,-0.992421:-0.122888,-140.5,0,0
1,51,0:0,1:0,1.9698:0.243914,2.90227:0.605155,3.78328:1.07825,4.59948:1.65602,5.33849:2.32972,5.98911:3.08912,6.54147:3.92273,6.98721:4.81789,7.31956:5.76104,7.5335:6.73789,7.62577:7.73363,7.59497:8.73315,7.44158:9.72132,7.16792:10.6831,6.77813:11.604,6.27813:12.4701,5.67549:13.2681,4.97936:13.986,4.20028:14.6129,3.35006:15.1394,2.4416:15.5573,1.48866:15.8605,0.505683:16.0442,-0.492421:16.1058,-1.49052:16.0442,-2.4735:15.8605,-3.42644:15.5573,-4.3349:15.1394,-5.18512:14.6129,-5.9642:13.986,-6.66034:13.2681,-7.26297:12.4701,-7.76297:11.604,-8.15276:10.6831,-8.42642:9.72132,-8.57981:8.73315,-8.61061:7.73363,-8.51834:6.73789,-8.3044:5.76104,-7.97205:4.81789,-7.52631:3.92273,-6.97395:3.08912,-6.32333:2.32972,-5.58432:1.65602,-4.76812:1.07825,-3.88711:0.605155,-2.95464:0.243914,-1.98484:-6.71297e-16,-0.992421:-0.122888,-140.5,0,0
1,51,0:0,1:0,1.9698:0.243914,2.90227:0.605155,3.78328:1.07825,4.59948:1.65602,5.33849:2.32972,5.98911:3.08912,6.54147:3.92273,6.98721:4.81789,7.31956:5.76104,7.5335:6.73789,7.62577:7.73363,7.59497:8.73315,7.44158:9.72132,7.16792:10.6831,6.77813:11.604,6.27813:12.4701,5.67549:13.2681,4.97936:13.986,4.20028:14.6129,3.35006:15.1394,2.4416:15.5573,1.48866:15.8605,0.505683:16.0442,-0.492421:16.1058,-1.49052:16.0442,-2.4735:15.8605,-3.42644:15.5573,-4.3349:15.1394,-5.18512:14.6129,-5.9642:13.986,-6.66034:13.2681,-7.26297:12.4701,-7.76297:11.604,-8.15276:10.6831,-8.42642:9.72132,-8.57981:8.73315,-8.61061:7.73363,-8.51834:6.73789,-8.3044:5.76104,-7.97205:4.81789,-7.52631:3.92273,-6.97395:3.08912,-6.32333:2.32972,-5.58432:1.65602,-4.76812:1.07825,-3.88711:0.605155,-2.95464:0.243914,-1.98484:-6.71297e-16,-0.992421:-0.122888,-140.5,0,0
1,51,0:0,1:0,1.9698:0.243914,2.90227:0.605155,3.78328:1.07825,4.59948:1.65602,5.33849:2.32972,5.98911:3.08912,6.54147:3.92273,6.98721:4.81789,7.31956:5.76104,7.5335:6.73789,7.62577:7.73363,7.59497:8.73315,7.44158:9.72132,7.16792:10.6831,6.77813:11.604,6.27813:12.4701,5.67549:13.2681,4.97936:13.986,4.20028:14.6129,3.35006:15.1394,2.4416:15.5573,1.48866:15.8605,0.505683:16.0442,-0.492421:16.1058,-1.49052:16.0442,-2.4735:15.8605,-3.42644:15.5573,-4.3349:15.1394,-5.18512:14.6129,-5.9642:13.986,-6.66034:13.2681,-7.26297:12.4701,-7.76297:11.604,-8.15276:10.6831,-8.42642:9.72132,-8.57981:8.73315,-8.61061:7.73363,-8.51834:6.73789,-8.3044:5.76104,-7.97205:4.81789,-7.52631:3.92273,-6.97395:3.08912,-6.32333:2.32972,-5.58432:1.65602,-4.76812:1.07825,-3.88711:0.605155,-2.95464:0.243914,-1.98484:-6.71297e-16,-0.992421:-0.122888,-140.5,0,0
1,51,0:0,1:0,1.9698:0.243914,2.90227:0.605155,3.78328:1.07825,4.59948:1.65602,5.33849:2.32972,5.98911:3.08912,6.54147:3.92273,6.98721:4.81789,7.31956:5.76104,7.5335:6.73789,7.62577:7.73363,7.59497:8.73315,7.44158:9.72132,7.16792:10.6831,6.77813:11.604,6.27813:12.4701,5.67549:13.2681,4.97936:13.986,4.20028:14.6129,3.35006:15.1394,2.4416:15.5573,1.48866:15.8605,0.505683:16.0442,-0.492421:16.1058,-1.49052:16.0442,-2.4735:15.8605,-3.42644:15.5573,-4.3349:15.1394,-5.18512:14.6129,-5.9642:13.986,-6.66034:13.2681,-7.26297:12.4701,-7.76297:11.604,-8.15276:10.6831,-8.42642:9.72132,-8.57981:8.73315,-8.61061:7.73363,-8.51834:6.73789,-8.3044:5.76104,-7.97205:4.81789,-7.52631:3.92273,-6.97395:3.08912,-6.32333:2.32972,-5.58432:1.65602,-4.76812:1.07825,-3.88711:0.605155,-2.95464:0.243914,-1.98484:-6.71297e-16,-0.992421:-0.122888,-140.5,0,0
