1,42,0:0,1:0,1.95557:0.294755,2.85654:0.728639,3.68278:1.29196,4.41583:1.97213,5.03932:2.75396,5.53932:3.61999,5.90466:4.55086,6.12718:5.52579,6.20191:6.52299,6.12718:7.5202,5.90466:8.49513,5.53932:9.426,5.03932:10.292,4.41583:11.0739,3.68278:11.754,2.85654:12.3173,1.95557:12.7512,1:13.046,0.0111692:13.195,-0.988831:13.195,-1.97766:13.046,-2.93323:12.7512,-3.8342:12.3173,-4.66044:11.754,-5.39349:11.0739,-6.01698:10.292,-6.51698:9.426,-6.88232:8.49513,-7.10485:7.5202,-7.17958:6.52299,-7.10485:5.52579,-6.88232:4.55086,-6.51698:3.61999,-6.01698:2.75396,-5.39349:1.97213,-4.66044:1.29196,-3.8342:0.728639,-2.93323:0.294755,-1.97766:1.22336e-15,-0.988831:-0.149042,-112.7,0,0
1,42,0:0,1:0,1.95557:0.294755,2.85654:0.728639,3.68278:1.29196,4.41583:1.97213,5.03932:2.75396,5.53932:3.61999,5.90466:4.55086,6.12718:5.52579,6.20191:6.52299,6.12718:7.5202,5.90466:8.49513,5.53932:9.426,5.03932:10.292,4.41583:11.0739,3.68278:11.754,2.85654:12.3173,1.95557:12.7512,1:13.046,0.0111692:13.195,-0.988831:13.195,-1.97766:13.046,-2.93323:12.7512,-3.8342:12.3173,-4.66044:11.754,-5.39349:11.0739,-6.01698:10.292,-6.51698:9.426,-6.88232:8.49513,-7.10485:7.5202,-7.17958:6.52299,-7.10485:5.52579,-6.88232:4.55086,-6.51698:3.61999,-6.01698:2.75396,-5.39349:1.97213,-4.66044:1.29196,-3.8342:0.728639,-2.93323:0.294755,-1.97766:1.22336e-15,-0.988831:-0.149042,-112.7,0,0
1,42,0:0,1:0,1.95557:0.294755,2.85654:0.728639,3.68278:1.29196,4.41583:1.97213,5.03932:2.75396,5.53932:3.61999,5.90466:4.55086,6.12718:5.52579,6.20191:6.52299,6.12718:7.5202,5.90466:8.49513,5.53932:9.426,5.03932:10.292,4.41583:11.0739,3.68278:11.754,2.85654:12.3173,1.95557:12.7512,1:13.046,0.0111692:13.195,-0.988831:13.195,-1.97766:13.046,-2.93323:12.7512,-3.8342:12.3173,-4.66044:11.754,-5.39349:11.0739,-6.01698:10.292,-6.51698:9.426,-6.88232:8.49513,-7.10485:7.5202,-7.17958:6.52299,-7.10485:5.52579,-6.88232:4.55086,-6.51698:3.61999,-6.01698:2.75396,-5.39349:1.97213,-4.66044:1.29196,-3.8342:0.728639,-2.93323:0.294755,-1.97766:1.22336e-15,-0.988831:-0.149042,-112.7,0,0
1,42,0:0,1:0,1.95557:0.294755,2.85654:0.728639,3.68278:1.29196,4.41583:1.97213,5.03932:2.75396,5.53932:3.61999,5.90466:4.55086,6.12718:5.52579,6.20191:6.52299,6.12718:7.5202,5.90466:8.49513,5.53932:9.426,5.03932:10.292,4.41583:11.0739,3.68278:11.754,2.85654:12.3173,1.95557:12.7512,1:13.046,0.0111692:13.195,-0.988831:13.195,-1.97766:13.046,-2.93323:12.7512,-3.8342:12.3173,-4.66044:11.754,-5.39349:11.0739,-6.01698:10.292,-6.51698:9.426,-6.88232:8.49513,-7.10485:7.5202,-7.17958:6.52299,-7.10485:5.52579,-6.88232:4.55086,-6.51698:3.61999,-6.01698:2.75396,-5.39349:1.97213,-4.66044:1.29196,-3.8342:0.728639,-2.93323:0.294755,-1.97766:1.22336e-15,-0.988831:-0.149042,-112.7,0,0
1,42,0:0,1:0,1.95557:0.294755,2.85654:0.728639,3.68278:1.29196,4.41583:1.97213,5.03932:2.75396,5.53932:3.61999,5.90466:4.55086,6.12718:5.52579,6.20191:6.52299,6.12718:7.5202,5.90466:8.49513,5.53932:9.426,5.03932:10.292,4.41583:11.0739,3.68278:11.754,2.85654:12.3173,1.95557:12.7512,1:13.046,0.0111692:13.195,-0.988831:13.195,-1.97766:13.046,-2.93323:12.7512,-3.8342:12.3173,-4.66044:11.754,-5.39349:11.0739,-6.01698:10.292,-6.51698:9.426,-6.88232:8.49513,-7.10485:7.5202,-7.17958:6.52299,-7.10485:5.52579,-6.88232:4.55086,-6.51698:3.61999,-6.01698:2.75396,-5.39349:1.97213,-4.66044:1.29196,-3.8342:0.728639,-2.93323:0.294755,-1.97766:1.22336e-15,-0.988831:-0.149042,-112.7,0,0.015
1,42,0:0,1:0,1.95557:0.294755,2.85654:0.728639,3.68278:1.29196,4.41583:1.97213,5.03932:2.75396,5.53932:3.61999,5.90466:4.55086,6.12718:5.52579,6.20191:6.52299,6.12718:7.5202,5.90466:8.49513,5.53932:9.426,5.03932:10.292,4.41583:11.0739,3.68278:11.754,2.85654:12.3173,1.95557:12.7512,1:13.046,0.0111692:13.195,-0.988831:13.195,-1.97766:13.046,-2.93323:12.7512,-3.8342:12.3173,-4.66044:11.754,-5.39349:11.0739,-6.01698:10.292,-6.51698:9.426,-6.88232:8.49513,-7.10485:7.5202,-7.17958:6.52299,-7.10485:5.52579,-6.88232:4.55086,-6.51698:3.61999,-6.01698:2.75396,-5.39349:1.97213,-4.66044:1.29196,-3.8342:0.728639,-2.93323:0.294755,-1.97766:1.22336e-15,-0.988831:-0.149042,-112.7,0,0
1,42,0:0,1:0,1.95557:0.294755,2.85654:0.728639,3.68278:1.29196,4.41583:1.97213,5.03932:2.75396,5.53932:3.61999,5.90466:4.55086,6.12718:5.52579,6.20191:6.52299,6.12718:7.5202,5.90466:8.49513,5.53932:9.426,5.03932:10.292,4.41583:11.0739,3.68278:11.754,2.85654:12.3173,1.95557:12.7512,1:13.046,0.0111692:13.195,-0.988831:13.195,-1.97766:13.046,-2.93323:12.7512,-3.8342:12.3173,-4.66044:11.754,-5.39349:11.0739,-6.01698:10.292,-6.51698:9.426,-6.88232:8.49513,-7.10485:7.5202,-7.17958:6.52299,-7.10485:5.52579,-6.88232:4.55086,-6.51698:3.61999,-6.01698:2.75396,-5.39349:1.97213,-4.66044:1.29196,-3.8342:0.728639,-2.93323:0.294755,-1.97766:1.22336e-15,-0.988831:-0.149042,-112.7,0,0
1,42,0:0,1:0,1.95557:0.294755,2.85654:0.728639,3.68278:1.29196,4.41583:1.97213,5.03932:2.75396,5.53932:3.61999,5.90466:4.55086,6.12718:5.52579,6.20191:6.52299,6.12718:7.5202,5.90466:8.49513,5.53932:9.426,5.03932:10.292,4.41583:11.0739,3.68278:11.754,2.85654:12.3173,1.95557:12.7512,1:13.046,0.0111692:13.195,-0.988831:13.195,-1.97766:13.046,-2.93323:12.7512,-3.8342:12.3173,-4.66044:11.754,-5.39349:11.0739,-6.01698:10.292,-6.51698:9.426,-6.88232:8.49513,-7.10485:7.5202,-7.17958:6.52299,-7.10485:5.52579,-6.88232:4.55086,-6.51698:3.61999,-6.01698:2.75396,-5.39349:1.97213,-4.66044:1.29196,-3.8342:0.728639,-2.93323:0.294755,-1.97766:1.22336e-15,-0.988831:-0.149042,-112.7,0,0
1,42,0:0,1:0,1.95557:0.294755,2.85654:0.728639,3.68278:1.29196,4.41583:1.97213,5.03932:2.75396,5.53932:3.61999,5.90466:4.55086,6.12718:5.52579,6.20191:6.52299,6.12718:7.5202,5.90466:8.49513,5.53932:9.426,5.03932:10.292,4.41583:11.0739,3.68278:11.754,2.85654:12.3173,1.95557:12.7512,1:13.046,0.0111692:13.195,-0.988831:13.195,-1.97766:13.046,-2.93323:12.7512,-3.8342:12.3173,-4.66044:11.754,-5.39349:11.0739,-6.01698:10.292,-6.51698:9.426,-6.88232:8.49513,-7.10485:7.5202,-7.17958:6.52299,-7.10485:5.52579,-6.88232:4.55086,-6.51698:3.61999,-6.01698:2.75396,-5.39349:1.97213,-4.66044:1.29196,-3.8342:0.728639,-2.93323:0.294755,-1.97766:1.22336e-15,-0.988831:-0.149042,-112.7,0,0
1,42,0:0,1:0,1.95557:0.294755,2.85654:0.728639,3.68278:1.29196,4.41583:1.97213,5.03932:2.75396,5.53932:3.61999,5.90466:4.55086,6.12718:5.52579,6.20191:6.52299,6.12718:7.5202,5.90466:8.49513,5.53932:9.426,5.03932:10.292,4.41583:11.0739,3.68278:11.754,2.85654:12.3173,1.95557:12.7512,1:13.046,0.0111692:13.195,-0.988831:13.195,-1.97766:13.046,-2.93323:12.7512,-3.8342:12.3173,-4.66044:11.754,-5.39349:11.0739,-6.01698:10.292,-6.51698:9.426,-6.88232:8.49513,-7.10485:7.5202,-7.17958:6.52299,-7.10485:5.52579,-6.88232:4.55086,-6.51698:3.61999,-6.01698:2.75396,-5.39349:1.97213,-4.66044:1.29196,-3.8342:0.728639,-2.93323:0.294755,-1.97766:1.22336e-15,-0.988831:-0.149042,-112.7,0,0
