0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,0.1848,00
