1,46,0:0,1:0,1.96292:0.269797,2.88013:0.668198,3.73455:1.18778,4.51026:1.81887,5.19281:2.54971,5.76949:3.36668,6.22956:4.25456,6.56444:5.19682,6.76789:6.17591,6.83614:7.17357,6.76789:8.17124,6.56444:9.15033,6.22956:10.0926,5.76949:10.9805,5.19281:11.7974,4.51026:12.5283,3.73455:13.1594,2.88013:13.679,1.96292:14.0774,1:14.3471,0.00931405:14.4833,-0.990686:14.4833,-1.98137:14.3471,-2.94429:14.0774,-3.8615:13.679,-4.71592:13.1594,-5.49163:12.5283,-6.17418:11.7974,-6.75086:10.9805,-7.21093:10.0926,-7.54581:9.15033,-7.74927:8.17124,-7.81751:7.17357,-7.74927:6.17591,-7.54581:5.19682,-7.21093:4.25456,-6.75086:3.36668,-6.17418:2.54971,-5.49163:1.81887,-4.71592:1.18778,-3.8615:0.668198,-2.94429:0.269797,-1.98137:3.2191e-15,-0.990686:-0.136167,-124.9,0,0
1,46,0:0,1:0,1.96292:0.269797,2.88013:0.668198,3.73455:1.18778,4.51026:1.81887,5.19281:2.54971,5.76949:3.36668,6.22956:4.25456,6.56444:5.19682,6.76789:6.17591,6.83614:7.17357,6.76789:8.17124,6.56444:9.15033,6.22956:10.0926,5.76949:10.9805,5.19281:11.7974,4.51026:12.5283,3.73455:13.1594,2.88013:13.679,1.96292:14.0774,1:14.3471,0.00931405:14.4833,-0.990686:14.4833,-1.98137:14.3471,-2.94429:14.0774,-3.8615:13.679,-4.71592:13.1594,-5.49163:12.5283,-6.17418:11.7974,-6.75086:10.9805,-7.21093:10.0926,-7.54581:9.15033,-7.74927:8.17124,-7.81751:7.17357,-7.74927:6.17591,-7.54581:5.19682,-7.21093:4.25456,-6.75086:3.36668,-6.17418:2.54971,-5.49163:1.81887,-4.71592:1.18778,-3.8615:0.668198,-2.94429:0.269797,-1.98137:3.2191e-15,-0.990686:-0.136167,-124.9,0,0
1,46,0:0,1:0,1.96292:0.269797,2.88013:0.668198,3.73455:1.18778,4.51026:1.81887,5.19281:2.54971,5.76949:3.36668,6.22956:4.25456,6.56444:5.19682,6.76789:6.17591,6.83614:7.17357,6.76789:8.17124,6.56444:9.15033,6.22956:10.0926,5.76949:10.9805,5.19281:11.7974,4.51026:12.5283,3.73455:13.1594,2.88013:13.679,1.96292:14.0774,1:14.3471,0.00931405:14.4833,-0.990686:14.4833,-1.98137:14.3471,-2.94429:14.0774,-3.8615:13.679,-4.71592:13.1594,-5.49163:12.5283,-6.17418:11.7974,-6.75086:10.9805,-7.21093:10.0926,-7.54581:9.15033,-7.74927:8.17124,-7.81751:7.17357,-7.74927:6.17591,-7.54581:5.19682,-7.21093:4.25456,-6.75086:3.36668,-6.17418:2.54971,-5.49163:1.81887,-4.71592:1.18778,-3.8615:0.668198,-2.94429:0.269797,-1.98137:3.2191e-15,-0.990686:-0.136167,-124.9,0,0
1,46,0:0,1:0,1.96292:0.269797,2.88013:0.668198,3.73455:1.18778,4.51026:1.81887,5.19281:2.54971,5.76949:3.36668,6.22956:4.25456,6.56444:5.19682,6.76789:6.17591,6.83614:7.17357,6.76789:8.17124,6.56444:9.15033,6.22956:10.0926,5.76949:10.9805,5.19281:11.7974,4.51026:12.5283,3.73455:13.1594,2.88013:13.679,1.96292:14.0774,1:14.3471,0.00931405:14.4833,-0.990686:14.4833,-1.98137:14.3471,-2.94429:14.0774,-3.8615:13.679,-4.71592:13.1594,-5.49163:12.5283,-6.17418:11.7974,-6.75086:10.9805,-7.21093:10.0926,-7.54581:9.15033,-7.74927:8.17124,-7.81751:7.17357,-7.74927:6.17591,-7.54581:5.19682,-7.21093:4.25456,-6.75086:3.36668,-6.17418:2.54971,-5.49163:1.81887,-4.71592:1.18778,-3.8615:0.668198,-2.94429:0.269797,-1.98137:3.2191e-15,-0.990686:-0.136167,-124.9,0,0
1,46,0:0,1:0,1.96292:0.269797,2.88013:0.668198,3.73455:1.18778,4.51026:1.81887,5.19281:2.54971,5.76949:3.36668,6.22956:4.25456,6.56444:5.19682,6.76789:6.17591,6.83614:7.17357,6.76789:8.17124,6.56444:9.15033,6.22956:10.0926,5.76949:10.9805,5.19281:11.7974,4.51026:12.5283,3.73455:13.1594,2.88013:13.679,1.96292:14.0774,1:14.3471,0.00931405:14.4833,-0.990686:14.4833,-1.98137:14.3471,-2.94429:14.0774,-3.8615:13.679,-4.71592:13.1594,-5.49163:12.5283,-6.17418:11.7974,-6.75086:10.9805,-7.21093:10.0926,-7.54581:9.15033,-7.74927:8.17124,-7.81751:7.17357,-7.74927:6.17591,-7.54581:5.19682,-7.21093:4.25456,-6.75086:3.36668,-6.17418:2.54971,-5.49163:1.81887,-4.71592:1.18778,-3.8615:0.668198,-2.94429:0.269797,-1.98137:3.2191e-15,-0.990686:-0.136167,-124.9,0,0
1,46,0:0,1:0,1.96292:0.269797,2.88013:0.668198,3.73455:1.18778,4.51026:1.81887,5.19281:2.54971,5.76949:3.36668,6.22956:4.25456,6.56444:5.19682,6.76789:6.17591,6.83614:7.17357,6.76789:8.17124,6.56444:9.15033,6.22956:10.0926,5.76949:10.9805,5.19281:11.7974,4.51026:12.5283,3.73455:13.1594,2.88013:13.679,1.96292:14.0774,1:14.3471,0.00931405:14.4833,-0.990686:14.4833,-1.98137:14.3471,-2.94429:14.0774,-3.8615:13.679,-4.71592:13.1594,-5.49163:12.5283,-6.17418:11.7974,-6.75086:10.9805,-7.21093:10.0926,-7.54581:9.15033,-7.74927:8.17124,-7.81751:7.17357,-7.74927:6.17591,-7.54581:5.19682,-7.21093:4.25456,-6.75086:3.36668,-6.17418:2.54971,-5.49163:1.81887,-4.71592:1.18778,-3.8615:0.668198,-2.94429:0.269797,-1.98137:3.2191e-15,-0.990686:-0.136167,-124.9,0,0
1,46,0:0,1:0,1.96292:0.269797,2.88013:0.668198,3.73455:1.18778,4.51026:1.81887,5.19281:2.54971,5.76949:3.36668,6.22956:4.25456,6.56444:5.19682,6.76789:6.17591,6.83614:7.17357,6.76789:8.17124,6.56444:9.15033,6.22956:10.0926,5.76949:10.9805,5.19281:11.7974,4.51026:12.5283,3.73455:13.1594,2.88013:13.679,1.96292:14.0774,1:14.3471,0.00931405:14.4833,-0.990686:14.4833,-1.98137:14.3471,-2.94429:14.0774,-3.8615:13.679,-4.71592:13.1594,-5.49163:12.5283,-6.17418:11.7974,-6.75086:10.9805,-7.21093:10.0926,-7.54581:9.15033,-7.74927:8.17124,-7.81751:7.17357,-7.74927:6.17591,-7.54581:5.19682,-7.21093:4.25456,-6.75086:3.36668,-6.17418:2.54971,-5.49163:1.81887,-4.71592:1.18778,-3.8615:0.668198,-2.94429:0.269797,-1.98137:3.2191e-15,-0.990686:-0.136167,-124.9,0,0
1,46,0:0,1:0,1.96292:0.269797,2.88013:0.668198,3.73455:1.18778,4.51026:1.81887,5.19281:2.54971,5.76949:3.36668,6.22956:4.25456,6.56444:5.19682,6.76789:6.17591,6.83614:7.17357,6.76789:8.17124,6.56444:9.15033,6.22956:10.0926,5.76949:10.9805,5.19281:11.7974,4.51026:12.5283,3.73455:13.1594,2.88013:13.679,1.96292:14.0774,1:14.3471,0.00931405:14.4833,-0.990686:14.4833,-1.98137:14.3471,-2.94429:14.0774,-3.8615:13.679,-4.71592:13.1594,-5.49163:12.5283,-6.17418:11.7974,-6.75086:10.9805,-7.21093:10.0926,-7.54581:9.15033,-7.74927:8.17124,-7.81751:7.17357,-7.74927:6.17591,-7.54581:5.19682,-7.21093:4.25456,-6.75086:3.36668,-6.17418:2.54971,-5.49163:1.81887,-4.71592:1.18778,-3.8615:0.668198,-2.94429:0.269797,-1.98137:3.2191e-15,-0.990686:-0.136167,-124.9,0,0
1,46,0:0,1:0,1.96292:0.269797,2.88013:0.668198,3.73455:1.18778,4.51026:1.81887,5.19281:2.54971,5.76949:3.36668,6.22956:4.25456,6.56444:5.19682,6.76789:6.17591,6.83614:7.17357,6.76789:8.17124,6.56444:9.15033,6.22956:10.0926,5.76949:10.9805,5.19281:11.7974,4.51026:12.5283,3.73455:13.1594,2.88013:13.679,1.96292:14.0774,1:14.3471,0.00931405:14.4833,-0.990686:14.4833,-1.98137:14.3471,-2.94429:14.0774,-3.8615:13.679,-4.71592:13.1594,-5.49163:12.5283,-6.17418:11.7974,-6.75086:10.9805,-7.21093:10.0926,-7.54581:9.15033,-7.74927:8.17124,-7.81751:7.17357,-7.74927:6.17591,-7.54581:5.19682,-7.21093:4.25456,-6.75086:3.36668,-6.17418:2.54971,-5.49163:1.81887,-4.71592:1.18778,-3.8615:0.668198,-2.94429:0.269797,-1.98137:3.2191e-15,-0.990686:-0.136167,-124.9,0,0
1,46,0:0,1:0,1.96292:0.269797,2.88013:0.668198,3.73455:1.18778,4.51026:1.81887,5.19281:2.54971,5.76949:3.36668,6.22956:4.25456,6.56444:5.19682,6.76789:6.17591,6.83614:7.17357,6.76789:8.17124,6.56444:9.15033,6.22956:10.0926,5.76949:10.9805,5.19281:11.7974,4.51026:12.5283,3.73455:13.1594,2.88013:13.679,1.96292:14.0774,1:14.3471,0.00931405:14.4833,-0.990686:14.4833,-1.98137:14.3471,-2.94429:14.0774,-3.8615:13.679,-4.71592:13.1594,-5.49163:12.5283,-6.17418:11.7974,-6.75086:10.9805,-7.21093:10.0926,-7.54581:9.15033,-7.74927:8.17124,-7.81751:7.17357,-7.74927:6.17591,-7.54581:5.19682,-7.21093:4.25456,-6.75086:3.36668,-6.17418:2.54971,-5.49163:1.81887,-4.71592:1.18778,-3.8615:0.668198,-2.94429:0.269797,-1.98137:3.2191e-15,-0.990686:-0.136167,-124.9,0,0
