0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,0.349066,00
