4,43,0:0,1:0,1.9576:0.288099,2.86305:0.712556,3.69705:1.26432,4.44182:1.93164,5.08149:2.70029,5.60243:3.55388,5.99354:4.47423,6.24647:5.44171,6.35584:6.43571,6.31932:7.43505,6.13768:8.41841,5.8148:9.36485,5.35756:10.2542,4.7757:11.0675,4.08163:11.7874,3.29013:12.3986,2.41808:12.888,1.48406:13.2452,0.507989:13.4626,-0.489343:13.5356,-1.48668:13.4626,-2.46275:13.2452,-3.39677:12.888,-4.26882:12.3986,-5.06031:11.7874,-5.75439:11.0675,-6.33625:10.2542,-6.79349:9.36485,-7.11637:8.41841,-7.29801:7.43505,-7.33453:6.43571,-7.22516:5.44171,-6.97222:4.47423,-6.58112:3.55388,-6.06018:2.70029,-5.42051:1.93164,-4.67573:1.26432,-3.84174:0.712556,-2.93629:0.288099,-1.97869:4.75921e-15,-0.989343:-0.145601,-116,0,0
4,43,0:0,1:0,1.9576:0.288099,2.86305:0.712556,3.69705:1.26432,4.44182:1.93164,5.08149:2.70029,5.60243:3.55388,5.99354:4.47423,6.24647:5.44171,6.35584:6.43571,6.31932:7.43505,6.13768:8.41841,5.8148:9.36485,5.35756:10.2542,4.7757:11.0675,4.08163:11.7874,3.29013:12.3986,2.41808:12.888,1.48406:13.2452,0.507989:13.4626,-0.489343:13.5356,-1.48668:13.4626,-2.46275:13.2452,-3.39677:12.888,-4.26882:12.3986,-5.06031:11.7874,-5.75439:11.0675,-6.33625:10.2542,-6.79349:9.36485,-7.11637:8.41841,-7.29801:7.43505,-7.33453:6.43571,-7.22516:5.44171,-6.97222:4.47423,-6.58112:3.55388,-6.06018:2.70029,-5.42051:1.93164,-4.67573:1.26432,-3.84174:0.712556,-2.93629:0.288099,-1.97869:4.75921e-15,-0.989343:-0.145601,-116,0,0
4,43,0:0,1:0,1.9576:0.288099,2.86305:0.712556,3.69705:1.26432,4.44182:1.93164,5.08149:2.70029,5.60243:3.55388,5.99354:4.47423,6.24647:5.44171,6.35584:6.43571,6.31932:7.43505,6.13768:8.41841,5.8148:9.36485,5.35756:10.2542,4.7757:11.0675,4.08163:11.7874,3.29013:12.3986,2.41808:12.888,1.48406:13.2452,0.507989:13.4626,-0.489343:13.5356,-1.48668:13.4626,-2.46275:13.2452,-3.39677:12.888,-4.26882:12.3986,-5.06031:11.7874,-5.75439:11.0675,-6.33625:10.2542,-6.79349:9.36485,-7.11637:8.41841,-7.29801:7.43505,-7.33453:6.43571,-7.22516:5.44171,-6.97222:4.47423,-6.58112:3.55388,-6.06018:2.70029,-5.42051:1.93164,-4.67573:1.26432,-3.84174:0.712556,-2.93629:0.288099,-1.97869:4.75921e-15,-0.989343:-0.145601,-116,0,0
4,43,0:0,1:0,1.9576:0.288099,2.86305:0.712556,3.69705:1.26432,4.44182:1.93164,5.08149:2.70029,5.60243:3.55388,5.99354:4.47423,6.24647:5.44171,6.35584:6.43571,6.31932:7.43505,6.13768:8.41841,5.8148:9.36485,5.35756:10.2542,4.7757:11.0675,4.08163:11.7874,3.29013:12.3986,2.41808:12.888,1.48406:13.2452,0.507989:13.4626,-0.489343:13.5356,-1.48668:13.4626,-2.46275:13.2452,-3.39677:12.888,-4.26882:12.3986,-5.06031:11.7874,-5.75439:11.0675,-6.33625:10.2542,-6.79349:9.36485,-7.11637:8.41841,-7.29801:7.43505,-7.33453:6.43571,-7.22516:5.44171,-6.97222:4.47423,-6.58112:3.55388,-6.06018:2.70029,-5.42051:1.93164,-4.67573:1.26432,-3.84174:0.712556,-2.93629:0.288099,-1.97869:4.75921e-15,-0.989343:-0.145601,-116,0,0
4,43,0:0,1:0,1.9576:0.288099,2.86305:0.712556,3.69705:1.26432,4.44182:1.93164,5.08149:2.70029,5.60243:3.55388,5.99354:4.47423,6.24647:5.44171,6.35584:6.43571,6.31932:7.43505,6.13768:8.41841,5.8148:9.36485,5.35756:10.2542,4.7757:11.0675,4.08163:11.7874,3.29013:12.3986,2.41808:12.888,1.48406:13.2452,0.507989:13.4626,-0.489343:13.5356,-1.48668:13.4626,-2.46275:13.2452,-3.39677:12.888,-4.26882:12.3986,-5.06031:11.7874,-5.75439:11.0675,-6.33625:10.2542,-6.79349:9.36485,-7.11637:8.41841,-7.29801:7.43505,-7.33453:6.43571,-7.22516:5.44171,-6.97222:4.47423,-6.58112:3.55388,-6.06018:2.70029,-5.42051:1.93164,-4.67573:1.26432,-3.84174:0.712556,-2.93629:0.288099,-1.97869:4.75921e-15,-0.989343:-0.145601,-116,0,0
4,43,0:0,1:0,1.9576:0.288099,2.86305:0.712556,3.69705:1.26432,4.44182:1.93164,5.08149:2.70029,5.60243:3.55388,5.99354:4.47423,6.24647:5.44171,6.35584:6.43571,6.31932:7.43505,6.13768:8.41841,5.8148:9.36485,5.35756:10.2542,4.7757:11.0675,4.08163:11.7874,3.29013:12.3986,2.41808:12.888,1.48406:13.2452,0.507989:13.4626,-0.489343:13.5356,-1.48668:13.4626,-2.46275:13.2452,-3.39677:12.888,-4.26882:12.3986,-5.06031:11.7874,-5.75439:11.0675,-6.33625:10.2542,-6.79349:9.36485,-7.11637:8.41841,-7.29801:7.43505,-7.33453:6.43571,-7.22516:5.44171,-6.97222:4.47423,-6.58112:3.55388,-6.06018:2.70029,-5.42051:1.93164,-4.67573:1.26432,-3.84174:0.712556,-2.93629:0.288099,-1.97869:4.75921e-15,-0.989343:-0.145601,-116,0,0
4,43,0:0,1:0,1.9576:0.288099,2.86305:0.712556,3.69705:1.26432,4.44182:1.93164,5.08149:2.70029,5.60243:3.55388,5.99354:4.47423,6.24647:5.44171,6.35584:6.43571,6.31932:7.43505,6.13768:8.41841,5.8148:9.36485,5.35756:10.2542,4.7757:11.0675,4.08163:11.7874,3.29013:12.3986,2.41808:12.888,1.48406:13.2452,0.507989:13.4626,-0.489343:13.5356,-1.48668:13.4626,-2.46275:13.2452,-3.39677:12.888,-4.26882:12.3986,-5.06031:11.7874,-5.75439:11.0675,-6.33625:10.2542,-6.79349:9.36485,-7.11637:8.41841,-7.29801:7.43505,-7.33453:6.43571,-7.22516:5.44171,-6.97222:4.47423,-6.58112:3.55388,-6.06018:2.70029,-5.42051:1.93164,-4.67573:1.26432,-3.84174:0.712556,-2.93629:0.288099,-1.97869:4.75921e-15,-0.989343:-0.145601,-116,0,0
4,43,0:0,1:0,1.9576:0.288099,2.86305:0.712556,3.69705:1.26432,4.44182:1.93164,5.08149:2.70029,5.60243:3.55388,5.99354:4.47423,6.24647:5.44171,6.35584:6.43571,6.31932:7.43505,6.13768:8.41841,5.8148:9.36485,5.35756:10.2542,4.7757:11.0675,4.08163:11.7874,3.29013:12.3986,2.41808:12.888,1.48406:13.2452,0.507989:13.4626,-0.489343:13.5356,-1.48668:13.4626,-2.46275:13.2452,-3.39677:12.888,-4.26882:12.3986,-5.06031:11.7874,-5.75439:11.0675,-6.33625:10.2542,-6.79349:9.36485,-7.11637:8.41841,-7.29801:7.43505,-7.33453:6.43571,-7.22516:5.44171,-6.97222:4.47423,-6.58112:3.55388,-6.06018:2.70029,-5.42051:1.93164,-4.67573:1.26432,-3.84174:0.712556,-2.93629:0.288099,-1.97869:4.75921e-15,-0.989343:-0.145601,-116,0,0
4,43,0:0,1:0,1.9576:0.288099,2.86305:0.712556,3.69705:1.26432,4.44182:1.93164,5.08149:2.70029,5.60243:3.55388,5.99354:4.47423,6.24647:5.44171,6.35584:6.43571,6.31932:7.43505,6.13768:8.41841,5.8148:9.36485,5.35756:10.2542,4.7757:11.0675,4.08163:11.7874,3.29013:12.3986,2.41808:12.888,1.48406:13.2452,0.507989:13.4626,-0.489343:13.5356,-1.48668:13.4626,-2.46275:13.2452,-3.39677:12.888,-4.26882:12.3986,-5.06031:11.7874,-5.75439:11.0675,-6.33625:10.2542,-6.79349:9.36485,-7.11637:8.41841,-7.29801:7.43505,-7.33453:6.43571,-7.22516:5.44171,-6.97222:4.47423,-6.58112:3.55388,-6.06018:2.70029,-5.42051:1.93164,-4.67573:1.26432,-3.84174:0.712556,-2.93629:0.288099,-1.97869:4.75921e-15,-0.989343:-0.145601,-116,0,0
4,43,0:0,1:0,1.9576:0.288099,2.86305:0.712556,3.69705:1.26432,4.44182:1.93164,5.08149:2.70029,5.60243:3.55388,5.99354:4.47423,6.24647:5.44171,6.35584:6.43571,6.31932:7.43505,6.13768:8.41841,5.8148:9.36485,5.35756:10.2542,4.7757:11.0675,4.08163:11.7874,3.29013:12.3986,2.41808:12.888,1.48406:13.2452,0.507989:13.4626,-0.489343:13.5356,-1.48668:13.4626,-2.46275:13.2452,-3.39677:12.888,-4.26882:12.3986,-5.06031:11.7874,-5.75439:11.0675,-6.33625:10.2542,-6.79349:9.36485,-7.11637:8.41841,-7.29801:7.43505,-7.33453:6.43571,-7.22516:5.44171,-6.97222:4.47423,-6.58112:3.55388,-6.06018:2.70029,-5.42051:1.93164,-4.67573:1.26432,-3.84174:0.712556,-2.93629:0.288099,-1.97869:4.75921e-15,-0.989343:-0.145601,-116,0,0
4,43,0:0,1:0,1.9576:0.288099,2.86305:0.712556,3.69705:1.26432,4.44182:1.93164,5.08149:2.70029,5.60243:3.55388,5.99354:4.47423,6.24647:5.44171,6.35584:6.43571,6.31932:7.43505,6.13768:8.41841,5.8148:9.36485,5.35756:10.2542,4.7757:11.0675,4.08163:11.7874,3.29013:12.3986,2.41808:12.888,1.48406:13.2452,0.507989:13.4626,-0.489343:13.5356,-1.48668:13.4626,-2.46275:13.2452,-3.39677:12.888,-4.26882:12.3986,-5.06031:11.7874,-5.75439:11.0675,-6.33625:10.2542,-6.79349:9.36485,-7.11637:8.41841,-7.29801:7.43505,-7.33453:6.43571,-7.22516:5.44171,-6.97222:4.47423,-6.58112:3.55388,-6.06018:2.70029,-5.42051:1.93164,-4.67573:1.26432,-3.84174:0.712556,-2.93629:0.288099,-1.97869:4.75921e-15,-0.989343:-0.145601,-116,0,0
