0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,0.314159,00
