0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,00
0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,00
0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,00
0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,00
0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,00
0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,00
0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,00
0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,00
0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,00
0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,00
0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,00
0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,0.202683,00
