4,22,0:0,1:0,1.84125:0.540641,2.49611:1.29639,2.91153:2.20602,3.05384:3.19584,2.91153:4.18567,2.49611:5.0953,1.84125:5.85105,1:6.39169,0.040507:6.67342,-0.959493:6.67342,-1.91899:6.39169,-2.76024:5.85105,-3.4151:5.0953,-3.83052:4.18567,-3.97283:3.19584,-3.83052:2.20602,-3.4151:1.29639,-2.76024:0.540641,-1.91899:8.3592e-16,-0.959493:-0.281733,-53,0,0
4,22,0:0,1:0,1.84125:0.540641,2.49611:1.29639,2.91153:2.20602,3.05384:3.19584,2.91153:4.18567,2.49611:5.0953,1.84125:5.85105,1:6.39169,0.040507:6.67342,-0.959493:6.67342,-1.91899:6.39169,-2.76024:5.85105,-3.4151:5.0953,-3.83052:4.18567,-3.97283:3.19584,-3.83052:2.20602,-3.4151:1.29639,-2.76024:0.540641,-1.91899:8.3592e-16,-0.959493:-0.281733,-53,0,0
4,22,0:0,1:0,1.84125:0.540641,2.49611:1.29639,2.91153:2.20602,3.05384:3.19584,2.91153:4.18567,2.49611:5.0953,1.84125:5.85105,1:6.39169,0.040507:6.67342,-0.959493:6.67342,-1.91899:6.39169,-2.76024:5.85105,-3.4151:5.0953,-3.83052:4.18567,-3.97283:3.19584,-3.83052:2.20602,-3.4151:1.29639,-2.76024:0.540641,-1.91899:8.3592e-16,-0.959493:-0.281733,-53,0,0
4,22,0:0,1:0,1.84125:0.540641,2.49611:1.29639,2.91153:2.20602,3.05384:3.19584,2.91153:4.18567,2.49611:5.0953,1.84125:5.85105,1:6.39169,0.040507:6.67342,-0.959493:6.67342,-1.91899:6.39169,-2.76024:5.85105,-3.4151:5.0953,-3.83052:4.18567,-3.97283:3.19584,-3.83052:2.20602,-3.4151:1.29639,-2.76024:0.540641,-1.91899:8.3592e-16,-0.959493:-0.281733,-53,0,0
4,22,0:0,1:0,1.84125:0.540641,2.49611:1.29639,2.91153:2.20602,3.05384:3.19584,2.91153:4.18567,2.49611:5.0953,1.84125:5.85105,1:6.39169,0.040507:6.67342,-0.959493:6.67342,-1.91899:6.39169,-2.76024:5.85105,-3.4151:5.0953,-3.83052:4.18567,-3.97283:3.19584,-3.83052:2.20602,-3.4151:1.29639,-2.76024:0.540641,-1.91899:8.3592e-16,-0.959493:-0.281733,-53,0,0
4,22,0:0,1:0,1.84125:0.540641,2.49611:1.29639,2.91153:2.20602,3.05384:3.19584,2.91153:4.18567,2.49611:5.0953,1.84125:5.85105,1:6.39169,0.040507:6.67342,-0.959493:6.67342,-1.91899:6.39169,-2.76024:5.85105,-3.4151:5.0953,-3.83052:4.18567,-3.97283:3.19584,-3.83052:2.20602,-3.4151:1.29639,-2.76024:0.540641,-1.91899:8.3592e-16,-0.959493:-0.281733,-53,0,0
4,22,0:0,1:0,1.84125:0.540641,2.49611:1.29639,2.91153:2.20602,3.05384:3.19584,2.91153:4.18567,2.49611:5.0953,1.84125:5.85105,1:6.39169,0.040507:6.67342,-0.959493:6.67342,-1.91899:6.39169,-2.76024:5.85105,-3.4151:5.0953,-3.83052:4.18567,-3.97283:3.19584,-3.83052:2.20602,-3.4151:1.29639,-2.76024:0.540641,-1.91899:8.3592e-16,-0.959493:-0.281733,-53,0,0
4,22,0:0,1:0,1.84125:0.540641,2.49611:1.29639,2.91153:2.20602,3.05384:3.19584,2.91153:4.18567,2.49611:5.0953,1.84125:5.85105,1:6.39169,0.040507:6.67342,-0.959493:6.67342,-1.91899:6.39169,-2.76024:5.85105,-3.4151:5.0953,-3.83052:4.18567,-3.97283:3.19584,-3.83052:2.20602,-3.4151:1.29639,-2.76024:0.540641,-1.91899:8.3592e-16,-0.959493:-0.281733,-53,0,0
4,22,0:0,1:0,1.84125:0.540641,2.49611:1.29639,2.91153:2.20602,3.05384:3.19584,2.91153:4.18567,2.49611:5.0953,1.84125:5.85105,1:6.39169,0.040507:6.67342,-0.959493:6.67342,-1.91899:6.39169,-2.76024:5.85105,-3.4151:5.0953,-3.83052:4.18567,-3.97283:3.19584,-3.83052:2.20602,-3.4151:1.29639,-2.76024:0.540641,-1.91899:8.3592e-16,-0.959493:-0.281733,-53,0,0
4,22,0:0,1:0,1.84125:0.540641,2.49611:1.29639,2.91153:2.20602,3.05384:3.19584,2.91153:4.18567,2.49611:5.0953,1.84125:5.85105,1:6.39169,0.040507:6.67342,-0.959493:6.67342,-1.91899:6.39169,-2.76024:5.85105,-3.4151:5.0953,-3.83052:4.18567,-3.97283:3.19584,-3.83052:2.20602,-3.4151:1.29639,-2.76024:0.540641,-1.91899:8.3592e-16,-0.959493:-0.281733,-53,0,0
