4,44,0:0,1:0,1.95949:0.281733,2.86912:0.697148,3.71038:1.23779,4.46613:1.89265,5.12099:2.6484,5.66163:3.48965,6.07704:4.39928,6.35878:5.35878,6.50109:6.3486,6.50109:7.3486,6.35878:8.33842,6.07704:9.29791,5.66163:10.2075,5.12099:11.0488,4.46613:11.8045,3.71038:12.4594,2.86912:13,1.95949:13.4155,1:13.6972,0.0101786:13.8395,-0.989821:13.8395,-1.97964:13.6972,-2.93914:13.4155,-3.84877:13,-4.69002:12.4594,-5.44577:11.8045,-6.10063:11.0488,-6.64127:10.2075,-7.05669:9.29791,-7.33842:8.33842,-7.48073:7.3486,-7.48073:6.3486,-7.33842:5.35878,-7.05669:4.39928,-6.64127:3.48965,-6.10063:2.6484,-5.44577:1.89265,-4.69002:1.23779,-3.84877:0.697148,-2.93914:0.281733,-1.97964:-3.72938e-16,-0.989821:-0.142315,-119.3,0,0
4,44,0:0,1:0,1.95949:0.281733,2.86912:0.697148,3.71038:1.23779,4.46613:1.89265,5.12099:2.6484,5.66163:3.48965,6.07704:4.39928,6.35878:5.35878,6.50109:6.3486,6.50109:7.3486,6.35878:8.33842,6.07704:9.29791,5.66163:10.2075,5.12099:11.0488,4.46613:11.8045,3.71038:12.4594,2.86912:13,1.95949:13.4155,1:13.6972,0.0101786:13.8395,-0.989821:13.8395,-1.97964:13.6972,-2.93914:13.4155,-3.84877:13,-4.69002:12.4594,-5.44577:11.8045,-6.10063:11.0488,-6.64127:10.2075,-7.05669:9.29791,-7.33842:8.33842,-7.48073:7.3486,-7.48073:6.3486,-7.33842:5.35878,-7.05669:4.39928,-6.64127:3.48965,-6.10063:2.6484,-5.44577:1.89265,-4.69002:1.23779,-3.84877:0.697148,-2.93914:0.281733,-1.97964:-3.72938e-16,-0.989821:-0.142315,-119.3,0,0
4,44,0:0,1:0,1.95949:0.281733,2.86912:0.697148,3.71038:1.23779,4.46613:1.89265,5.12099:2.6484,5.66163:3.48965,6.07704:4.39928,6.35878:5.35878,6.50109:6.3486,6.50109:7.3486,6.35878:8.33842,6.07704:9.29791,5.66163:10.2075,5.12099:11.0488,4.46613:11.8045,3.71038:12.4594,2.86912:13,1.95949:13.4155,1:13.6972,0.0101786:13.8395,-0.989821:13.8395,-1.97964:13.6972,-2.93914:13.4155,-3.84877:13,-4.69002:12.4594,-5.44577:11.8045,-6.10063:11.0488,-6.64127:10.2075,-7.05669:9.29791,-7.33842:8.33842,-7.48073:7.3486,-7.48073:6.3486,-7.33842:5.35878,-7.05669:4.39928,-6.64127:3.48965,-6.10063:2.6484,-5.44577:1.89265,-4.69002:1.23779,-3.84877:0.697148,-2.93914:0.281733,-1.97964:-3.72938e-16,-0.989821:-0.142315,-119.3,0,0
4,44,0:0,1:0,1.95949:0.281733,2.86912:0.697148,3.71038:1.23779,4.46613:1.89265,5.12099:2.6484,5.66163:3.48965,6.07704:4.39928,6.35878:5.35878,6.50109:6.3486,6.50109:7.3486,6.35878:8.33842,6.07704:9.29791,5.66163:10.2075,5.12099:11.0488,4.46613:11.8045,3.71038:12.4594,2.86912:13,1.95949:13.4155,1:13.6972,0.0101786:13.8395,-0.989821:13.8395,-1.97964:13.6972,-2.93914:13.4155,-3.84877:13,-4.69002:12.4594,-5.44577:11.8045,-6.10063:11.0488,-6.64127:10.2075,-7.05669:9.29791,-7.33842:8.33842,-7.48073:7.3486,-7.48073:6.3486,-7.33842:5.35878,-7.05669:4.39928,-6.64127:3.48965,-6.10063:2.6484,-5.44577:1.89265,-4.69002:1.23779,-3.84877:0.697148,-2.93914:0.281733,-1.97964:-3.72938e-16,-0.989821:-0.142315,-119.3,0,0
4,44,0:0,1:0,1.95949:0.281733,2.86912:0.697148,3.71038:1.23779,4.46613:1.89265,5.12099:2.6484,5.66163:3.48965,6.07704:4.39928,6.35878:5.35878,6.50109:6.3486,6.50109:7.3486,6.35878:8.33842,6.07704:9.29791,5.66163:10.2075,5.12099:11.0488,4.46613:11.8045,3.71038:12.4594,2.86912:13,1.95949:13.4155,1:13.6972,0.0101786:13.8395,-0.989821:13.8395,-1.97964:13.6972,-2.93914:13.4155,-3.84877:13,-4.69002:12.4594,-5.44577:11.8045,-6.10063:11.0488,-6.64127:10.2075,-7.05669:9.29791,-7.33842:8.33842,-7.48073:7.3486,-7.48073:6.3486,-7.33842:5.35878,-7.05669:4.39928,-6.64127:3.48965,-6.10063:2.6484,-5.44577:1.89265,-4.69002:1.23779,-3.84877:0.697148,-2.93914:0.281733,-1.97964:-3.72938e-16,-0.989821:-0.142315,-119.3,0,0
4,44,0:0,1:0,1.95949:0.281733,2.86912:0.697148,3.71038:1.23779,4.46613:1.89265,5.12099:2.6484,5.66163:3.48965,6.07704:4.39928,6.35878:5.35878,6.50109:6.3486,6.50109:7.3486,6.35878:8.33842,6.07704:9.29791,5.66163:10.2075,5.12099:11.0488,4.46613:11.8045,3.71038:12.4594,2.86912:13,1.95949:13.4155,1:13.6972,0.0101786:13.8395,-0.989821:13.8395,-1.97964:13.6972,-2.93914:13.4155,-3.84877:13,-4.69002:12.4594,-5.44577:11.8045,-6.10063:11.0488,-6.64127:10.2075,-7.05669:9.29791,-7.33842:8.33842,-7.48073:7.3486,-7.48073:6.3486,-7.33842:5.35878,-7.05669:4.39928,-6.64127:3.48965,-6.10063:2.6484,-5.44577:1.89265,-4.69002:1.23779,-3.84877:0.697148,-2.93914:0.281733,-1.97964:-3.72938e-16,-0.989821:-0.142315,-119.3,0,0
4,44,0:0,1:0,1.95949:0.281733,2.86912:0.697148,3.71038:1.23779,4.46613:1.89265,5.12099:2.6484,5.66163:3.48965,6.07704:4.39928,6.35878:5.35878,6.50109:6.3486,6.50109:7.3486,6.35878:8.33842,6.07704:9.29791,5.66163:10.2075,5.12099:11.0488,4.46613:11.8045,3.71038:12.4594,2.86912:13,1.95949:13.4155,1:13.6972,0.0101786:13.8395,-0.989821:13.8395,-1.97964:13.6972,-2.93914:13.4155,-3.84877:13,-4.69002:12.4594,-5.44577:11.8045,-6.10063:11.0488,-6.64127:10.2075,-7.05669:9.29791,-7.33842:8.33842,-7.48073:7.3486,-7.48073:6.3486,-7.33842:5.35878,-7.05669:4.39928,-6.64127:3.48965,-6.10063:2.6484,-5.44577:1.89265,-4.69002:1.23779,-3.84877:0.697148,-2.93914:0.281733,-1.97964:-3.72938e-16,-0.989821:-0.142315,-119.3,0,0.015
4,44,0:0,1:0,1.95949:0.281733,2.86912:0.697148,3.71038:1.23779,4.46613:1.89265,5.12099:2.6484,5.66163:3.48965,6.07704:4.39928,6.35878:5.35878,6.50109:6.3486,6.50109:7.3486,6.35878:8.33842,6.07704:9.29791,5.66163:10.2075,5.12099:11.0488,4.46613:11.8045,3.71038:12.4594,2.86912:13,1.95949:13.4155,1:13.6972,0.0101786:13.8395,-0.989821:13.8395,-1.97964:13.6972,-2.93914:13.4155,-3.84877:13,-4.69002:12.4594,-5.44577:11.8045,-6.10063:11.0488,-6.64127:10.2075,-7.05669:9.29791,-7.33842:8.33842,-7.48073:7.3486,-7.48073:6.3486,-7.33842:5.35878,-7.05669:4.39928,-6.64127:3.48965,-6.10063:2.6484,-5.44577:1.89265,-4.69002:1.23779,-3.84877:0.697148,-2.93914:0.281733,-1.97964:-3.72938e-16,-0.989821:-0.142315,-119.3,0,0
4,44,0:0,1:0,1.95949:0.281733,2.86912:0.697148,3.71038:1.23779,4.46613:1.89265,5.12099:2.6484,5.66163:3.48965,6.07704:4.39928,6.35878:5.35878,6.50109:6.3486,6.50109:7.3486,6.35878:8.33842,6.07704:9.29791,5.66163:10.2075,5.12099:11.0488,4.46613:11.8045,3.71038:12.4594,2.86912:13,1.95949:13.4155,1:13.6972,0.0101786:13.8395,-0.989821:13.8395,-1.97964:13.6972,-2.93914:13.4155,-3.84877:13,-4.69002:12.4594,-5.44577:11.8045,-6.10063:11.0488,-6.64127:10.2075,-7.05669:9.29791,-7.33842:8.33842,-7.48073:7.3486,-7.48073:6.3486,-7.33842:5.35878,-7.05669:4.39928,-6.64127:3.48965,-6.10063:2.6484,-5.44577:1.89265,-4.69002:1.23779,-3.84877:0.697148,-2.93914:0.281733,-1.97964:-3.72938e-16,-0.989821:-0.142315,-119.3,0,0.015
4,44,0:0,1:0,1.95949:0.281733,2.86912:0.697148,3.71038:1.23779,4.46613:1.89265,5.12099:2.6484,5.66163:3.48965,6.07704:4.39928,6.35878:5.35878,6.50109:6.3486,6.50109:7.3486,6.35878:8.33842,6.07704:9.29791,5.66163:10.2075,5.12099:11.0488,4.46613:11.8045,3.71038:12.4594,2.86912:13,1.95949:13.4155,1:13.6972,0.0101786:13.8395,-0.989821:13.8395,-1.97964:13.6972,-2.93914:13.4155,-3.84877:13,-4.69002:12.4594,-5.44577:11.8045,-6.10063:11.0488,-6.64127:10.2075,-7.05669:9.29791,-7.33842:8.33842,-7.48073:7.3486,-7.48073:6.3486,-7.33842:5.35878,-7.05669:4.39928,-6.64127:3.48965,-6.10063:2.6484,-5.44577:1.89265,-4.69002:1.23779,-3.84877:0.697148,-2.93914:0.281733,-1.97964:-3.72938e-16,-0.989821:-0.142315,-119.3,0,0
4,44,0:0,1:0,1.95949:0.281733,2.86912:0.697148,3.71038:1.23779,4.46613:1.89265,5.12099:2.6484,5.66163:3.48965,6.07704:4.39928,6.35878:5.35878,6.50109:6.3486,6.50109:7.3486,6.35878:8.33842,6.07704:9.29791,5.66163:10.2075,5.12099:11.0488,4.46613:11.8045,3.71038:12.4594,2.86912:13,1.95949:13.4155,1:13.6972,0.0101786:13.8395,-0.989821:13.8395,-1.97964:13.6972,-2.93914:13.4155,-3.84877:13,-4.69002:12.4594,-5.44577:11.8045,-6.10063:11.0488,-6.64127:10.2075,-7.05669:9.29791,-7.33842:8.33842,-7.48073:7.3486,-7.48073:6.3486,-7.33842:5.35878,-7.05669:4.39928,-6.64127:3.48965,-6.10063:2.6484,-5.44577:1.89265,-4.69002:1.23779,-3.84877:0.697148,-2.93914:0.281733,-1.97964:-3.72938e-16,-0.989821:-0.142315,-119.3,0,0
4,44,0:0,1:0,1.95949:0.281733,2.86912:0.697148,3.71038:1.23779,4.46613:1.89265,5.12099:2.6484,5.66163:3.48965,6.07704:4.39928,6.35878:5.35878,6.50109:6.3486,6.50109:7.3486,6.35878:8.33842,6.07704:9.29791,5.66163:10.2075,5.12099:11.0488,4.46613:11.8045,3.71038:12.4594,2.86912:13,1.95949:13.4155,1:13.6972,0.0101786:13.8395,-0.989821:13.8395,-1.97964:13.6972,-2.93914:13.4155,-3.84877:13,-4.69002:12.4594,-5.44577:11.8045,-6.10063:11.0488,-6.64127:10.2075,-7.05669:9.29791,-7.33842:8.33842,-7.48073:7.3486,-7.48073:6.3486,-7.33842:5.35878,-7.05669:4.39928,-6.64127:3.48965,-6.10063:2.6484,-5.44577:1.89265,-4.69002:1.23779,-3.84877:0.697148,-2.93914:0.281733,-1.97964:-3.72938e-16,-0.989821:-0.142315,-119.3,0,0
