0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,0.330694,00
