0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,00
0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,00
0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,00
0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,00
0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,00
0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,00
0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,00.015
0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,00
0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,00
0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,00
0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,0.224399,00
