1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
1,23,0:0,1:0,1.85442:0.519584,2.53697:1.25042,2.99704:2.13831,3.20049:3.11739,3.13225:4.11506,2.79737:5.05732,2.22069:5.87429,1.44498:6.50538,0.527769:6.90378,-0.462917:7.03994,-1.4536:6.90378,-2.37081:6.50538,-3.14653:5.87429,-3.72321:5.05732,-4.05809:4.11506,-4.12633:3.11739,-3.92287:2.13831,-3.46281:1.25042,-2.78025:0.519584,-1.92583:-9.75782e-18,-0.962917:-0.269797,-56.3,0,0
