0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,0.448799,00
