2,35,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,11:1,11:2,11:3,11:4,11:5,11:6,11:7,11:8,11:9,11:10,11:11,10:11,9:11,8:11,7:11,6:11,5:11,4:11,3:11,2:11,1:11,0:11,-1.83697e-16:10,-91.7,0,0
2,35,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,11:1,11:2,11:3,11:4,11:5,11:6,11:7,11:8,11:9,11:10,11:11,10:11,9:11,8:11,7:11,6:11,5:11,4:11,3:11,2:11,1:11,0:11,-1.83697e-16:10,-91.7,0,0
2,35,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,11:1,11:2,11:3,11:4,11:5,11:6,11:7,11:8,11:9,11:10,11:11,10:11,9:11,8:11,7:11,6:11,5:11,4:11,3:11,2:11,1:11,0:11,-1.83697e-16:10,-91.7,0,0
2,35,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,11:1,11:2,11:3,11:4,11:5,11:6,11:7,11:8,11:9,11:10,11:11,10:11,9:11,8:11,7:11,6:11,5:11,4:11,3:11,2:11,1:11,0:11,-1.83697e-16:10,-91.7,0,0
2,35,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,11:1,11:2,11:3,11:4,11:5,11:6,11:7,11:8,11:9,11:10,11:11,10:11,9:11,8:11,7:11,6:11,5:11,4:11,3:11,2:11,1:11,0:11,-1.83697e-16:10,-91.7,0,0
2,35,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,11:1,11:2,11:3,11:4,11:5,11:6,11:7,11:8,11:9,11:10,11:11,10:11,9:11,8:11,7:11,6:11,5:11,4:11,3:11,2:11,1:11,0:11,-1.83697e-16:10,-91.7,0,0
2,35,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,11:1,11:2,11:3,11:4,11:5,11:6,11:7,11:8,11:9,11:10,11:11,10:11,9:11,8:11,7:11,6:11,5:11,4:11,3:11,2:11,1:11,0:11,-1.83697e-16:10,-91.7,0,0
2,35,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,11:1,11:2,11:3,11:4,11:5,11:6,11:7,11:8,11:9,11:10,11:11,10:11,9:11,8:11,7:11,6:11,5:11,4:11,3:11,2:11,1:11,0:11,-1.83697e-16:10,-91.7,0,0
2,35,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,11:1,11:2,11:3,11:4,11:5,11:6,11:7,11:8,11:9,11:10,11:11,10:11,9:11,8:11,7:11,6:11,5:11,4:11,3:11,2:11,1:11,0:11,-1.83697e-16:10,-91.7,0,0
2,35,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,11:1,11:2,11:3,11:4,11:5,11:6,11:7,11:8,11:9,11:10,11:11,10:11,9:11,8:11,7:11,6:11,5:11,4:11,3:11,2:11,1:11,0:11,-1.83697e-16:10,-91.7,0,0
2,35,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,11:1,11:2,11:3,11:4,11:5,11:6,11:7,11:8,11:9,11:10,11:11,10:11,9:11,8:11,7:11,6:11,5:11,4:11,3:11,2:11,1:11,0:11,-1.83697e-16:10,-91.7,0,0
2,35,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,11:1,11:2,11:3,11:4,11:5,11:6,11:7,11:8,11:9,11:10,11:11,10:11,9:11,8:11,7:11,6:11,5:11,4:11,3:11,2:11,1:11,0:11,-1.83697e-16:10,-91.7,0,0
2,35,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,11:1,11:2,11:3,11:4,11:5,11:6,11:7,11:8,11:9,11:10,11:11,10:11,9:11,8:11,7:11,6:11,5:11,4:11,3:11,2:11,1:11,0:11,-1.83697e-16:10,-91.7,0,0
2,35,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,11:1,11:2,11:3,11:4,11:5,11:6,11:7,11:8,11:9,11:10,11:11,10:11,9:11,8:11,7:11,6:11,5:11,4:11,3:11,2:11,1:11,0:11,-1.83697e-16:10,-91.7,0,0
2,35,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,11:1,11:2,11:3,11:4,11:5,11:6,11:7,11:8,11:9,11:10,11:11,10:11,9:11,8:11,7:11,6:11,5:11,4:11,3:11,2:11,1:11,0:11,-1.83697e-16:10,-91.7,0,0
2,35,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,11:1,11:2,11:3,11:4,11:5,11:6,11:7,11:8,11:9,11:10,11:11,10:11,9:11,8:11,7:11,6:11,5:11,4:11,3:11,2:11,1:11,0:11,-1.83697e-16:10,-91.7,0,0
2,35,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,11:1,11:2,11:3,11:4,11:5,11:6,11:7,11:8,11:9,11:10,11:11,10:11,9:11,8:11,7:11,6:11,5:11,4:11,3:11,2:11,1:11,0:11,-1.83697e-16:10,-91.7,0,0
2,35,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,11:1,11:2,11:3,11:4,11:5,11:6,11:7,11:8,11:9,11:10,11:11,10:11,9:11,8:11,7:11,6:11,5:11,4:11,3:11,2:11,1:11,0:11,-1.83697e-16:10,-91.7,0,0
2,35,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,11:1,11:2,11:3,11:4,11:5,11:6,11:7,11:8,11:9,11:10,11:11,10:11,9:11,8:11,7:11,6:11,5:11,4:11,3:11,2:11,1:11,0:11,-1.83697e-16:10,-91.7,0,0
