4,35,0:0,1:0,1.93623:0.351375,2.79468:0.864274,3.54776:1.52221,4.17124:2.30404,4.64511:3.18464,4.95413:4.1357,5.08836:5.12665,5.0435:6.12564,4.82098:7.10057,4.42795:8.02009,3.87706:8.85467,3.18599:9.57746,2.37698:10.1652,1.47601:10.5991,0.512045:10.8652,-0.48393:10.9548,-1.4799:10.8652,-2.44387:10.5991,-3.34484:10.1652,-4.15385:9.57746,-4.84492:8.85467,-5.39581:8.02009,-5.78884:7.10057,-6.01136:6.12564,-6.05622:5.12665,-5.92199:4.1357,-5.61297:3.18464,-5.1391:2.30404,-4.51561:1.52221,-3.76254:0.864274,-2.90409:0.351375,-1.96786:1.87426e-15,-0.98393:-0.178557,-91.7,0,0
4,35,0:0,1:0,1.93623:0.351375,2.79468:0.864274,3.54776:1.52221,4.17124:2.30404,4.64511:3.18464,4.95413:4.1357,5.08836:5.12665,5.0435:6.12564,4.82098:7.10057,4.42795:8.02009,3.87706:8.85467,3.18599:9.57746,2.37698:10.1652,1.47601:10.5991,0.512045:10.8652,-0.48393:10.9548,-1.4799:10.8652,-2.44387:10.5991,-3.34484:10.1652,-4.15385:9.57746,-4.84492:8.85467,-5.39581:8.02009,-5.78884:7.10057,-6.01136:6.12564,-6.05622:5.12665,-5.92199:4.1357,-5.61297:3.18464,-5.1391:2.30404,-4.51561:1.52221,-3.76254:0.864274,-2.90409:0.351375,-1.96786:1.87426e-15,-0.98393:-0.178557,-91.7,0,0
4,35,0:0,1:0,1.93623:0.351375,2.79468:0.864274,3.54776:1.52221,4.17124:2.30404,4.64511:3.18464,4.95413:4.1357,5.08836:5.12665,5.0435:6.12564,4.82098:7.10057,4.42795:8.02009,3.87706:8.85467,3.18599:9.57746,2.37698:10.1652,1.47601:10.5991,0.512045:10.8652,-0.48393:10.9548,-1.4799:10.8652,-2.44387:10.5991,-3.34484:10.1652,-4.15385:9.57746,-4.84492:8.85467,-5.39581:8.02009,-5.78884:7.10057,-6.01136:6.12564,-6.05622:5.12665,-5.92199:4.1357,-5.61297:3.18464,-5.1391:2.30404,-4.51561:1.52221,-3.76254:0.864274,-2.90409:0.351375,-1.96786:1.87426e-15,-0.98393:-0.178557,-91.7,0,0
4,35,0:0,1:0,1.93623:0.351375,2.79468:0.864274,3.54776:1.52221,4.17124:2.30404,4.64511:3.18464,4.95413:4.1357,5.08836:5.12665,5.0435:6.12564,4.82098:7.10057,4.42795:8.02009,3.87706:8.85467,3.18599:9.57746,2.37698:10.1652,1.47601:10.5991,0.512045:10.8652,-0.48393:10.9548,-1.4799:10.8652,-2.44387:10.5991,-3.34484:10.1652,-4.15385:9.57746,-4.84492:8.85467,-5.39581:8.02009,-5.78884:7.10057,-6.01136:6.12564,-6.05622:5.12665,-5.92199:4.1357,-5.61297:3.18464,-5.1391:2.30404,-4.51561:1.52221,-3.76254:0.864274,-2.90409:0.351375,-1.96786:1.87426e-15,-0.98393:-0.178557,-91.7,0,0
4,35,0:0,1:0,1.93623:0.351375,2.79468:0.864274,3.54776:1.52221,4.17124:2.30404,4.64511:3.18464,4.95413:4.1357,5.08836:5.12665,5.0435:6.12564,4.82098:7.10057,4.42795:8.02009,3.87706:8.85467,3.18599:9.57746,2.37698:10.1652,1.47601:10.5991,0.512045:10.8652,-0.48393:10.9548,-1.4799:10.8652,-2.44387:10.5991,-3.34484:10.1652,-4.15385:9.57746,-4.84492:8.85467,-5.39581:8.02009,-5.78884:7.10057,-6.01136:6.12564,-6.05622:5.12665,-5.92199:4.1357,-5.61297:3.18464,-5.1391:2.30404,-4.51561:1.52221,-3.76254:0.864274,-2.90409:0.351375,-1.96786:1.87426e-15,-0.98393:-0.178557,-91.7,0,0
4,35,0:0,1:0,1.93623:0.351375,2.79468:0.864274,3.54776:1.52221,4.17124:2.30404,4.64511:3.18464,4.95413:4.1357,5.08836:5.12665,5.0435:6.12564,4.82098:7.10057,4.42795:8.02009,3.87706:8.85467,3.18599:9.57746,2.37698:10.1652,1.47601:10.5991,0.512045:10.8652,-0.48393:10.9548,-1.4799:10.8652,-2.44387:10.5991,-3.34484:10.1652,-4.15385:9.57746,-4.84492:8.85467,-5.39581:8.02009,-5.78884:7.10057,-6.01136:6.12564,-6.05622:5.12665,-5.92199:4.1357,-5.61297:3.18464,-5.1391:2.30404,-4.51561:1.52221,-3.76254:0.864274,-2.90409:0.351375,-1.96786:1.87426e-15,-0.98393:-0.178557,-91.7,0,0
4,35,0:0,1:0,1.93623:0.351375,2.79468:0.864274,3.54776:1.52221,4.17124:2.30404,4.64511:3.18464,4.95413:4.1357,5.08836:5.12665,5.0435:6.12564,4.82098:7.10057,4.42795:8.02009,3.87706:8.85467,3.18599:9.57746,2.37698:10.1652,1.47601:10.5991,0.512045:10.8652,-0.48393:10.9548,-1.4799:10.8652,-2.44387:10.5991,-3.34484:10.1652,-4.15385:9.57746,-4.84492:8.85467,-5.39581:8.02009,-5.78884:7.10057,-6.01136:6.12564,-6.05622:5.12665,-5.92199:4.1357,-5.61297:3.18464,-5.1391:2.30404,-4.51561:1.52221,-3.76254:0.864274,-2.90409:0.351375,-1.96786:1.87426e-15,-0.98393:-0.178557,-91.7,0,0
4,35,0:0,1:0,1.93623:0.351375,2.79468:0.864274,3.54776:1.52221,4.17124:2.30404,4.64511:3.18464,4.95413:4.1357,5.08836:5.12665,5.0435:6.12564,4.82098:7.10057,4.42795:8.02009,3.87706:8.85467,3.18599:9.57746,2.37698:10.1652,1.47601:10.5991,0.512045:10.8652,-0.48393:10.9548,-1.4799:10.8652,-2.44387:10.5991,-3.34484:10.1652,-4.15385:9.57746,-4.84492:8.85467,-5.39581:8.02009,-5.78884:7.10057,-6.01136:6.12564,-6.05622:5.12665,-5.92199:4.1357,-5.61297:3.18464,-5.1391:2.30404,-4.51561:1.52221,-3.76254:0.864274,-2.90409:0.351375,-1.96786:1.87426e-15,-0.98393:-0.178557,-91.7,0,0
4,35,0:0,1:0,1.93623:0.351375,2.79468:0.864274,3.54776:1.52221,4.17124:2.30404,4.64511:3.18464,4.95413:4.1357,5.08836:5.12665,5.0435:6.12564,4.82098:7.10057,4.42795:8.02009,3.87706:8.85467,3.18599:9.57746,2.37698:10.1652,1.47601:10.5991,0.512045:10.8652,-0.48393:10.9548,-1.4799:10.8652,-2.44387:10.5991,-3.34484:10.1652,-4.15385:9.57746,-4.84492:8.85467,-5.39581:8.02009,-5.78884:7.10057,-6.01136:6.12564,-6.05622:5.12665,-5.92199:4.1357,-5.61297:3.18464,-5.1391:2.30404,-4.51561:1.52221,-3.76254:0.864274,-2.90409:0.351375,-1.96786:1.87426e-15,-0.98393:-0.178557,-91.7,0,0
4,35,0:0,1:0,1.93623:0.351375,2.79468:0.864274,3.54776:1.52221,4.17124:2.30404,4.64511:3.18464,4.95413:4.1357,5.08836:5.12665,5.0435:6.12564,4.82098:7.10057,4.42795:8.02009,3.87706:8.85467,3.18599:9.57746,2.37698:10.1652,1.47601:10.5991,0.512045:10.8652,-0.48393:10.9548,-1.4799:10.8652,-2.44387:10.5991,-3.34484:10.1652,-4.15385:9.57746,-4.84492:8.85467,-5.39581:8.02009,-5.78884:7.10057,-6.01136:6.12564,-6.05622:5.12665,-5.92199:4.1357,-5.61297:3.18464,-5.1391:2.30404,-4.51561:1.52221,-3.76254:0.864274,-2.90409:0.351375,-1.96786:1.87426e-15,-0.98393:-0.178557,-91.7,0,0.015
