5,5,0:0,1:0,1.57358:0.819152,1.07358:1.68518,0.514384:0.85614,-7.2,-7.08259,0.125
5,5,0:0,1:0,1.89879:0.438371,1.41398:1.31299,0.522978:0.859,-7.2,-6.54606,0.156
