1,5,0:0,1:0,0.470081:0.848048,-0.529919:0.848048,-0.999391:-0.0348995,-7.2,-7.13551,0.188
1,5,0:0,1:0,0.484962:-0.857167,1.48496:-0.857167,1.98496:0.0088581,-7.2,-7.15488,0.204
