10,5,0:0,1:0,0.724363:0.961262,-0.245933:1.20318,-0.940591:0.483844,-7.2,-6.14231,0.219
10,5,0:0,1:0,1.19081:0.981627,0.447664:1.65076,-0.497854:1.32519,-7.2,-4.63046,0.172
