4,5,0:0,1:0,1.51504:0.857167,1.01504:1.72319,0.515038:0.857167,-7.2,-7.16732,0.11
4,5,0:0,1:0,1.52992:0.848048,0.530072:0.865501,-0.469776:0.848048,-7.2,-7.12341,0.172
