1,49,0:0,1:0,1.96729:0.253655,2.89421:0.628922,3.76553:1.11964,4.56694:1.71775,5.28529:2.41343,5.90878:3.19526,6.42718:4.05041,6.83196:4.96482,7.11649:5.92349,7.27609:6.91067,7.30814:7.91015,7.21212:8.90553,6.98959:9.88046,6.64423:10.8189,6.18169:11.7055,5.60957:12.5257,4.93727:13.266,4.17583:13.9142,3.33774:14.4597,2.43677:14.8936,1.48771:15.2087,0.506155:15.3999,-0.49179:15.464,-1.48974:15.3999,-2.47129:15.2087,-3.42035:14.8936,-4.32132:14.4597,-5.15941:13.9142,-5.92085:13.266,-6.59315:12.5257,-7.16527:11.7055,-7.62781:10.8189,-7.97317:9.88046,-8.1957:8.90553,-8.29172:7.91015,-8.25967:6.91067,-8.10007:5.92349,-7.81554:4.96482,-7.41076:4.05041,-6.89236:3.19526,-6.26887:2.41343,-5.55052:1.71775,-4.74911:1.11964,-3.87779:0.628922,-2.95087:0.253655,-1.98358:-1.15766e-16,-0.99179:-0.127877,-133.8,0,0
1,49,0:0,1:0,1.96729:0.253655,2.89421:0.628922,3.76553:1.11964,4.56694:1.71775,5.28529:2.41343,5.90878:3.19526,6.42718:4.05041,6.83196:4.96482,7.11649:5.92349,7.27609:6.91067,7.30814:7.91015,7.21212:8.90553,6.98959:9.88046,6.64423:10.8189,6.18169:11.7055,5.60957:12.5257,4.93727:13.266,4.17583:13.9142,3.33774:14.4597,2.43677:14.8936,1.48771:15.2087,0.506155:15.3999,-0.49179:15.464,-1.48974:15.3999,-2.47129:15.2087,-3.42035:14.8936,-4.32132:14.4597,-5.15941:13.9142,-5.92085:13.266,-6.59315:12.5257,-7.16527:11.7055,-7.62781:10.8189,-7.97317:9.88046,-8.1957:8.90553,-8.29172:7.91015,-8.25967:6.91067,-8.10007:5.92349,-7.81554:4.96482,-7.41076:4.05041,-6.89236:3.19526,-6.26887:2.41343,-5.55052:1.71775,-4.74911:1.11964,-3.87779:0.628922,-2.95087:0.253655,-1.98358:-1.15766e-16,-0.99179:-0.127877,-133.8,0,0
1,49,0:0,1:0,1.96729:0.253655,2.89421:0.628922,3.76553:1.11964,4.56694:1.71775,5.28529:2.41343,5.90878:3.19526,6.42718:4.05041,6.83196:4.96482,7.11649:5.92349,7.27609:6.91067,7.30814:7.91015,7.21212:8.90553,6.98959:9.88046,6.64423:10.8189,6.18169:11.7055,5.60957:12.5257,4.93727:13.266,4.17583:13.9142,3.33774:14.4597,2.43677:14.8936,1.48771:15.2087,0.506155:15.3999,-0.49179:15.464,-1.48974:15.3999,-2.47129:15.2087,-3.42035:14.8936,-4.32132:14.4597,-5.15941:13.9142,-5.92085:13.266,-6.59315:12.5257,-7.16527:11.7055,-7.62781:10.8189,-7.97317:9.88046,-8.1957:8.90553,-8.29172:7.91015,-8.25967:6.91067,-8.10007:5.92349,-7.81554:4.96482,-7.41076:4.05041,-6.89236:3.19526,-6.26887:2.41343,-5.55052:1.71775,-4.74911:1.11964,-3.87779:0.628922,-2.95087:0.253655,-1.98358:-1.15766e-16,-0.99179:-0.127877,-133.8,0,0
1,49,0:0,1:0,1.96729:0.253655,2.89421:0.628922,3.76553:1.11964,4.56694:1.71775,5.28529:2.41343,5.90878:3.19526,6.42718:4.05041,6.83196:4.96482,7.11649:5.92349,7.27609:6.91067,7.30814:7.91015,7.21212:8.90553,6.98959:9.88046,6.64423:10.8189,6.18169:11.7055,5.60957:12.5257,4.93727:13.266,4.17583:13.9142,3.33774:14.4597,2.43677:14.8936,1.48771:15.2087,0.506155:15.3999,-0.49179:15.464,-1.48974:15.3999,-2.47129:15.2087,-3.42035:14.8936,-4.32132:14.4597,-5.15941:13.9142,-5.92085:13.266,-6.59315:12.5257,-7.16527:11.7055,-7.62781:10.8189,-7.97317:9.88046,-8.1957:8.90553,-8.29172:7.91015,-8.25967:6.91067,-8.10007:5.92349,-7.81554:4.96482,-7.41076:4.05041,-6.89236:3.19526,-6.26887:2.41343,-5.55052:1.71775,-4.74911:1.11964,-3.87779:0.628922,-2.95087:0.253655,-1.98358:-1.15766e-16,-0.99179:-0.127877,-133.8,0,0
1,49,0:0,1:0,1.96729:0.253655,2.89421:0.628922,3.76553:1.11964,4.56694:1.71775,5.28529:2.41343,5.90878:3.19526,6.42718:4.05041,6.83196:4.96482,7.11649:5.92349,7.27609:6.91067,7.30814:7.91015,7.21212:8.90553,6.98959:9.88046,6.64423:10.8189,6.18169:11.7055,5.60957:12.5257,4.93727:13.266,4.17583:13.9142,3.33774:14.4597,2.43677:14.8936,1.48771:15.2087,0.506155:15.3999,-0.49179:15.464,-1.48974:15.3999,-2.47129:15.2087,-3.42035:14.8936,-4.32132:14.4597,-5.15941:13.9142,-5.92085:13.266,-6.59315:12.5257,-7.16527:11.7055,-7.62781:10.8189,-7.97317:9.88046,-8.1957:8.90553,-8.29172:7.91015,-8.25967:6.91067,-8.10007:5.92349,-7.81554:4.96482,-7.41076:4.05041,-6.89236:3.19526,-6.26887:2.41343,-5.55052:1.71775,-4.74911:1.11964,-3.87779:0.628922,-2.95087:0.253655,-1.98358:-1.15766e-16,-0.99179:-0.127877,-133.8,0,0
1,49,0:0,1:0,1.96729:0.253655,2.89421:0.628922,3.76553:1.11964,4.56694:1.71775,5.28529:2.41343,5.90878:3.19526,6.42718:4.05041,6.83196:4.96482,7.11649:5.92349,7.27609:6.91067,7.30814:7.91015,7.21212:8.90553,6.98959:9.88046,6.64423:10.8189,6.18169:11.7055,5.60957:12.5257,4.93727:13.266,4.17583:13.9142,3.33774:14.4597,2.43677:14.8936,1.48771:15.2087,0.506155:15.3999,-0.49179:15.464,-1.48974:15.3999,-2.47129:15.2087,-3.42035:14.8936,-4.32132:14.4597,-5.15941:13.9142,-5.92085:13.266,-6.59315:12.5257,-7.16527:11.7055,-7.62781:10.8189,-7.97317:9.88046,-8.1957:8.90553,-8.29172:7.91015,-8.25967:6.91067,-8.10007:5.92349,-7.81554:4.96482,-7.41076:4.05041,-6.89236:3.19526,-6.26887:2.41343,-5.55052:1.71775,-4.74911:1.11964,-3.87779:0.628922,-2.95087:0.253655,-1.98358:-1.15766e-16,-0.99179:-0.127877,-133.8,0,0
1,49,0:0,1:0,1.96729:0.253655,2.89421:0.628922,3.76553:1.11964,4.56694:1.71775,5.28529:2.41343,5.90878:3.19526,6.42718:4.05041,6.83196:4.96482,7.11649:5.92349,7.27609:6.91067,7.30814:7.91015,7.21212:8.90553,6.98959:9.88046,6.64423:10.8189,6.18169:11.7055,5.60957:12.5257,4.93727:13.266,4.17583:13.9142,3.33774:14.4597,2.43677:14.8936,1.48771:15.2087,0.506155:15.3999,-0.49179:15.464,-1.48974:15.3999,-2.47129:15.2087,-3.42035:14.8936,-4.32132:14.4597,-5.15941:13.9142,-5.92085:13.266,-6.59315:12.5257,-7.16527:11.7055,-7.62781:10.8189,-7.97317:9.88046,-8.1957:8.90553,-8.29172:7.91015,-8.25967:6.91067,-8.10007:5.92349,-7.81554:4.96482,-7.41076:4.05041,-6.89236:3.19526,-6.26887:2.41343,-5.55052:1.71775,-4.74911:1.11964,-3.87779:0.628922,-2.95087:0.253655,-1.98358:-1.15766e-16,-0.99179:-0.127877,-133.8,0,0
1,49,0:0,1:0,1.96729:0.253655,2.89421:0.628922,3.76553:1.11964,4.56694:1.71775,5.28529:2.41343,5.90878:3.19526,6.42718:4.05041,6.83196:4.96482,7.11649:5.92349,7.27609:6.91067,7.30814:7.91015,7.21212:8.90553,6.98959:9.88046,6.64423:10.8189,6.18169:11.7055,5.60957:12.5257,4.93727:13.266,4.17583:13.9142,3.33774:14.4597,2.43677:14.8936,1.48771:15.2087,0.506155:15.3999,-0.49179:15.464,-1.48974:15.3999,-2.47129:15.2087,-3.42035:14.8936,-4.32132:14.4597,-5.15941:13.9142,-5.92085:13.266,-6.59315:12.5257,-7.16527:11.7055,-7.62781:10.8189,-7.97317:9.88046,-8.1957:8.90553,-8.29172:7.91015,-8.25967:6.91067,-8.10007:5.92349,-7.81554:4.96482,-7.41076:4.05041,-6.89236:3.19526,-6.26887:2.41343,-5.55052:1.71775,-4.74911:1.11964,-3.87779:0.628922,-2.95087:0.253655,-1.98358:-1.15766e-16,-0.99179:-0.127877,-133.8,0,0
1,49,0:0,1:0,1.96729:0.253655,2.89421:0.628922,3.76553:1.11964,4.56694:1.71775,5.28529:2.41343,5.90878:3.19526,6.42718:4.05041,6.83196:4.96482,7.11649:5.92349,7.27609:6.91067,7.30814:7.91015,7.21212:8.90553,6.98959:9.88046,6.64423:10.8189,6.18169:11.7055,5.60957:12.5257,4.93727:13.266,4.17583:13.9142,3.33774:14.4597,2.43677:14.8936,1.48771:15.2087,0.506155:15.3999,-0.49179:15.464,-1.48974:15.3999,-2.47129:15.2087,-3.42035:14.8936,-4.32132:14.4597,-5.15941:13.9142,-5.92085:13.266,-6.59315:12.5257,-7.16527:11.7055,-7.62781:10.8189,-7.97317:9.88046,-8.1957:8.90553,-8.29172:7.91015,-8.25967:6.91067,-8.10007:5.92349,-7.81554:4.96482,-7.41076:4.05041,-6.89236:3.19526,-6.26887:2.41343,-5.55052:1.71775,-4.74911:1.11964,-3.87779:0.628922,-2.95087:0.253655,-1.98358:-1.15766e-16,-0.99179:-0.127877,-133.8,0,0
1,49,0:0,1:0,1.96729:0.253655,2.89421:0.628922,3.76553:1.11964,4.56694:1.71775,5.28529:2.41343,5.90878:3.19526,6.42718:4.05041,6.83196:4.96482,7.11649:5.92349,7.27609:6.91067,7.30814:7.91015,7.21212:8.90553,6.98959:9.88046,6.64423:10.8189,6.18169:11.7055,5.60957:12.5257,4.93727:13.266,4.17583:13.9142,3.33774:14.4597,2.43677:14.8936,1.48771:15.2087,0.506155:15.3999,-0.49179:15.464,-1.48974:15.3999,-2.47129:15.2087,-3.42035:14.8936,-4.32132:14.4597,-5.15941:13.9142,-5.92085:13.266,-6.59315:12.5257,-7.16527:11.7055,-7.62781:10.8189,-7.97317:9.88046,-8.1957:8.90553,-8.29172:7.91015,-8.25967:6.91067,-8.10007:5.92349,-7.81554:4.96482,-7.41076:4.05041,-6.89236:3.19526,-6.26887:2.41343,-5.55052:1.71775,-4.74911:1.11964,-3.87779:0.628922,-2.95087:0.253655,-1.98358:-1.15766e-16,-0.99179:-0.127877,-133.8,0,0
