4,47,0:0,1:0,1.96447:0.264195,2.88512:0.654585,3.74552:1.1642,4.53032:1.78395,5.22551:2.50277,5.81869:3.30784,6.29927:4.18479,6.65868:5.11798,6.8905:6.09073,6.9906:7.08571,6.95718:8.08515,6.79085:9.07122,6.49458:10.0263,6.07364:10.9334,5.53556:11.7763,4.88993:12.54,4.14828:13.2107,3.32384:13.7767,2.43132:14.2277,1.48665:14.5557,0.506689:14.7549,-0.491077:14.8217,-1.48884:14.7549,-2.46881:14.5557,-3.41348:14.2277,-4.30599:13.7767,-5.13044:13.2107,-5.87209:12.54,-6.51772:11.7763,-7.0558:10.9334,-7.47673:10.0263,-7.77301:9.07122,-7.93934:8.08515,-7.97275:7.08571,-7.87266:6.09073,-7.64084:5.11798,-7.28143:4.18479,-6.80085:3.30784,-6.20767:2.50277,-5.51248:1.78395,-4.72768:1.1642,-3.86727:0.654585,-2.94662:0.264195,-1.98215:-6.9351e-16,-0.991077:-0.133287,-128.6,0,0.015
4,47,0:0,1:0,1.96447:0.264195,2.88512:0.654585,3.74552:1.1642,4.53032:1.78395,5.22551:2.50277,5.81869:3.30784,6.29927:4.18479,6.65868:5.11798,6.8905:6.09073,6.9906:7.08571,6.95718:8.08515,6.79085:9.07122,6.49458:10.0263,6.07364:10.9334,5.53556:11.7763,4.88993:12.54,4.14828:13.2107,3.32384:13.7767,2.43132:14.2277,1.48665:14.5557,0.506689:14.7549,-0.491077:14.8217,-1.48884:14.7549,-2.46881:14.5557,-3.41348:14.2277,-4.30599:13.7767,-5.13044:13.2107,-5.87209:12.54,-6.51772:11.7763,-7.0558:10.9334,-7.47673:10.0263,-7.77301:9.07122,-7.93934:8.08515,-7.97275:7.08571,-7.87266:6.09073,-7.64084:5.11798,-7.28143:4.18479,-6.80085:3.30784,-6.20767:2.50277,-5.51248:1.78395,-4.72768:1.1642,-3.86727:0.654585,-2.94662:0.264195,-1.98215:-6.9351e-16,-0.991077:-0.133287,-128.6,0,0
4,47,0:0,1:0,1.96447:0.264195,2.88512:0.654585,3.74552:1.1642,4.53032:1.78395,5.22551:2.50277,5.81869:3.30784,6.29927:4.18479,6.65868:5.11798,6.8905:6.09073,6.9906:7.08571,6.95718:8.08515,6.79085:9.07122,6.49458:10.0263,6.07364:10.9334,5.53556:11.7763,4.88993:12.54,4.14828:13.2107,3.32384:13.7767,2.43132:14.2277,1.48665:14.5557,0.506689:14.7549,-0.491077:14.8217,-1.48884:14.7549,-2.46881:14.5557,-3.41348:14.2277,-4.30599:13.7767,-5.13044:13.2107,-5.87209:12.54,-6.51772:11.7763,-7.0558:10.9334,-7.47673:10.0263,-7.77301:9.07122,-7.93934:8.08515,-7.97275:7.08571,-7.87266:6.09073,-7.64084:5.11798,-7.28143:4.18479,-6.80085:3.30784,-6.20767:2.50277,-5.51248:1.78395,-4.72768:1.1642,-3.86727:0.654585,-2.94662:0.264195,-1.98215:-6.9351e-16,-0.991077:-0.133287,-128.6,0,0
4,47,0:0,1:0,1.96447:0.264195,2.88512:0.654585,3.74552:1.1642,4.53032:1.78395,5.22551:2.50277,5.81869:3.30784,6.29927:4.18479,6.65868:5.11798,6.8905:6.09073,6.9906:7.08571,6.95718:8.08515,6.79085:9.07122,6.49458:10.0263,6.07364:10.9334,5.53556:11.7763,4.88993:12.54,4.14828:13.2107,3.32384:13.7767,2.43132:14.2277,1.48665:14.5557,0.506689:14.7549,-0.491077:14.8217,-1.48884:14.7549,-2.46881:14.5557,-3.41348:14.2277,-4.30599:13.7767,-5.13044:13.2107,-5.87209:12.54,-6.51772:11.7763,-7.0558:10.9334,-7.47673:10.0263,-7.77301:9.07122,-7.93934:8.08515,-7.97275:7.08571,-7.87266:6.09073,-7.64084:5.11798,-7.28143:4.18479,-6.80085:3.30784,-6.20767:2.50277,-5.51248:1.78395,-4.72768:1.1642,-3.86727:0.654585,-2.94662:0.264195,-1.98215:-6.9351e-16,-0.991077:-0.133287,-128.6,0,0
4,47,0:0,1:0,1.96447:0.264195,2.88512:0.654585,3.74552:1.1642,4.53032:1.78395,5.22551:2.50277,5.81869:3.30784,6.29927:4.18479,6.65868:5.11798,6.8905:6.09073,6.9906:7.08571,6.95718:8.08515,6.79085:9.07122,6.49458:10.0263,6.07364:10.9334,5.53556:11.7763,4.88993:12.54,4.14828:13.2107,3.32384:13.7767,2.43132:14.2277,1.48665:14.5557,0.506689:14.7549,-0.491077:14.8217,-1.48884:14.7549,-2.46881:14.5557,-3.41348:14.2277,-4.30599:13.7767,-5.13044:13.2107,-5.87209:12.54,-6.51772:11.7763,-7.0558:10.9334,-7.47673:10.0263,-7.77301:9.07122,-7.93934:8.08515,-7.97275:7.08571,-7.87266:6.09073,-7.64084:5.11798,-7.28143:4.18479,-6.80085:3.30784,-6.20767:2.50277,-5.51248:1.78395,-4.72768:1.1642,-3.86727:0.654585,-2.94662:0.264195,-1.98215:-6.9351e-16,-0.991077:-0.133287,-128.6,0,0
4,47,0:0,1:0,1.96447:0.264195,2.88512:0.654585,3.74552:1.1642,4.53032:1.78395,5.22551:2.50277,5.81869:3.30784,6.29927:4.18479,6.65868:5.11798,6.8905:6.09073,6.9906:7.08571,6.95718:8.08515,6.79085:9.07122,6.49458:10.0263,6.07364:10.9334,5.53556:11.7763,4.88993:12.54,4.14828:13.2107,3.32384:13.7767,2.43132:14.2277,1.48665:14.5557,0.506689:14.7549,-0.491077:14.8217,-1.48884:14.7549,-2.46881:14.5557,-3.41348:14.2277,-4.30599:13.7767,-5.13044:13.2107,-5.87209:12.54,-6.51772:11.7763,-7.0558:10.9334,-7.47673:10.0263,-7.77301:9.07122,-7.93934:8.08515,-7.97275:7.08571,-7.87266:6.09073,-7.64084:5.11798,-7.28143:4.18479,-6.80085:3.30784,-6.20767:2.50277,-5.51248:1.78395,-4.72768:1.1642,-3.86727:0.654585,-2.94662:0.264195,-1.98215:-6.9351e-16,-0.991077:-0.133287,-128.6,0,0
4,47,0:0,1:0,1.96447:0.264195,2.88512:0.654585,3.74552:1.1642,4.53032:1.78395,5.22551:2.50277,5.81869:3.30784,6.29927:4.18479,6.65868:5.11798,6.8905:6.09073,6.9906:7.08571,6.95718:8.08515,6.79085:9.07122,6.49458:10.0263,6.07364:10.9334,5.53556:11.7763,4.88993:12.54,4.14828:13.2107,3.32384:13.7767,2.43132:14.2277,1.48665:14.5557,0.506689:14.7549,-0.491077:14.8217,-1.48884:14.7549,-2.46881:14.5557,-3.41348:14.2277,-4.30599:13.7767,-5.13044:13.2107,-5.87209:12.54,-6.51772:11.7763,-7.0558:10.9334,-7.47673:10.0263,-7.77301:9.07122,-7.93934:8.08515,-7.97275:7.08571,-7.87266:6.09073,-7.64084:5.11798,-7.28143:4.18479,-6.80085:3.30784,-6.20767:2.50277,-5.51248:1.78395,-4.72768:1.1642,-3.86727:0.654585,-2.94662:0.264195,-1.98215:-6.9351e-16,-0.991077:-0.133287,-128.6,0,0
4,47,0:0,1:0,1.96447:0.264195,2.88512:0.654585,3.74552:1.1642,4.53032:1.78395,5.22551:2.50277,5.81869:3.30784,6.29927:4.18479,6.65868:5.11798,6.8905:6.09073,6.9906:7.08571,6.95718:8.08515,6.79085:9.07122,6.49458:10.0263,6.07364:10.9334,5.53556:11.7763,4.88993:12.54,4.14828:13.2107,3.32384:13.7767,2.43132:14.2277,1.48665:14.5557,0.506689:14.7549,-0.491077:14.8217,-1.48884:14.7549,-2.46881:14.5557,-3.41348:14.2277,-4.30599:13.7767,-5.13044:13.2107,-5.87209:12.54,-6.51772:11.7763,-7.0558:10.9334,-7.47673:10.0263,-7.77301:9.07122,-7.93934:8.08515,-7.97275:7.08571,-7.87266:6.09073,-7.64084:5.11798,-7.28143:4.18479,-6.80085:3.30784,-6.20767:2.50277,-5.51248:1.78395,-4.72768:1.1642,-3.86727:0.654585,-2.94662:0.264195,-1.98215:-6.9351e-16,-0.991077:-0.133287,-128.6,0,0
4,47,0:0,1:0,1.96447:0.264195,2.88512:0.654585,3.74552:1.1642,4.53032:1.78395,5.22551:2.50277,5.81869:3.30784,6.29927:4.18479,6.65868:5.11798,6.8905:6.09073,6.9906:7.08571,6.95718:8.08515,6.79085:9.07122,6.49458:10.0263,6.07364:10.9334,5.53556:11.7763,4.88993:12.54,4.14828:13.2107,3.32384:13.7767,2.43132:14.2277,1.48665:14.5557,0.506689:14.7549,-0.491077:14.8217,-1.48884:14.7549,-2.46881:14.5557,-3.41348:14.2277,-4.30599:13.7767,-5.13044:13.2107,-5.87209:12.54,-6.51772:11.7763,-7.0558:10.9334,-7.47673:10.0263,-7.77301:9.07122,-7.93934:8.08515,-7.97275:7.08571,-7.87266:6.09073,-7.64084:5.11798,-7.28143:4.18479,-6.80085:3.30784,-6.20767:2.50277,-5.51248:1.78395,-4.72768:1.1642,-3.86727:0.654585,-2.94662:0.264195,-1.98215:-6.9351e-16,-0.991077:-0.133287,-128.6,0,0
4,47,0:0,1:0,1.96447:0.264195,2.88512:0.654585,3.74552:1.1642,4.53032:1.78395,5.22551:2.50277,5.81869:3.30784,6.29927:4.18479,6.65868:5.11798,6.8905:6.09073,6.9906:7.08571,6.95718:8.08515,6.79085:9.07122,6.49458:10.0263,6.07364:10.9334,5.53556:11.7763,4.88993:12.54,4.14828:13.2107,3.32384:13.7767,2.43132:14.2277,1.48665:14.5557,0.506689:14.7549,-0.491077:14.8217,-1.48884:14.7549,-2.46881:14.5557,-3.41348:14.2277,-4.30599:13.7767,-5.13044:13.2107,-5.87209:12.54,-6.51772:11.7763,-7.0558:10.9334,-7.47673:10.0263,-7.77301:9.07122,-7.93934:8.08515,-7.97275:7.08571,-7.87266:6.09073,-7.64084:5.11798,-7.28143:4.18479,-6.80085:3.30784,-6.20767:2.50277,-5.51248:1.78395,-4.72768:1.1642,-3.86727:0.654585,-2.94662:0.264195,-1.98215:-6.9351e-16,-0.991077:-0.133287,-128.6,0,0
