4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
4,4,0:0,1:0,0:1.22465e-16,-1.83697e-16:-1,-5.1,0,0
