1,29,0:0,1:0,1.90758:0.419889,2.70367:1.02506,3.35105:1.78723,3.81946:2.67074,4.08699:3.63429,4.14113:4.63282,3.97935:5.61965,3.60921:6.54862,3.04802:7.37631,2.32203:8.06401,1.46517:8.57957,0.517517:8.89887,-0.476621:9.00699,-1.47076:8.89887,-2.41841:8.57957,-3.27527:8.06401,-4.00126:7.37631,-4.56245:6.54862,-4.93259:5.61965,-5.09437:4.63282,-5.04023:3.63429,-4.7727:2.67074,-4.3043:1.78723,-3.65691:1.02506,-2.86082:0.419889,-1.95324:-1.40675e-15,-0.976621:-0.21497,-74,0,0
1,29,0:0,1:0,1.90758:0.419889,2.70367:1.02506,3.35105:1.78723,3.81946:2.67074,4.08699:3.63429,4.14113:4.63282,3.97935:5.61965,3.60921:6.54862,3.04802:7.37631,2.32203:8.06401,1.46517:8.57957,0.517517:8.89887,-0.476621:9.00699,-1.47076:8.89887,-2.41841:8.57957,-3.27527:8.06401,-4.00126:7.37631,-4.56245:6.54862,-4.93259:5.61965,-5.09437:4.63282,-5.04023:3.63429,-4.7727:2.67074,-4.3043:1.78723,-3.65691:1.02506,-2.86082:0.419889,-1.95324:-1.40675e-15,-0.976621:-0.21497,-74,0,0
1,29,0:0,1:0,1.90758:0.419889,2.70367:1.02506,3.35105:1.78723,3.81946:2.67074,4.08699:3.63429,4.14113:4.63282,3.97935:5.61965,3.60921:6.54862,3.04802:7.37631,2.32203:8.06401,1.46517:8.57957,0.517517:8.89887,-0.476621:9.00699,-1.47076:8.89887,-2.41841:8.57957,-3.27527:8.06401,-4.00126:7.37631,-4.56245:6.54862,-4.93259:5.61965,-5.09437:4.63282,-5.04023:3.63429,-4.7727:2.67074,-4.3043:1.78723,-3.65691:1.02506,-2.86082:0.419889,-1.95324:-1.40675e-15,-0.976621:-0.21497,-74,0,0
1,29,0:0,1:0,1.90758:0.419889,2.70367:1.02506,3.35105:1.78723,3.81946:2.67074,4.08699:3.63429,4.14113:4.63282,3.97935:5.61965,3.60921:6.54862,3.04802:7.37631,2.32203:8.06401,1.46517:8.57957,0.517517:8.89887,-0.476621:9.00699,-1.47076:8.89887,-2.41841:8.57957,-3.27527:8.06401,-4.00126:7.37631,-4.56245:6.54862,-4.93259:5.61965,-5.09437:4.63282,-5.04023:3.63429,-4.7727:2.67074,-4.3043:1.78723,-3.65691:1.02506,-2.86082:0.419889,-1.95324:-1.40675e-15,-0.976621:-0.21497,-74,0,0
1,29,0:0,1:0,1.90758:0.419889,2.70367:1.02506,3.35105:1.78723,3.81946:2.67074,4.08699:3.63429,4.14113:4.63282,3.97935:5.61965,3.60921:6.54862,3.04802:7.37631,2.32203:8.06401,1.46517:8.57957,0.517517:8.89887,-0.476621:9.00699,-1.47076:8.89887,-2.41841:8.57957,-3.27527:8.06401,-4.00126:7.37631,-4.56245:6.54862,-4.93259:5.61965,-5.09437:4.63282,-5.04023:3.63429,-4.7727:2.67074,-4.3043:1.78723,-3.65691:1.02506,-2.86082:0.419889,-1.95324:-1.40675e-15,-0.976621:-0.21497,-74,0,0
1,29,0:0,1:0,1.90758:0.419889,2.70367:1.02506,3.35105:1.78723,3.81946:2.67074,4.08699:3.63429,4.14113:4.63282,3.97935:5.61965,3.60921:6.54862,3.04802:7.37631,2.32203:8.06401,1.46517:8.57957,0.517517:8.89887,-0.476621:9.00699,-1.47076:8.89887,-2.41841:8.57957,-3.27527:8.06401,-4.00126:7.37631,-4.56245:6.54862,-4.93259:5.61965,-5.09437:4.63282,-5.04023:3.63429,-4.7727:2.67074,-4.3043:1.78723,-3.65691:1.02506,-2.86082:0.419889,-1.95324:-1.40675e-15,-0.976621:-0.21497,-74,0,0
1,29,0:0,1:0,1.90758:0.419889,2.70367:1.02506,3.35105:1.78723,3.81946:2.67074,4.08699:3.63429,4.14113:4.63282,3.97935:5.61965,3.60921:6.54862,3.04802:7.37631,2.32203:8.06401,1.46517:8.57957,0.517517:8.89887,-0.476621:9.00699,-1.47076:8.89887,-2.41841:8.57957,-3.27527:8.06401,-4.00126:7.37631,-4.56245:6.54862,-4.93259:5.61965,-5.09437:4.63282,-5.04023:3.63429,-4.7727:2.67074,-4.3043:1.78723,-3.65691:1.02506,-2.86082:0.419889,-1.95324:-1.40675e-15,-0.976621:-0.21497,-74,0,0
1,29,0:0,1:0,1.90758:0.419889,2.70367:1.02506,3.35105:1.78723,3.81946:2.67074,4.08699:3.63429,4.14113:4.63282,3.97935:5.61965,3.60921:6.54862,3.04802:7.37631,2.32203:8.06401,1.46517:8.57957,0.517517:8.89887,-0.476621:9.00699,-1.47076:8.89887,-2.41841:8.57957,-3.27527:8.06401,-4.00126:7.37631,-4.56245:6.54862,-4.93259:5.61965,-5.09437:4.63282,-5.04023:3.63429,-4.7727:2.67074,-4.3043:1.78723,-3.65691:1.02506,-2.86082:0.419889,-1.95324:-1.40675e-15,-0.976621:-0.21497,-74,0,0
1,29,0:0,1:0,1.90758:0.419889,2.70367:1.02506,3.35105:1.78723,3.81946:2.67074,4.08699:3.63429,4.14113:4.63282,3.97935:5.61965,3.60921:6.54862,3.04802:7.37631,2.32203:8.06401,1.46517:8.57957,0.517517:8.89887,-0.476621:9.00699,-1.47076:8.89887,-2.41841:8.57957,-3.27527:8.06401,-4.00126:7.37631,-4.56245:6.54862,-4.93259:5.61965,-5.09437:4.63282,-5.04023:3.63429,-4.7727:2.67074,-4.3043:1.78723,-3.65691:1.02506,-2.86082:0.419889,-1.95324:-1.40675e-15,-0.976621:-0.21497,-74,0,0
1,29,0:0,1:0,1.90758:0.419889,2.70367:1.02506,3.35105:1.78723,3.81946:2.67074,4.08699:3.63429,4.14113:4.63282,3.97935:5.61965,3.60921:6.54862,3.04802:7.37631,2.32203:8.06401,1.46517:8.57957,0.517517:8.89887,-0.476621:9.00699,-1.47076:8.89887,-2.41841:8.57957,-3.27527:8.06401,-4.00126:7.37631,-4.56245:6.54862,-4.93259:5.61965,-5.09437:4.63282,-5.04023:3.63429,-4.7727:2.67074,-4.3043:1.78723,-3.65691:1.02506,-2.86082:0.419889,-1.95324:-1.40675e-15,-0.976621:-0.21497,-74,0,0
1,29,0:0,1:0,1.90758:0.419889,2.70367:1.02506,3.35105:1.78723,3.81946:2.67074,4.08699:3.63429,4.14113:4.63282,3.97935:5.61965,3.60921:6.54862,3.04802:7.37631,2.32203:8.06401,1.46517:8.57957,0.517517:8.89887,-0.476621:9.00699,-1.47076:8.89887,-2.41841:8.57957,-3.27527:8.06401,-4.00126:7.37631,-4.56245:6.54862,-4.93259:5.61965,-5.09437:4.63282,-5.04023:3.63429,-4.7727:2.67074,-4.3043:1.78723,-3.65691:1.02506,-2.86082:0.419889,-1.95324:-1.40675e-15,-0.976621:-0.21497,-74,0,0
1,29,0:0,1:0,1.90758:0.419889,2.70367:1.02506,3.35105:1.78723,3.81946:2.67074,4.08699:3.63429,4.14113:4.63282,3.97935:5.61965,3.60921:6.54862,3.04802:7.37631,2.32203:8.06401,1.46517:8.57957,0.517517:8.89887,-0.476621:9.00699,-1.47076:8.89887,-2.41841:8.57957,-3.27527:8.06401,-4.00126:7.37631,-4.56245:6.54862,-4.93259:5.61965,-5.09437:4.63282,-5.04023:3.63429,-4.7727:2.67074,-4.3043:1.78723,-3.65691:1.02506,-2.86082:0.419889,-1.95324:-1.40675e-15,-0.976621:-0.21497,-74,0,0
1,29,0:0,1:0,1.90758:0.419889,2.70367:1.02506,3.35105:1.78723,3.81946:2.67074,4.08699:3.63429,4.14113:4.63282,3.97935:5.61965,3.60921:6.54862,3.04802:7.37631,2.32203:8.06401,1.46517:8.57957,0.517517:8.89887,-0.476621:9.00699,-1.47076:8.89887,-2.41841:8.57957,-3.27527:8.06401,-4.00126:7.37631,-4.56245:6.54862,-4.93259:5.61965,-5.09437:4.63282,-5.04023:3.63429,-4.7727:2.67074,-4.3043:1.78723,-3.65691:1.02506,-2.86082:0.419889,-1.95324:-1.40675e-15,-0.976621:-0.21497,-74,0,0
