1,28,0:0,1:0,1.90097:0.433884,2.6828:1.05737,3.30629:1.83921,3.74017:2.74017,3.96269:3.7151,3.96269:4.7151,3.74017:5.69003,3.30629:6.591,2.6828:7.37283,1.90097:7.99632,1:8.4302,0.0250721:8.65272,-0.974928:8.65272,-1.94986:8.4302,-2.85082:7.99632,-3.63266:7.37283,-4.25615:6.591,-4.69003:5.69003,-4.91255:4.7151,-4.91255:3.7151,-4.69003:2.74017,-4.25615:1.83921,-3.63266:1.05737,-2.85082:0.433884,-1.94986:-1.26076e-15,-0.974928:-0.222521,-70,0,0
1,28,0:0,1:0,1.90097:0.433884,2.6828:1.05737,3.30629:1.83921,3.74017:2.74017,3.96269:3.7151,3.96269:4.7151,3.74017:5.69003,3.30629:6.591,2.6828:7.37283,1.90097:7.99632,1:8.4302,0.0250721:8.65272,-0.974928:8.65272,-1.94986:8.4302,-2.85082:7.99632,-3.63266:7.37283,-4.25615:6.591,-4.69003:5.69003,-4.91255:4.7151,-4.91255:3.7151,-4.69003:2.74017,-4.25615:1.83921,-3.63266:1.05737,-2.85082:0.433884,-1.94986:-1.26076e-15,-0.974928:-0.222521,-70,0,0
1,28,0:0,1:0,1.90097:0.433884,2.6828:1.05737,3.30629:1.83921,3.74017:2.74017,3.96269:3.7151,3.96269:4.7151,3.74017:5.69003,3.30629:6.591,2.6828:7.37283,1.90097:7.99632,1:8.4302,0.0250721:8.65272,-0.974928:8.65272,-1.94986:8.4302,-2.85082:7.99632,-3.63266:7.37283,-4.25615:6.591,-4.69003:5.69003,-4.91255:4.7151,-4.91255:3.7151,-4.69003:2.74017,-4.25615:1.83921,-3.63266:1.05737,-2.85082:0.433884,-1.94986:-1.26076e-15,-0.974928:-0.222521,-70,0,0
1,28,0:0,1:0,1.90097:0.433884,2.6828:1.05737,3.30629:1.83921,3.74017:2.74017,3.96269:3.7151,3.96269:4.7151,3.74017:5.69003,3.30629:6.591,2.6828:7.37283,1.90097:7.99632,1:8.4302,0.0250721:8.65272,-0.974928:8.65272,-1.94986:8.4302,-2.85082:7.99632,-3.63266:7.37283,-4.25615:6.591,-4.69003:5.69003,-4.91255:4.7151,-4.91255:3.7151,-4.69003:2.74017,-4.25615:1.83921,-3.63266:1.05737,-2.85082:0.433884,-1.94986:-1.26076e-15,-0.974928:-0.222521,-70,0,0
1,28,0:0,1:0,1.90097:0.433884,2.6828:1.05737,3.30629:1.83921,3.74017:2.74017,3.96269:3.7151,3.96269:4.7151,3.74017:5.69003,3.30629:6.591,2.6828:7.37283,1.90097:7.99632,1:8.4302,0.0250721:8.65272,-0.974928:8.65272,-1.94986:8.4302,-2.85082:7.99632,-3.63266:7.37283,-4.25615:6.591,-4.69003:5.69003,-4.91255:4.7151,-4.91255:3.7151,-4.69003:2.74017,-4.25615:1.83921,-3.63266:1.05737,-2.85082:0.433884,-1.94986:-1.26076e-15,-0.974928:-0.222521,-70,0,0
1,28,0:0,1:0,1.90097:0.433884,2.6828:1.05737,3.30629:1.83921,3.74017:2.74017,3.96269:3.7151,3.96269:4.7151,3.74017:5.69003,3.30629:6.591,2.6828:7.37283,1.90097:7.99632,1:8.4302,0.0250721:8.65272,-0.974928:8.65272,-1.94986:8.4302,-2.85082:7.99632,-3.63266:7.37283,-4.25615:6.591,-4.69003:5.69003,-4.91255:4.7151,-4.91255:3.7151,-4.69003:2.74017,-4.25615:1.83921,-3.63266:1.05737,-2.85082:0.433884,-1.94986:-1.26076e-15,-0.974928:-0.222521,-70,0,0
1,28,0:0,1:0,1.90097:0.433884,2.6828:1.05737,3.30629:1.83921,3.74017:2.74017,3.96269:3.7151,3.96269:4.7151,3.74017:5.69003,3.30629:6.591,2.6828:7.37283,1.90097:7.99632,1:8.4302,0.0250721:8.65272,-0.974928:8.65272,-1.94986:8.4302,-2.85082:7.99632,-3.63266:7.37283,-4.25615:6.591,-4.69003:5.69003,-4.91255:4.7151,-4.91255:3.7151,-4.69003:2.74017,-4.25615:1.83921,-3.63266:1.05737,-2.85082:0.433884,-1.94986:-1.26076e-15,-0.974928:-0.222521,-70,0,0
1,28,0:0,1:0,1.90097:0.433884,2.6828:1.05737,3.30629:1.83921,3.74017:2.74017,3.96269:3.7151,3.96269:4.7151,3.74017:5.69003,3.30629:6.591,2.6828:7.37283,1.90097:7.99632,1:8.4302,0.0250721:8.65272,-0.974928:8.65272,-1.94986:8.4302,-2.85082:7.99632,-3.63266:7.37283,-4.25615:6.591,-4.69003:5.69003,-4.91255:4.7151,-4.91255:3.7151,-4.69003:2.74017,-4.25615:1.83921,-3.63266:1.05737,-2.85082:0.433884,-1.94986:-1.26076e-15,-0.974928:-0.222521,-70,0,0
1,28,0:0,1:0,1.90097:0.433884,2.6828:1.05737,3.30629:1.83921,3.74017:2.74017,3.96269:3.7151,3.96269:4.7151,3.74017:5.69003,3.30629:6.591,2.6828:7.37283,1.90097:7.99632,1:8.4302,0.0250721:8.65272,-0.974928:8.65272,-1.94986:8.4302,-2.85082:7.99632,-3.63266:7.37283,-4.25615:6.591,-4.69003:5.69003,-4.91255:4.7151,-4.91255:3.7151,-4.69003:2.74017,-4.25615:1.83921,-3.63266:1.05737,-2.85082:0.433884,-1.94986:-1.26076e-15,-0.974928:-0.222521,-70,0,0
1,28,0:0,1:0,1.90097:0.433884,2.6828:1.05737,3.30629:1.83921,3.74017:2.74017,3.96269:3.7151,3.96269:4.7151,3.74017:5.69003,3.30629:6.591,2.6828:7.37283,1.90097:7.99632,1:8.4302,0.0250721:8.65272,-0.974928:8.65272,-1.94986:8.4302,-2.85082:7.99632,-3.63266:7.37283,-4.25615:6.591,-4.69003:5.69003,-4.91255:4.7151,-4.91255:3.7151,-4.69003:2.74017,-4.25615:1.83921,-3.63266:1.05737,-2.85082:0.433884,-1.94986:-1.26076e-15,-0.974928:-0.222521,-70,0,0
