4,60,0:0,1:0,1.97815:0.207912,2.9292:0.516929,3.84275:0.923665,4.70877:1.42367,5.51779:2.01145,6.26094:2.68058,6.93007:3.42373,7.51785:4.23274,8.01785:5.09877,8.42459:6.01231,8.73361:6.96337,8.94152:7.94152,9.04605:8.93604,9.04605:9.93604,8.94152:10.9306,8.73361:11.9087,8.42459:12.8598,8.01785:13.7733,7.51785:14.6393,6.93007:15.4484,6.26094:16.1915,5.51779:16.8606,4.70877:17.4484,3.84275:17.9484,2.9292:18.3552,1.97815:18.6642,1:18.8721,0.0054781:18.9766,-0.994522:18.9766,-1.98904:18.8721,-2.96719:18.6642,-3.91825:18.3552,-4.83179:17.9484,-5.69782:17.4484,-6.50684:16.8606,-7.24998:16.1915,-7.91911:15.4484,-8.5069:14.6393,-9.0069:13.7733,-9.41363:12.8598,-9.72265:11.9087,-9.93056:10.9306,-10.0351:9.93604,-10.0351:8.93604,-9.93056:7.94152,-9.72265:6.96337,-9.41363:6.01231,-9.0069:5.09877,-8.5069:4.23274,-7.91911:3.42373,-7.24998:2.68058,-6.50684:2.01145,-5.69782:1.42367,-4.83179:0.923665,-3.91825:0.516929,-2.96719:0.207912,-1.98904:-2.54228e-15,-0.994522:-0.104528,-164,0,0
4,60,0:0,1:0,1.97815:0.207912,2.9292:0.516929,3.84275:0.923665,4.70877:1.42367,5.51779:2.01145,6.26094:2.68058,6.93007:3.42373,7.51785:4.23274,8.01785:5.09877,8.42459:6.01231,8.73361:6.96337,8.94152:7.94152,9.04605:8.93604,9.04605:9.93604,8.94152:10.9306,8.73361:11.9087,8.42459:12.8598,8.01785:13.7733,7.51785:14.6393,6.93007:15.4484,6.26094:16.1915,5.51779:16.8606,4.70877:17.4484,3.84275:17.9484,2.9292:18.3552,1.97815:18.6642,1:18.8721,0.0054781:18.9766,-0.994522:18.9766,-1.98904:18.8721,-2.96719:18.6642,-3.91825:18.3552,-4.83179:17.9484,-5.69782:17.4484,-6.50684:16.8606,-7.24998:16.1915,-7.91911:15.4484,-8.5069:14.6393,-9.0069:13.7733,-9.41363:12.8598,-9.72265:11.9087,-9.93056:10.9306,-10.0351:9.93604,-10.0351:8.93604,-9.93056:7.94152,-9.72265:6.96337,-9.41363:6.01231,-9.0069:5.09877,-8.5069:4.23274,-7.91911:3.42373,-7.24998:2.68058,-6.50684:2.01145,-5.69782:1.42367,-4.83179:0.923665,-3.91825:0.516929,-2.96719:0.207912,-1.98904:-2.54228e-15,-0.994522:-0.104528,-164,0,0
4,60,0:0,1:0,1.97815:0.207912,2.9292:0.516929,3.84275:0.923665,4.70877:1.42367,5.51779:2.01145,6.26094:2.68058,6.93007:3.42373,7.51785:4.23274,8.01785:5.09877,8.42459:6.01231,8.73361:6.96337,8.94152:7.94152,9.04605:8.93604,9.04605:9.93604,8.94152:10.9306,8.73361:11.9087,8.42459:12.8598,8.01785:13.7733,7.51785:14.6393,6.93007:15.4484,6.26094:16.1915,5.51779:16.8606,4.70877:17.4484,3.84275:17.9484,2.9292:18.3552,1.97815:18.6642,1:18.8721,0.0054781:18.9766,-0.994522:18.9766,-1.98904:18.8721,-2.96719:18.6642,-3.91825:18.3552,-4.83179:17.9484,-5.69782:17.4484,-6.50684:16.8606,-7.24998:16.1915,-7.91911:15.4484,-8.5069:14.6393,-9.0069:13.7733,-9.41363:12.8598,-9.72265:11.9087,-9.93056:10.9306,-10.0351:9.93604,-10.0351:8.93604,-9.93056:7.94152,-9.72265:6.96337,-9.41363:6.01231,-9.0069:5.09877,-8.5069:4.23274,-7.91911:3.42373,-7.24998:2.68058,-6.50684:2.01145,-5.69782:1.42367,-4.83179:0.923665,-3.91825:0.516929,-2.96719:0.207912,-1.98904:-2.54228e-15,-0.994522:-0.104528,-164,0,0
4,60,0:0,1:0,1.97815:0.207912,2.9292:0.516929,3.84275:0.923665,4.70877:1.42367,5.51779:2.01145,6.26094:2.68058,6.93007:3.42373,7.51785:4.23274,8.01785:5.09877,8.42459:6.01231,8.73361:6.96337,8.94152:7.94152,9.04605:8.93604,9.04605:9.93604,8.94152:10.9306,8.73361:11.9087,8.42459:12.8598,8.01785:13.7733,7.51785:14.6393,6.93007:15.4484,6.26094:16.1915,5.51779:16.8606,4.70877:17.4484,3.84275:17.9484,2.9292:18.3552,1.97815:18.6642,1:18.8721,0.0054781:18.9766,-0.994522:18.9766,-1.98904:18.8721,-2.96719:18.6642,-3.91825:18.3552,-4.83179:17.9484,-5.69782:17.4484,-6.50684:16.8606,-7.24998:16.1915,-7.91911:15.4484,-8.5069:14.6393,-9.0069:13.7733,-9.41363:12.8598,-9.72265:11.9087,-9.93056:10.9306,-10.0351:9.93604,-10.0351:8.93604,-9.93056:7.94152,-9.72265:6.96337,-9.41363:6.01231,-9.0069:5.09877,-8.5069:4.23274,-7.91911:3.42373,-7.24998:2.68058,-6.50684:2.01145,-5.69782:1.42367,-4.83179:0.923665,-3.91825:0.516929,-2.96719:0.207912,-1.98904:-2.54228e-15,-0.994522:-0.104528,-164,0,0
4,60,0:0,1:0,1.97815:0.207912,2.9292:0.516929,3.84275:0.923665,4.70877:1.42367,5.51779:2.01145,6.26094:2.68058,6.93007:3.42373,7.51785:4.23274,8.01785:5.09877,8.42459:6.01231,8.73361:6.96337,8.94152:7.94152,9.04605:8.93604,9.04605:9.93604,8.94152:10.9306,8.73361:11.9087,8.42459:12.8598,8.01785:13.7733,7.51785:14.6393,6.93007:15.4484,6.26094:16.1915,5.51779:16.8606,4.70877:17.4484,3.84275:17.9484,2.9292:18.3552,1.97815:18.6642,1:18.8721,0.0054781:18.9766,-0.994522:18.9766,-1.98904:18.8721,-2.96719:18.6642,-3.91825:18.3552,-4.83179:17.9484,-5.69782:17.4484,-6.50684:16.8606,-7.24998:16.1915,-7.91911:15.4484,-8.5069:14.6393,-9.0069:13.7733,-9.41363:12.8598,-9.72265:11.9087,-9.93056:10.9306,-10.0351:9.93604,-10.0351:8.93604,-9.93056:7.94152,-9.72265:6.96337,-9.41363:6.01231,-9.0069:5.09877,-8.5069:4.23274,-7.91911:3.42373,-7.24998:2.68058,-6.50684:2.01145,-5.69782:1.42367,-4.83179:0.923665,-3.91825:0.516929,-2.96719:0.207912,-1.98904:-2.54228e-15,-0.994522:-0.104528,-164,0,0
4,60,0:0,1:0,1.97815:0.207912,2.9292:0.516929,3.84275:0.923665,4.70877:1.42367,5.51779:2.01145,6.26094:2.68058,6.93007:3.42373,7.51785:4.23274,8.01785:5.09877,8.42459:6.01231,8.73361:6.96337,8.94152:7.94152,9.04605:8.93604,9.04605:9.93604,8.94152:10.9306,8.73361:11.9087,8.42459:12.8598,8.01785:13.7733,7.51785:14.6393,6.93007:15.4484,6.26094:16.1915,5.51779:16.8606,4.70877:17.4484,3.84275:17.9484,2.9292:18.3552,1.97815:18.6642,1:18.8721,0.0054781:18.9766,-0.994522:18.9766,-1.98904:18.8721,-2.96719:18.6642,-3.91825:18.3552,-4.83179:17.9484,-5.69782:17.4484,-6.50684:16.8606,-7.24998:16.1915,-7.91911:15.4484,-8.5069:14.6393,-9.0069:13.7733,-9.41363:12.8598,-9.72265:11.9087,-9.93056:10.9306,-10.0351:9.93604,-10.0351:8.93604,-9.93056:7.94152,-9.72265:6.96337,-9.41363:6.01231,-9.0069:5.09877,-8.5069:4.23274,-7.91911:3.42373,-7.24998:2.68058,-6.50684:2.01145,-5.69782:1.42367,-4.83179:0.923665,-3.91825:0.516929,-2.96719:0.207912,-1.98904:-2.54228e-15,-0.994522:-0.104528,-164,0,0
4,60,0:0,1:0,1.97815:0.207912,2.9292:0.516929,3.84275:0.923665,4.70877:1.42367,5.51779:2.01145,6.26094:2.68058,6.93007:3.42373,7.51785:4.23274,8.01785:5.09877,8.42459:6.01231,8.73361:6.96337,8.94152:7.94152,9.04605:8.93604,9.04605:9.93604,8.94152:10.9306,8.73361:11.9087,8.42459:12.8598,8.01785:13.7733,7.51785:14.6393,6.93007:15.4484,6.26094:16.1915,5.51779:16.8606,4.70877:17.4484,3.84275:17.9484,2.9292:18.3552,1.97815:18.6642,1:18.8721,0.0054781:18.9766,-0.994522:18.9766,-1.98904:18.8721,-2.96719:18.6642,-3.91825:18.3552,-4.83179:17.9484,-5.69782:17.4484,-6.50684:16.8606,-7.24998:16.1915,-7.91911:15.4484,-8.5069:14.6393,-9.0069:13.7733,-9.41363:12.8598,-9.72265:11.9087,-9.93056:10.9306,-10.0351:9.93604,-10.0351:8.93604,-9.93056:7.94152,-9.72265:6.96337,-9.41363:6.01231,-9.0069:5.09877,-8.5069:4.23274,-7.91911:3.42373,-7.24998:2.68058,-6.50684:2.01145,-5.69782:1.42367,-4.83179:0.923665,-3.91825:0.516929,-2.96719:0.207912,-1.98904:-2.54228e-15,-0.994522:-0.104528,-164,0,0
4,60,0:0,1:0,1.97815:0.207912,2.9292:0.516929,3.84275:0.923665,4.70877:1.42367,5.51779:2.01145,6.26094:2.68058,6.93007:3.42373,7.51785:4.23274,8.01785:5.09877,8.42459:6.01231,8.73361:6.96337,8.94152:7.94152,9.04605:8.93604,9.04605:9.93604,8.94152:10.9306,8.73361:11.9087,8.42459:12.8598,8.01785:13.7733,7.51785:14.6393,6.93007:15.4484,6.26094:16.1915,5.51779:16.8606,4.70877:17.4484,3.84275:17.9484,2.9292:18.3552,1.97815:18.6642,1:18.8721,0.0054781:18.9766,-0.994522:18.9766,-1.98904:18.8721,-2.96719:18.6642,-3.91825:18.3552,-4.83179:17.9484,-5.69782:17.4484,-6.50684:16.8606,-7.24998:16.1915,-7.91911:15.4484,-8.5069:14.6393,-9.0069:13.7733,-9.41363:12.8598,-9.72265:11.9087,-9.93056:10.9306,-10.0351:9.93604,-10.0351:8.93604,-9.93056:7.94152,-9.72265:6.96337,-9.41363:6.01231,-9.0069:5.09877,-8.5069:4.23274,-7.91911:3.42373,-7.24998:2.68058,-6.50684:2.01145,-5.69782:1.42367,-4.83179:0.923665,-3.91825:0.516929,-2.96719:0.207912,-1.98904:-2.54228e-15,-0.994522:-0.104528,-164,0,0
4,60,0:0,1:0,1.97815:0.207912,2.9292:0.516929,3.84275:0.923665,4.70877:1.42367,5.51779:2.01145,6.26094:2.68058,6.93007:3.42373,7.51785:4.23274,8.01785:5.09877,8.42459:6.01231,8.73361:6.96337,8.94152:7.94152,9.04605:8.93604,9.04605:9.93604,8.94152:10.9306,8.73361:11.9087,8.42459:12.8598,8.01785:13.7733,7.51785:14.6393,6.93007:15.4484,6.26094:16.1915,5.51779:16.8606,4.70877:17.4484,3.84275:17.9484,2.9292:18.3552,1.97815:18.6642,1:18.8721,0.0054781:18.9766,-0.994522:18.9766,-1.98904:18.8721,-2.96719:18.6642,-3.91825:18.3552,-4.83179:17.9484,-5.69782:17.4484,-6.50684:16.8606,-7.24998:16.1915,-7.91911:15.4484,-8.5069:14.6393,-9.0069:13.7733,-9.41363:12.8598,-9.72265:11.9087,-9.93056:10.9306,-10.0351:9.93604,-10.0351:8.93604,-9.93056:7.94152,-9.72265:6.96337,-9.41363:6.01231,-9.0069:5.09877,-8.5069:4.23274,-7.91911:3.42373,-7.24998:2.68058,-6.50684:2.01145,-5.69782:1.42367,-4.83179:0.923665,-3.91825:0.516929,-2.96719:0.207912,-1.98904:-2.54228e-15,-0.994522:-0.104528,-164,0,0
4,60,0:0,1:0,1.97815:0.207912,2.9292:0.516929,3.84275:0.923665,4.70877:1.42367,5.51779:2.01145,6.26094:2.68058,6.93007:3.42373,7.51785:4.23274,8.01785:5.09877,8.42459:6.01231,8.73361:6.96337,8.94152:7.94152,9.04605:8.93604,9.04605:9.93604,8.94152:10.9306,8.73361:11.9087,8.42459:12.8598,8.01785:13.7733,7.51785:14.6393,6.93007:15.4484,6.26094:16.1915,5.51779:16.8606,4.70877:17.4484,3.84275:17.9484,2.9292:18.3552,1.97815:18.6642,1:18.8721,0.0054781:18.9766,-0.994522:18.9766,-1.98904:18.8721,-2.96719:18.6642,-3.91825:18.3552,-4.83179:17.9484,-5.69782:17.4484,-6.50684:16.8606,-7.24998:16.1915,-7.91911:15.4484,-8.5069:14.6393,-9.0069:13.7733,-9.41363:12.8598,-9.72265:11.9087,-9.93056:10.9306,-10.0351:9.93604,-10.0351:8.93604,-9.93056:7.94152,-9.72265:6.96337,-9.41363:6.01231,-9.0069:5.09877,-8.5069:4.23274,-7.91911:3.42373,-7.24998:2.68058,-6.50684:2.01145,-5.69782:1.42367,-4.83179:0.923665,-3.91825:0.516929,-2.96719:0.207912,-1.98904:-2.54228e-15,-0.994522:-0.104528,-164,0,0
