4,30,0:0,1:0,1.91355:0.406737,2.72256:0.994522,3.39169:1.73767,3.89169:2.60369,4.20071:3.55475,4.30524:4.54927,4.20071:5.54379,3.89169:6.49485,3.39169:7.36087,2.72256:8.10402,1.91355:8.6918,1:9.09854,0.0218524:9.30645,-0.978148:9.30645,-1.9563:9.09854,-2.86984:8.6918,-3.67886:8.10402,-4.34799:7.36087,-4.84799:6.49485,-5.15701:5.54379,-5.26153:4.54927,-5.15701:3.55475,-4.84799:2.60369,-4.34799:1.73767,-3.67886:0.994522,-2.86984:0.406737,-1.9563:6.93835e-16,-0.978148:-0.207912,-77.2,0,0
4,30,0:0,1:0,1.91355:0.406737,2.72256:0.994522,3.39169:1.73767,3.89169:2.60369,4.20071:3.55475,4.30524:4.54927,4.20071:5.54379,3.89169:6.49485,3.39169:7.36087,2.72256:8.10402,1.91355:8.6918,1:9.09854,0.0218524:9.30645,-0.978148:9.30645,-1.9563:9.09854,-2.86984:8.6918,-3.67886:8.10402,-4.34799:7.36087,-4.84799:6.49485,-5.15701:5.54379,-5.26153:4.54927,-5.15701:3.55475,-4.84799:2.60369,-4.34799:1.73767,-3.67886:0.994522,-2.86984:0.406737,-1.9563:6.93835e-16,-0.978148:-0.207912,-77.2,0,0
4,30,0:0,1:0,1.91355:0.406737,2.72256:0.994522,3.39169:1.73767,3.89169:2.60369,4.20071:3.55475,4.30524:4.54927,4.20071:5.54379,3.89169:6.49485,3.39169:7.36087,2.72256:8.10402,1.91355:8.6918,1:9.09854,0.0218524:9.30645,-0.978148:9.30645,-1.9563:9.09854,-2.86984:8.6918,-3.67886:8.10402,-4.34799:7.36087,-4.84799:6.49485,-5.15701:5.54379,-5.26153:4.54927,-5.15701:3.55475,-4.84799:2.60369,-4.34799:1.73767,-3.67886:0.994522,-2.86984:0.406737,-1.9563:6.93835e-16,-0.978148:-0.207912,-77.2,0,0
4,30,0:0,1:0,1.91355:0.406737,2.72256:0.994522,3.39169:1.73767,3.89169:2.60369,4.20071:3.55475,4.30524:4.54927,4.20071:5.54379,3.89169:6.49485,3.39169:7.36087,2.72256:8.10402,1.91355:8.6918,1:9.09854,0.0218524:9.30645,-0.978148:9.30645,-1.9563:9.09854,-2.86984:8.6918,-3.67886:8.10402,-4.34799:7.36087,-4.84799:6.49485,-5.15701:5.54379,-5.26153:4.54927,-5.15701:3.55475,-4.84799:2.60369,-4.34799:1.73767,-3.67886:0.994522,-2.86984:0.406737,-1.9563:6.93835e-16,-0.978148:-0.207912,-77.2,0,0
4,30,0:0,1:0,1.91355:0.406737,2.72256:0.994522,3.39169:1.73767,3.89169:2.60369,4.20071:3.55475,4.30524:4.54927,4.20071:5.54379,3.89169:6.49485,3.39169:7.36087,2.72256:8.10402,1.91355:8.6918,1:9.09854,0.0218524:9.30645,-0.978148:9.30645,-1.9563:9.09854,-2.86984:8.6918,-3.67886:8.10402,-4.34799:7.36087,-4.84799:6.49485,-5.15701:5.54379,-5.26153:4.54927,-5.15701:3.55475,-4.84799:2.60369,-4.34799:1.73767,-3.67886:0.994522,-2.86984:0.406737,-1.9563:6.93835e-16,-0.978148:-0.207912,-77.2,0,0
4,30,0:0,1:0,1.91355:0.406737,2.72256:0.994522,3.39169:1.73767,3.89169:2.60369,4.20071:3.55475,4.30524:4.54927,4.20071:5.54379,3.89169:6.49485,3.39169:7.36087,2.72256:8.10402,1.91355:8.6918,1:9.09854,0.0218524:9.30645,-0.978148:9.30645,-1.9563:9.09854,-2.86984:8.6918,-3.67886:8.10402,-4.34799:7.36087,-4.84799:6.49485,-5.15701:5.54379,-5.26153:4.54927,-5.15701:3.55475,-4.84799:2.60369,-4.34799:1.73767,-3.67886:0.994522,-2.86984:0.406737,-1.9563:6.93835e-16,-0.978148:-0.207912,-77.2,0,0
4,30,0:0,1:0,1.91355:0.406737,2.72256:0.994522,3.39169:1.73767,3.89169:2.60369,4.20071:3.55475,4.30524:4.54927,4.20071:5.54379,3.89169:6.49485,3.39169:7.36087,2.72256:8.10402,1.91355:8.6918,1:9.09854,0.0218524:9.30645,-0.978148:9.30645,-1.9563:9.09854,-2.86984:8.6918,-3.67886:8.10402,-4.34799:7.36087,-4.84799:6.49485,-5.15701:5.54379,-5.26153:4.54927,-5.15701:3.55475,-4.84799:2.60369,-4.34799:1.73767,-3.67886:0.994522,-2.86984:0.406737,-1.9563:6.93835e-16,-0.978148:-0.207912,-77.2,0,0
4,30,0:0,1:0,1.91355:0.406737,2.72256:0.994522,3.39169:1.73767,3.89169:2.60369,4.20071:3.55475,4.30524:4.54927,4.20071:5.54379,3.89169:6.49485,3.39169:7.36087,2.72256:8.10402,1.91355:8.6918,1:9.09854,0.0218524:9.30645,-0.978148:9.30645,-1.9563:9.09854,-2.86984:8.6918,-3.67886:8.10402,-4.34799:7.36087,-4.84799:6.49485,-5.15701:5.54379,-5.26153:4.54927,-5.15701:3.55475,-4.84799:2.60369,-4.34799:1.73767,-3.67886:0.994522,-2.86984:0.406737,-1.9563:6.93835e-16,-0.978148:-0.207912,-77.2,0,0
4,30,0:0,1:0,1.91355:0.406737,2.72256:0.994522,3.39169:1.73767,3.89169:2.60369,4.20071:3.55475,4.30524:4.54927,4.20071:5.54379,3.89169:6.49485,3.39169:7.36087,2.72256:8.10402,1.91355:8.6918,1:9.09854,0.0218524:9.30645,-0.978148:9.30645,-1.9563:9.09854,-2.86984:8.6918,-3.67886:8.10402,-4.34799:7.36087,-4.84799:6.49485,-5.15701:5.54379,-5.26153:4.54927,-5.15701:3.55475,-4.84799:2.60369,-4.34799:1.73767,-3.67886:0.994522,-2.86984:0.406737,-1.9563:6.93835e-16,-0.978148:-0.207912,-77.2,0,0
4,30,0:0,1:0,1.91355:0.406737,2.72256:0.994522,3.39169:1.73767,3.89169:2.60369,4.20071:3.55475,4.30524:4.54927,4.20071:5.54379,3.89169:6.49485,3.39169:7.36087,2.72256:8.10402,1.91355:8.6918,1:9.09854,0.0218524:9.30645,-0.978148:9.30645,-1.9563:9.09854,-2.86984:8.6918,-3.67886:8.10402,-4.34799:7.36087,-4.84799:6.49485,-5.15701:5.54379,-5.26153:4.54927,-5.15701:3.55475,-4.84799:2.60369,-4.34799:1.73767,-3.67886:0.994522,-2.86984:0.406737,-1.9563:6.93835e-16,-0.978148:-0.207912,-77.2,0,0
