4,15,0:0,1:0,1.66913:0.743145,1.97815:1.6942,1.87362:2.68872,1.37362:3.55475,0.564602:4.14253,-0.413545:4.35045,-1.39169:4.14253,-2.20071:3.55475,-2.70071:2.68872,-2.80524:1.6942,-2.49622:0.743145,-1.82709:1.003e-15,-0.913545:-0.406737,-33.2,0,0
4,15,0:0,1:0,1.66913:0.743145,1.97815:1.6942,1.87362:2.68872,1.37362:3.55475,0.564602:4.14253,-0.413545:4.35045,-1.39169:4.14253,-2.20071:3.55475,-2.70071:2.68872,-2.80524:1.6942,-2.49622:0.743145,-1.82709:1.003e-15,-0.913545:-0.406737,-33.2,0,0
4,15,0:0,1:0,1.66913:0.743145,1.97815:1.6942,1.87362:2.68872,1.37362:3.55475,0.564602:4.14253,-0.413545:4.35045,-1.39169:4.14253,-2.20071:3.55475,-2.70071:2.68872,-2.80524:1.6942,-2.49622:0.743145,-1.82709:1.003e-15,-0.913545:-0.406737,-33.2,0,0
4,15,0:0,1:0,1.66913:0.743145,1.97815:1.6942,1.87362:2.68872,1.37362:3.55475,0.564602:4.14253,-0.413545:4.35045,-1.39169:4.14253,-2.20071:3.55475,-2.70071:2.68872,-2.80524:1.6942,-2.49622:0.743145,-1.82709:1.003e-15,-0.913545:-0.406737,-33.2,0,0
4,15,0:0,1:0,1.66913:0.743145,1.97815:1.6942,1.87362:2.68872,1.37362:3.55475,0.564602:4.14253,-0.413545:4.35045,-1.39169:4.14253,-2.20071:3.55475,-2.70071:2.68872,-2.80524:1.6942,-2.49622:0.743145,-1.82709:1.003e-15,-0.913545:-0.406737,-33.2,0,0
4,15,0:0,1:0,1.66913:0.743145,1.97815:1.6942,1.87362:2.68872,1.37362:3.55475,0.564602:4.14253,-0.413545:4.35045,-1.39169:4.14253,-2.20071:3.55475,-2.70071:2.68872,-2.80524:1.6942,-2.49622:0.743145,-1.82709:1.003e-15,-0.913545:-0.406737,-33.2,0,0
4,15,0:0,1:0,1.66913:0.743145,1.97815:1.6942,1.87362:2.68872,1.37362:3.55475,0.564602:4.14253,-0.413545:4.35045,-1.39169:4.14253,-2.20071:3.55475,-2.70071:2.68872,-2.80524:1.6942,-2.49622:0.743145,-1.82709:1.003e-15,-0.913545:-0.406737,-33.2,0,0
4,15,0:0,1:0,1.66913:0.743145,1.97815:1.6942,1.87362:2.68872,1.37362:3.55475,0.564602:4.14253,-0.413545:4.35045,-1.39169:4.14253,-2.20071:3.55475,-2.70071:2.68872,-2.80524:1.6942,-2.49622:0.743145,-1.82709:1.003e-15,-0.913545:-0.406737,-33.2,0,0
4,15,0:0,1:0,1.66913:0.743145,1.97815:1.6942,1.87362:2.68872,1.37362:3.55475,0.564602:4.14253,-0.413545:4.35045,-1.39169:4.14253,-2.20071:3.55475,-2.70071:2.68872,-2.80524:1.6942,-2.49622:0.743145,-1.82709:1.003e-15,-0.913545:-0.406737,-33.2,0,0
4,15,0:0,1:0,1.66913:0.743145,1.97815:1.6942,1.87362:2.68872,1.37362:3.55475,0.564602:4.14253,-0.413545:4.35045,-1.39169:4.14253,-2.20071:3.55475,-2.70071:2.68872,-2.80524:1.6942,-2.49622:0.743145,-1.82709:1.003e-15,-0.913545:-0.406737,-33.2,0,0
4,15,0:0,1:0,1.66913:0.743145,1.97815:1.6942,1.87362:2.68872,1.37362:3.55475,0.564602:4.14253,-0.413545:4.35045,-1.39169:4.14253,-2.20071:3.55475,-2.70071:2.68872,-2.80524:1.6942,-2.49622:0.743145,-1.82709:1.003e-15,-0.913545:-0.406737,-33.2,0,0
4,15,0:0,1:0,1.66913:0.743145,1.97815:1.6942,1.87362:2.68872,1.37362:3.55475,0.564602:4.14253,-0.413545:4.35045,-1.39169:4.14253,-2.20071:3.55475,-2.70071:2.68872,-2.80524:1.6942,-2.49622:0.743145,-1.82709:1.003e-15,-0.913545:-0.406737,-33.2,0,0
4,15,0:0,1:0,1.66913:0.743145,1.97815:1.6942,1.87362:2.68872,1.37362:3.55475,0.564602:4.14253,-0.413545:4.35045,-1.39169:4.14253,-2.20071:3.55475,-2.70071:2.68872,-2.80524:1.6942,-2.49622:0.743145,-1.82709:1.003e-15,-0.913545:-0.406737,-33.2,0,0
4,15,0:0,1:0,1.66913:0.743145,1.97815:1.6942,1.87362:2.68872,1.37362:3.55475,0.564602:4.14253,-0.413545:4.35045,-1.39169:4.14253,-2.20071:3.55475,-2.70071:2.68872,-2.80524:1.6942,-2.49622:0.743145,-1.82709:1.003e-15,-0.913545:-0.406737,-33.2,0,0
4,15,0:0,1:0,1.66913:0.743145,1.97815:1.6942,1.87362:2.68872,1.37362:3.55475,0.564602:4.14253,-0.413545:4.35045,-1.39169:4.14253,-2.20071:3.55475,-2.70071:2.68872,-2.80524:1.6942,-2.49622:0.743145,-1.82709:1.003e-15,-0.913545:-0.406737,-33.2,0,0
4,15,0:0,1:0,1.66913:0.743145,1.97815:1.6942,1.87362:2.68872,1.37362:3.55475,0.564602:4.14253,-0.413545:4.35045,-1.39169:4.14253,-2.20071:3.55475,-2.70071:2.68872,-2.80524:1.6942,-2.49622:0.743145,-1.82709:1.003e-15,-0.913545:-0.406737,-33.2,0,0
4,15,0:0,1:0,1.66913:0.743145,1.97815:1.6942,1.87362:2.68872,1.37362:3.55475,0.564602:4.14253,-0.413545:4.35045,-1.39169:4.14253,-2.20071:3.55475,-2.70071:2.68872,-2.80524:1.6942,-2.49622:0.743145,-1.82709:1.003e-15,-0.913545:-0.406737,-33.2,0,0
4,15,0:0,1:0,1.66913:0.743145,1.97815:1.6942,1.87362:2.68872,1.37362:3.55475,0.564602:4.14253,-0.413545:4.35045,-1.39169:4.14253,-2.20071:3.55475,-2.70071:2.68872,-2.80524:1.6942,-2.49622:0.743145,-1.82709:1.003e-15,-0.913545:-0.406737,-33.2,0,0
