2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
2,15,0:0,1:0,2:0,3:0,4:0,5:0,5:1,5:2,5:3,5:4,5:5,4:5,3:5,2:5,1:5,-33.2,0,0
