4,39,0:0,1:0,1.94854:0.316668,2.83399:0.781391,3.63344:1.38213,4.32616:2.10334,4.89422:2.92632,5.32292:3.82977,5.60113:4.79029,5.72167:5.783,5.68141:6.78219,5.48138:7.76198,5.12677:8.69699,4.62677:9.56302,3.99433:10.3376,3.24582:11.0007,2.40063:11.5352,1.48065:11.9272,0.509707:12.1665,-0.48705:12.247,-1.48381:12.1665,-2.45475:11.9272,-3.37473:11.5352,-4.21992:11.0007,-4.96843:10.3376,-5.60088:9.56302,-6.10088:8.69699,-6.45548:7.76198,-6.65551:6.78219,-6.69577:5.783,-6.57523:4.79029,-6.29702:3.82977,-5.86832:2.92632,-5.30026:2.10334,-4.60754:1.38213,-3.80809:0.781391,-2.92264:0.316668,-1.9741:8.47412e-16,-0.98705:-0.160411,-103.8,0,0
4,39,0:0,1:0,1.94854:0.316668,2.83399:0.781391,3.63344:1.38213,4.32616:2.10334,4.89422:2.92632,5.32292:3.82977,5.60113:4.79029,5.72167:5.783,5.68141:6.78219,5.48138:7.76198,5.12677:8.69699,4.62677:9.56302,3.99433:10.3376,3.24582:11.0007,2.40063:11.5352,1.48065:11.9272,0.509707:12.1665,-0.48705:12.247,-1.48381:12.1665,-2.45475:11.9272,-3.37473:11.5352,-4.21992:11.0007,-4.96843:10.3376,-5.60088:9.56302,-6.10088:8.69699,-6.45548:7.76198,-6.65551:6.78219,-6.69577:5.783,-6.57523:4.79029,-6.29702:3.82977,-5.86832:2.92632,-5.30026:2.10334,-4.60754:1.38213,-3.80809:0.781391,-2.92264:0.316668,-1.9741:8.47412e-16,-0.98705:-0.160411,-103.8,0,0
4,39,0:0,1:0,1.94854:0.316668,2.83399:0.781391,3.63344:1.38213,4.32616:2.10334,4.89422:2.92632,5.32292:3.82977,5.60113:4.79029,5.72167:5.783,5.68141:6.78219,5.48138:7.76198,5.12677:8.69699,4.62677:9.56302,3.99433:10.3376,3.24582:11.0007,2.40063:11.5352,1.48065:11.9272,0.509707:12.1665,-0.48705:12.247,-1.48381:12.1665,-2.45475:11.9272,-3.37473:11.5352,-4.21992:11.0007,-4.96843:10.3376,-5.60088:9.56302,-6.10088:8.69699,-6.45548:7.76198,-6.65551:6.78219,-6.69577:5.783,-6.57523:4.79029,-6.29702:3.82977,-5.86832:2.92632,-5.30026:2.10334,-4.60754:1.38213,-3.80809:0.781391,-2.92264:0.316668,-1.9741:8.47412e-16,-0.98705:-0.160411,-103.8,0,0
4,39,0:0,1:0,1.94854:0.316668,2.83399:0.781391,3.63344:1.38213,4.32616:2.10334,4.89422:2.92632,5.32292:3.82977,5.60113:4.79029,5.72167:5.783,5.68141:6.78219,5.48138:7.76198,5.12677:8.69699,4.62677:9.56302,3.99433:10.3376,3.24582:11.0007,2.40063:11.5352,1.48065:11.9272,0.509707:12.1665,-0.48705:12.247,-1.48381:12.1665,-2.45475:11.9272,-3.37473:11.5352,-4.21992:11.0007,-4.96843:10.3376,-5.60088:9.56302,-6.10088:8.69699,-6.45548:7.76198,-6.65551:6.78219,-6.69577:5.783,-6.57523:4.79029,-6.29702:3.82977,-5.86832:2.92632,-5.30026:2.10334,-4.60754:1.38213,-3.80809:0.781391,-2.92264:0.316668,-1.9741:8.47412e-16,-0.98705:-0.160411,-103.8,0,0
4,39,0:0,1:0,1.94854:0.316668,2.83399:0.781391,3.63344:1.38213,4.32616:2.10334,4.89422:2.92632,5.32292:3.82977,5.60113:4.79029,5.72167:5.783,5.68141:6.78219,5.48138:7.76198,5.12677:8.69699,4.62677:9.56302,3.99433:10.3376,3.24582:11.0007,2.40063:11.5352,1.48065:11.9272,0.509707:12.1665,-0.48705:12.247,-1.48381:12.1665,-2.45475:11.9272,-3.37473:11.5352,-4.21992:11.0007,-4.96843:10.3376,-5.60088:9.56302,-6.10088:8.69699,-6.45548:7.76198,-6.65551:6.78219,-6.69577:5.783,-6.57523:4.79029,-6.29702:3.82977,-5.86832:2.92632,-5.30026:2.10334,-4.60754:1.38213,-3.80809:0.781391,-2.92264:0.316668,-1.9741:8.47412e-16,-0.98705:-0.160411,-103.8,0,0
4,39,0:0,1:0,1.94854:0.316668,2.83399:0.781391,3.63344:1.38213,4.32616:2.10334,4.89422:2.92632,5.32292:3.82977,5.60113:4.79029,5.72167:5.783,5.68141:6.78219,5.48138:7.76198,5.12677:8.69699,4.62677:9.56302,3.99433:10.3376,3.24582:11.0007,2.40063:11.5352,1.48065:11.9272,0.509707:12.1665,-0.48705:12.247,-1.48381:12.1665,-2.45475:11.9272,-3.37473:11.5352,-4.21992:11.0007,-4.96843:10.3376,-5.60088:9.56302,-6.10088:8.69699,-6.45548:7.76198,-6.65551:6.78219,-6.69577:5.783,-6.57523:4.79029,-6.29702:3.82977,-5.86832:2.92632,-5.30026:2.10334,-4.60754:1.38213,-3.80809:0.781391,-2.92264:0.316668,-1.9741:8.47412e-16,-0.98705:-0.160411,-103.8,0,0
4,39,0:0,1:0,1.94854:0.316668,2.83399:0.781391,3.63344:1.38213,4.32616:2.10334,4.89422:2.92632,5.32292:3.82977,5.60113:4.79029,5.72167:5.783,5.68141:6.78219,5.48138:7.76198,5.12677:8.69699,4.62677:9.56302,3.99433:10.3376,3.24582:11.0007,2.40063:11.5352,1.48065:11.9272,0.509707:12.1665,-0.48705:12.247,-1.48381:12.1665,-2.45475:11.9272,-3.37473:11.5352,-4.21992:11.0007,-4.96843:10.3376,-5.60088:9.56302,-6.10088:8.69699,-6.45548:7.76198,-6.65551:6.78219,-6.69577:5.783,-6.57523:4.79029,-6.29702:3.82977,-5.86832:2.92632,-5.30026:2.10334,-4.60754:1.38213,-3.80809:0.781391,-2.92264:0.316668,-1.9741:8.47412e-16,-0.98705:-0.160411,-103.8,0,0.015
4,39,0:0,1:0,1.94854:0.316668,2.83399:0.781391,3.63344:1.38213,4.32616:2.10334,4.89422:2.92632,5.32292:3.82977,5.60113:4.79029,5.72167:5.783,5.68141:6.78219,5.48138:7.76198,5.12677:8.69699,4.62677:9.56302,3.99433:10.3376,3.24582:11.0007,2.40063:11.5352,1.48065:11.9272,0.509707:12.1665,-0.48705:12.247,-1.48381:12.1665,-2.45475:11.9272,-3.37473:11.5352,-4.21992:11.0007,-4.96843:10.3376,-5.60088:9.56302,-6.10088:8.69699,-6.45548:7.76198,-6.65551:6.78219,-6.69577:5.783,-6.57523:4.79029,-6.29702:3.82977,-5.86832:2.92632,-5.30026:2.10334,-4.60754:1.38213,-3.80809:0.781391,-2.92264:0.316668,-1.9741:8.47412e-16,-0.98705:-0.160411,-103.8,0,0
4,39,0:0,1:0,1.94854:0.316668,2.83399:0.781391,3.63344:1.38213,4.32616:2.10334,4.89422:2.92632,5.32292:3.82977,5.60113:4.79029,5.72167:5.783,5.68141:6.78219,5.48138:7.76198,5.12677:8.69699,4.62677:9.56302,3.99433:10.3376,3.24582:11.0007,2.40063:11.5352,1.48065:11.9272,0.509707:12.1665,-0.48705:12.247,-1.48381:12.1665,-2.45475:11.9272,-3.37473:11.5352,-4.21992:11.0007,-4.96843:10.3376,-5.60088:9.56302,-6.10088:8.69699,-6.45548:7.76198,-6.65551:6.78219,-6.69577:5.783,-6.57523:4.79029,-6.29702:3.82977,-5.86832:2.92632,-5.30026:2.10334,-4.60754:1.38213,-3.80809:0.781391,-2.92264:0.316668,-1.9741:8.47412e-16,-0.98705:-0.160411,-103.8,0,0
4,39,0:0,1:0,1.94854:0.316668,2.83399:0.781391,3.63344:1.38213,4.32616:2.10334,4.89422:2.92632,5.32292:3.82977,5.60113:4.79029,5.72167:5.783,5.68141:6.78219,5.48138:7.76198,5.12677:8.69699,4.62677:9.56302,3.99433:10.3376,3.24582:11.0007,2.40063:11.5352,1.48065:11.9272,0.509707:12.1665,-0.48705:12.247,-1.48381:12.1665,-2.45475:11.9272,-3.37473:11.5352,-4.21992:11.0007,-4.96843:10.3376,-5.60088:9.56302,-6.10088:8.69699,-6.45548:7.76198,-6.65551:6.78219,-6.69577:5.783,-6.57523:4.79029,-6.29702:3.82977,-5.86832:2.92632,-5.30026:2.10334,-4.60754:1.38213,-3.80809:0.781391,-2.92264:0.316668,-1.9741:8.47412e-16,-0.98705:-0.160411,-103.8,0,0
4,39,0:0,1:0,1.94854:0.316668,2.83399:0.781391,3.63344:1.38213,4.32616:2.10334,4.89422:2.92632,5.32292:3.82977,5.60113:4.79029,5.72167:5.783,5.68141:6.78219,5.48138:7.76198,5.12677:8.69699,4.62677:9.56302,3.99433:10.3376,3.24582:11.0007,2.40063:11.5352,1.48065:11.9272,0.509707:12.1665,-0.48705:12.247,-1.48381:12.1665,-2.45475:11.9272,-3.37473:11.5352,-4.21992:11.0007,-4.96843:10.3376,-5.60088:9.56302,-6.10088:8.69699,-6.45548:7.76198,-6.65551:6.78219,-6.69577:5.783,-6.57523:4.79029,-6.29702:3.82977,-5.86832:2.92632,-5.30026:2.10334,-4.60754:1.38213,-3.80809:0.781391,-2.92264:0.316668,-1.9741:8.47412e-16,-0.98705:-0.160411,-103.8,0,0
4,39,0:0,1:0,1.94854:0.316668,2.83399:0.781391,3.63344:1.38213,4.32616:2.10334,4.89422:2.92632,5.32292:3.82977,5.60113:4.79029,5.72167:5.783,5.68141:6.78219,5.48138:7.76198,5.12677:8.69699,4.62677:9.56302,3.99433:10.3376,3.24582:11.0007,2.40063:11.5352,1.48065:11.9272,0.509707:12.1665,-0.48705:12.247,-1.48381:12.1665,-2.45475:11.9272,-3.37473:11.5352,-4.21992:11.0007,-4.96843:10.3376,-5.60088:9.56302,-6.10088:8.69699,-6.45548:7.76198,-6.65551:6.78219,-6.69577:5.783,-6.57523:4.79029,-6.29702:3.82977,-5.86832:2.92632,-5.30026:2.10334,-4.60754:1.38213,-3.80809:0.781391,-2.92264:0.316668,-1.9741:8.47412e-16,-0.98705:-0.160411,-103.8,0,0
4,39,0:0,1:0,1.94854:0.316668,2.83399:0.781391,3.63344:1.38213,4.32616:2.10334,4.89422:2.92632,5.32292:3.82977,5.60113:4.79029,5.72167:5.783,5.68141:6.78219,5.48138:7.76198,5.12677:8.69699,4.62677:9.56302,3.99433:10.3376,3.24582:11.0007,2.40063:11.5352,1.48065:11.9272,0.509707:12.1665,-0.48705:12.247,-1.48381:12.1665,-2.45475:11.9272,-3.37473:11.5352,-4.21992:11.0007,-4.96843:10.3376,-5.60088:9.56302,-6.10088:8.69699,-6.45548:7.76198,-6.65551:6.78219,-6.69577:5.783,-6.57523:4.79029,-6.29702:3.82977,-5.86832:2.92632,-5.30026:2.10334,-4.60754:1.38213,-3.80809:0.781391,-2.92264:0.316668,-1.9741:8.47412e-16,-0.98705:-0.160411,-103.8,0,0
4,39,0:0,1:0,1.94854:0.316668,2.83399:0.781391,3.63344:1.38213,4.32616:2.10334,4.89422:2.92632,5.32292:3.82977,5.60113:4.79029,5.72167:5.783,5.68141:6.78219,5.48138:7.76198,5.12677:8.69699,4.62677:9.56302,3.99433:10.3376,3.24582:11.0007,2.40063:11.5352,1.48065:11.9272,0.509707:12.1665,-0.48705:12.247,-1.48381:12.1665,-2.45475:11.9272,-3.37473:11.5352,-4.21992:11.0007,-4.96843:10.3376,-5.60088:9.56302,-6.10088:8.69699,-6.45548:7.76198,-6.65551:6.78219,-6.69577:5.783,-6.57523:4.79029,-6.29702:3.82977,-5.86832:2.92632,-5.30026:2.10334,-4.60754:1.38213,-3.80809:0.781391,-2.92264:0.316668,-1.9741:8.47412e-16,-0.98705:-0.160411,-103.8,0,0
4,39,0:0,1:0,1.94854:0.316668,2.83399:0.781391,3.63344:1.38213,4.32616:2.10334,4.89422:2.92632,5.32292:3.82977,5.60113:4.79029,5.72167:5.783,5.68141:6.78219,5.48138:7.76198,5.12677:8.69699,4.62677:9.56302,3.99433:10.3376,3.24582:11.0007,2.40063:11.5352,1.48065:11.9272,0.509707:12.1665,-0.48705:12.247,-1.48381:12.1665,-2.45475:11.9272,-3.37473:11.5352,-4.21992:11.0007,-4.96843:10.3376,-5.60088:9.56302,-6.10088:8.69699,-6.45548:7.76198,-6.65551:6.78219,-6.69577:5.783,-6.57523:4.79029,-6.29702:3.82977,-5.86832:2.92632,-5.30026:2.10334,-4.60754:1.38213,-3.80809:0.781391,-2.92264:0.316668,-1.9741:8.47412e-16,-0.98705:-0.160411,-103.8,0,0
