4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
4,12,0:0,1:0,1.5:0.866025,1.5:1.86603,1:2.73205,0.133975:3.23205,-0.866025:3.23205,-1.73205:2.73205,-2.23205:1.86603,-2.23205:0.866025,-1.73205:6.62664e-16,-0.866025:-0.5,-25.5,0,0
