4,54,0:0,1:0,1.97304:0.230616,2.91274:0.572636,3.80637:1.02144,4.64186:1.57094,5.4079:2.21373,6.09414:2.94111,6.6913:3.74323,7.1913:4.60925,7.58738:5.52747,7.87419:6.48546,8.04783:7.47027,8.10598:8.46858,8.04783:9.46688,7.87419:10.4517,7.58738:11.4097,7.1913:12.3279,6.6913:13.1939,6.09414:13.996,5.4079:14.7234,4.64186:15.3662,3.80637:15.9157,2.91274:16.3645,1.97304:16.7065,1:16.9372,0.00676164:17.0532,-0.993238:17.0532,-1.98648:16.9372,-2.95952:16.7065,-3.89921:16.3645,-4.79285:15.9157,-5.62833:15.3662,-6.39438:14.7234,-7.08062:13.996,-7.67778:13.1939,-8.17778:12.3279,-8.57386:11.4097,-8.86066:10.4517,-9.03431:9.46688,-9.09246:8.46858,-9.03431:7.47027,-8.86066:6.48546,-8.57386:5.52747,-8.17778:4.60925,-7.67778:3.74323,-7.08062:2.94111,-6.39438:2.21373,-5.62833:1.57094,-4.79285:1.02144,-3.89921:0.572636,-2.95952:0.230616,-1.98648:1.41692e-16,-0.993238:-0.116093,-149.3,0,0
4,54,0:0,1:0,1.97304:0.230616,2.91274:0.572636,3.80637:1.02144,4.64186:1.57094,5.4079:2.21373,6.09414:2.94111,6.6913:3.74323,7.1913:4.60925,7.58738:5.52747,7.87419:6.48546,8.04783:7.47027,8.10598:8.46858,8.04783:9.46688,7.87419:10.4517,7.58738:11.4097,7.1913:12.3279,6.6913:13.1939,6.09414:13.996,5.4079:14.7234,4.64186:15.3662,3.80637:15.9157,2.91274:16.3645,1.97304:16.7065,1:16.9372,0.00676164:17.0532,-0.993238:17.0532,-1.98648:16.9372,-2.95952:16.7065,-3.89921:16.3645,-4.79285:15.9157,-5.62833:15.3662,-6.39438:14.7234,-7.08062:13.996,-7.67778:13.1939,-8.17778:12.3279,-8.57386:11.4097,-8.86066:10.4517,-9.03431:9.46688,-9.09246:8.46858,-9.03431:7.47027,-8.86066:6.48546,-8.57386:5.52747,-8.17778:4.60925,-7.67778:3.74323,-7.08062:2.94111,-6.39438:2.21373,-5.62833:1.57094,-4.79285:1.02144,-3.89921:0.572636,-2.95952:0.230616,-1.98648:1.41692e-16,-0.993238:-0.116093,-149.3,0,0
4,54,0:0,1:0,1.97304:0.230616,2.91274:0.572636,3.80637:1.02144,4.64186:1.57094,5.4079:2.21373,6.09414:2.94111,6.6913:3.74323,7.1913:4.60925,7.58738:5.52747,7.87419:6.48546,8.04783:7.47027,8.10598:8.46858,8.04783:9.46688,7.87419:10.4517,7.58738:11.4097,7.1913:12.3279,6.6913:13.1939,6.09414:13.996,5.4079:14.7234,4.64186:15.3662,3.80637:15.9157,2.91274:16.3645,1.97304:16.7065,1:16.9372,0.00676164:17.0532,-0.993238:17.0532,-1.98648:16.9372,-2.95952:16.7065,-3.89921:16.3645,-4.79285:15.9157,-5.62833:15.3662,-6.39438:14.7234,-7.08062:13.996,-7.67778:13.1939,-8.17778:12.3279,-8.57386:11.4097,-8.86066:10.4517,-9.03431:9.46688,-9.09246:8.46858,-9.03431:7.47027,-8.86066:6.48546,-8.57386:5.52747,-8.17778:4.60925,-7.67778:3.74323,-7.08062:2.94111,-6.39438:2.21373,-5.62833:1.57094,-4.79285:1.02144,-3.89921:0.572636,-2.95952:0.230616,-1.98648:1.41692e-16,-0.993238:-0.116093,-149.3,0,0
4,54,0:0,1:0,1.97304:0.230616,2.91274:0.572636,3.80637:1.02144,4.64186:1.57094,5.4079:2.21373,6.09414:2.94111,6.6913:3.74323,7.1913:4.60925,7.58738:5.52747,7.87419:6.48546,8.04783:7.47027,8.10598:8.46858,8.04783:9.46688,7.87419:10.4517,7.58738:11.4097,7.1913:12.3279,6.6913:13.1939,6.09414:13.996,5.4079:14.7234,4.64186:15.3662,3.80637:15.9157,2.91274:16.3645,1.97304:16.7065,1:16.9372,0.00676164:17.0532,-0.993238:17.0532,-1.98648:16.9372,-2.95952:16.7065,-3.89921:16.3645,-4.79285:15.9157,-5.62833:15.3662,-6.39438:14.7234,-7.08062:13.996,-7.67778:13.1939,-8.17778:12.3279,-8.57386:11.4097,-8.86066:10.4517,-9.03431:9.46688,-9.09246:8.46858,-9.03431:7.47027,-8.86066:6.48546,-8.57386:5.52747,-8.17778:4.60925,-7.67778:3.74323,-7.08062:2.94111,-6.39438:2.21373,-5.62833:1.57094,-4.79285:1.02144,-3.89921:0.572636,-2.95952:0.230616,-1.98648:1.41692e-16,-0.993238:-0.116093,-149.3,0,0
4,54,0:0,1:0,1.97304:0.230616,2.91274:0.572636,3.80637:1.02144,4.64186:1.57094,5.4079:2.21373,6.09414:2.94111,6.6913:3.74323,7.1913:4.60925,7.58738:5.52747,7.87419:6.48546,8.04783:7.47027,8.10598:8.46858,8.04783:9.46688,7.87419:10.4517,7.58738:11.4097,7.1913:12.3279,6.6913:13.1939,6.09414:13.996,5.4079:14.7234,4.64186:15.3662,3.80637:15.9157,2.91274:16.3645,1.97304:16.7065,1:16.9372,0.00676164:17.0532,-0.993238:17.0532,-1.98648:16.9372,-2.95952:16.7065,-3.89921:16.3645,-4.79285:15.9157,-5.62833:15.3662,-6.39438:14.7234,-7.08062:13.996,-7.67778:13.1939,-8.17778:12.3279,-8.57386:11.4097,-8.86066:10.4517,-9.03431:9.46688,-9.09246:8.46858,-9.03431:7.47027,-8.86066:6.48546,-8.57386:5.52747,-8.17778:4.60925,-7.67778:3.74323,-7.08062:2.94111,-6.39438:2.21373,-5.62833:1.57094,-4.79285:1.02144,-3.89921:0.572636,-2.95952:0.230616,-1.98648:1.41692e-16,-0.993238:-0.116093,-149.3,0,0
4,54,0:0,1:0,1.97304:0.230616,2.91274:0.572636,3.80637:1.02144,4.64186:1.57094,5.4079:2.21373,6.09414:2.94111,6.6913:3.74323,7.1913:4.60925,7.58738:5.52747,7.87419:6.48546,8.04783:7.47027,8.10598:8.46858,8.04783:9.46688,7.87419:10.4517,7.58738:11.4097,7.1913:12.3279,6.6913:13.1939,6.09414:13.996,5.4079:14.7234,4.64186:15.3662,3.80637:15.9157,2.91274:16.3645,1.97304:16.7065,1:16.9372,0.00676164:17.0532,-0.993238:17.0532,-1.98648:16.9372,-2.95952:16.7065,-3.89921:16.3645,-4.79285:15.9157,-5.62833:15.3662,-6.39438:14.7234,-7.08062:13.996,-7.67778:13.1939,-8.17778:12.3279,-8.57386:11.4097,-8.86066:10.4517,-9.03431:9.46688,-9.09246:8.46858,-9.03431:7.47027,-8.86066:6.48546,-8.57386:5.52747,-8.17778:4.60925,-7.67778:3.74323,-7.08062:2.94111,-6.39438:2.21373,-5.62833:1.57094,-4.79285:1.02144,-3.89921:0.572636,-2.95952:0.230616,-1.98648:1.41692e-16,-0.993238:-0.116093,-149.3,0,0
4,54,0:0,1:0,1.97304:0.230616,2.91274:0.572636,3.80637:1.02144,4.64186:1.57094,5.4079:2.21373,6.09414:2.94111,6.6913:3.74323,7.1913:4.60925,7.58738:5.52747,7.87419:6.48546,8.04783:7.47027,8.10598:8.46858,8.04783:9.46688,7.87419:10.4517,7.58738:11.4097,7.1913:12.3279,6.6913:13.1939,6.09414:13.996,5.4079:14.7234,4.64186:15.3662,3.80637:15.9157,2.91274:16.3645,1.97304:16.7065,1:16.9372,0.00676164:17.0532,-0.993238:17.0532,-1.98648:16.9372,-2.95952:16.7065,-3.89921:16.3645,-4.79285:15.9157,-5.62833:15.3662,-6.39438:14.7234,-7.08062:13.996,-7.67778:13.1939,-8.17778:12.3279,-8.57386:11.4097,-8.86066:10.4517,-9.03431:9.46688,-9.09246:8.46858,-9.03431:7.47027,-8.86066:6.48546,-8.57386:5.52747,-8.17778:4.60925,-7.67778:3.74323,-7.08062:2.94111,-6.39438:2.21373,-5.62833:1.57094,-4.79285:1.02144,-3.89921:0.572636,-2.95952:0.230616,-1.98648:1.41692e-16,-0.993238:-0.116093,-149.3,0,0
4,54,0:0,1:0,1.97304:0.230616,2.91274:0.572636,3.80637:1.02144,4.64186:1.57094,5.4079:2.21373,6.09414:2.94111,6.6913:3.74323,7.1913:4.60925,7.58738:5.52747,7.87419:6.48546,8.04783:7.47027,8.10598:8.46858,8.04783:9.46688,7.87419:10.4517,7.58738:11.4097,7.1913:12.3279,6.6913:13.1939,6.09414:13.996,5.4079:14.7234,4.64186:15.3662,3.80637:15.9157,2.91274:16.3645,1.97304:16.7065,1:16.9372,0.00676164:17.0532,-0.993238:17.0532,-1.98648:16.9372,-2.95952:16.7065,-3.89921:16.3645,-4.79285:15.9157,-5.62833:15.3662,-6.39438:14.7234,-7.08062:13.996,-7.67778:13.1939,-8.17778:12.3279,-8.57386:11.4097,-8.86066:10.4517,-9.03431:9.46688,-9.09246:8.46858,-9.03431:7.47027,-8.86066:6.48546,-8.57386:5.52747,-8.17778:4.60925,-7.67778:3.74323,-7.08062:2.94111,-6.39438:2.21373,-5.62833:1.57094,-4.79285:1.02144,-3.89921:0.572636,-2.95952:0.230616,-1.98648:1.41692e-16,-0.993238:-0.116093,-149.3,0,0
4,54,0:0,1:0,1.97304:0.230616,2.91274:0.572636,3.80637:1.02144,4.64186:1.57094,5.4079:2.21373,6.09414:2.94111,6.6913:3.74323,7.1913:4.60925,7.58738:5.52747,7.87419:6.48546,8.04783:7.47027,8.10598:8.46858,8.04783:9.46688,7.87419:10.4517,7.58738:11.4097,7.1913:12.3279,6.6913:13.1939,6.09414:13.996,5.4079:14.7234,4.64186:15.3662,3.80637:15.9157,2.91274:16.3645,1.97304:16.7065,1:16.9372,0.00676164:17.0532,-0.993238:17.0532,-1.98648:16.9372,-2.95952:16.7065,-3.89921:16.3645,-4.79285:15.9157,-5.62833:15.3662,-6.39438:14.7234,-7.08062:13.996,-7.67778:13.1939,-8.17778:12.3279,-8.57386:11.4097,-8.86066:10.4517,-9.03431:9.46688,-9.09246:8.46858,-9.03431:7.47027,-8.86066:6.48546,-8.57386:5.52747,-8.17778:4.60925,-7.67778:3.74323,-7.08062:2.94111,-6.39438:2.21373,-5.62833:1.57094,-4.79285:1.02144,-3.89921:0.572636,-2.95952:0.230616,-1.98648:1.41692e-16,-0.993238:-0.116093,-149.3,0,0
4,54,0:0,1:0,1.97304:0.230616,2.91274:0.572636,3.80637:1.02144,4.64186:1.57094,5.4079:2.21373,6.09414:2.94111,6.6913:3.74323,7.1913:4.60925,7.58738:5.52747,7.87419:6.48546,8.04783:7.47027,8.10598:8.46858,8.04783:9.46688,7.87419:10.4517,7.58738:11.4097,7.1913:12.3279,6.6913:13.1939,6.09414:13.996,5.4079:14.7234,4.64186:15.3662,3.80637:15.9157,2.91274:16.3645,1.97304:16.7065,1:16.9372,0.00676164:17.0532,-0.993238:17.0532,-1.98648:16.9372,-2.95952:16.7065,-3.89921:16.3645,-4.79285:15.9157,-5.62833:15.3662,-6.39438:14.7234,-7.08062:13.996,-7.67778:13.1939,-8.17778:12.3279,-8.57386:11.4097,-8.86066:10.4517,-9.03431:9.46688,-9.09246:8.46858,-9.03431:7.47027,-8.86066:6.48546,-8.57386:5.52747,-8.17778:4.60925,-7.67778:3.74323,-7.08062:2.94111,-6.39438:2.21373,-5.62833:1.57094,-4.79285:1.02144,-3.89921:0.572636,-2.95952:0.230616,-1.98648:1.41692e-16,-0.993238:-0.116093,-149.3,0,0
