1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
1,11,0:0,1:0,1.41542:0.909632,1.2731:1.89945,0.618239:2.6552,-0.341254:2.93694,-1.30075:2.6552,-1.95561:1.89945,-2.09792:0.909632,-1.68251:4.4062e-16,-0.841254:-0.540641,-22.3,0,0
