0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,0.369599,00
