4,6,0:0,1:0,1.79864:0.601815,0.865055:0.960183,-0.134793:0.977635,-0.922803:0.361974,-9.3,-8.66199,0.312
4,6,0:0,1:0,1.52992:0.848048,1.01488:1.70522,0.0150335:1.72267,0.515033:0.856642,-9.3,-9.33065,0.25
