6,6,0:0,1:0,1.50861:0.860996,1.00215:1.72326,0.0021763:1.71578,0.50864:0.853516,-9.3,-9.34926,0.281
6,6,0:0,1:0,0.493536:0.862261,-0.506436:0.854781,-1.3774:0.363443,-0.85597:-0.489848,-9.3,-8.67399,0.266
