11,6,0:0,1:0,1.99619:0.0871557,1.89167:1.08168,1.06263:1.64087,0.474843:0.831854,-9.3,-7.68457,0.344
11,6,0:0,1:0,1.97437:0.224951,1.73245:1.19525,0.833654:1.63362,0.364183:0.75067,-9.3,-3.93481,0.359
