0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,00
0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,00
0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,00.015
0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,00
0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,00
0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,00
0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,00
0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,00
0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,00
0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,0.15708,00
