0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,0.261799,00
