1,31,0:0,1:0,1.91896:0.394356,2.73972:0.965624,3.42869:1.69042,3.95765:2.53906,4.30496:3.47681,4.45639:4.46528,4.40574:5.464,4.15508:6.43208,3.71469:7.32988,3.10258:8.12066,2.34383:8.77203,1.46948:9.25733,0.515339:9.55669,-0.47953:9.65786,-1.4744:9.55669,-2.42854:9.25733,-3.30289:8.77203,-4.06164:8.12066,-4.67375:7.32988,-5.11414:6.43208,-5.3648:5.464,-5.41545:4.46528,-5.26402:3.47681,-4.91671:2.53906,-4.38775:1.69042,-3.69878:0.965624,-2.87802:0.394356,-1.95906:-1.83691e-16,-0.97953:-0.201299,-79.5,0,0
1,31,0:0,1:0,1.91896:0.394356,2.73972:0.965624,3.42869:1.69042,3.95765:2.53906,4.30496:3.47681,4.45639:4.46528,4.40574:5.464,4.15508:6.43208,3.71469:7.32988,3.10258:8.12066,2.34383:8.77203,1.46948:9.25733,0.515339:9.55669,-0.47953:9.65786,-1.4744:9.55669,-2.42854:9.25733,-3.30289:8.77203,-4.06164:8.12066,-4.67375:7.32988,-5.11414:6.43208,-5.3648:5.464,-5.41545:4.46528,-5.26402:3.47681,-4.91671:2.53906,-4.38775:1.69042,-3.69878:0.965624,-2.87802:0.394356,-1.95906:-1.83691e-16,-0.97953:-0.201299,-79.5,0,0
1,31,0:0,1:0,1.91896:0.394356,2.73972:0.965624,3.42869:1.69042,3.95765:2.53906,4.30496:3.47681,4.45639:4.46528,4.40574:5.464,4.15508:6.43208,3.71469:7.32988,3.10258:8.12066,2.34383:8.77203,1.46948:9.25733,0.515339:9.55669,-0.47953:9.65786,-1.4744:9.55669,-2.42854:9.25733,-3.30289:8.77203,-4.06164:8.12066,-4.67375:7.32988,-5.11414:6.43208,-5.3648:5.464,-5.41545:4.46528,-5.26402:3.47681,-4.91671:2.53906,-4.38775:1.69042,-3.69878:0.965624,-2.87802:0.394356,-1.95906:-1.83691e-16,-0.97953:-0.201299,-79.5,0,0
1,31,0:0,1:0,1.91896:0.394356,2.73972:0.965624,3.42869:1.69042,3.95765:2.53906,4.30496:3.47681,4.45639:4.46528,4.40574:5.464,4.15508:6.43208,3.71469:7.32988,3.10258:8.12066,2.34383:8.77203,1.46948:9.25733,0.515339:9.55669,-0.47953:9.65786,-1.4744:9.55669,-2.42854:9.25733,-3.30289:8.77203,-4.06164:8.12066,-4.67375:7.32988,-5.11414:6.43208,-5.3648:5.464,-5.41545:4.46528,-5.26402:3.47681,-4.91671:2.53906,-4.38775:1.69042,-3.69878:0.965624,-2.87802:0.394356,-1.95906:-1.83691e-16,-0.97953:-0.201299,-79.5,0,0
1,31,0:0,1:0,1.91896:0.394356,2.73972:0.965624,3.42869:1.69042,3.95765:2.53906,4.30496:3.47681,4.45639:4.46528,4.40574:5.464,4.15508:6.43208,3.71469:7.32988,3.10258:8.12066,2.34383:8.77203,1.46948:9.25733,0.515339:9.55669,-0.47953:9.65786,-1.4744:9.55669,-2.42854:9.25733,-3.30289:8.77203,-4.06164:8.12066,-4.67375:7.32988,-5.11414:6.43208,-5.3648:5.464,-5.41545:4.46528,-5.26402:3.47681,-4.91671:2.53906,-4.38775:1.69042,-3.69878:0.965624,-2.87802:0.394356,-1.95906:-1.83691e-16,-0.97953:-0.201299,-79.5,0,0
1,31,0:0,1:0,1.91896:0.394356,2.73972:0.965624,3.42869:1.69042,3.95765:2.53906,4.30496:3.47681,4.45639:4.46528,4.40574:5.464,4.15508:6.43208,3.71469:7.32988,3.10258:8.12066,2.34383:8.77203,1.46948:9.25733,0.515339:9.55669,-0.47953:9.65786,-1.4744:9.55669,-2.42854:9.25733,-3.30289:8.77203,-4.06164:8.12066,-4.67375:7.32988,-5.11414:6.43208,-5.3648:5.464,-5.41545:4.46528,-5.26402:3.47681,-4.91671:2.53906,-4.38775:1.69042,-3.69878:0.965624,-2.87802:0.394356,-1.95906:-1.83691e-16,-0.97953:-0.201299,-79.5,0,0
1,31,0:0,1:0,1.91896:0.394356,2.73972:0.965624,3.42869:1.69042,3.95765:2.53906,4.30496:3.47681,4.45639:4.46528,4.40574:5.464,4.15508:6.43208,3.71469:7.32988,3.10258:8.12066,2.34383:8.77203,1.46948:9.25733,0.515339:9.55669,-0.47953:9.65786,-1.4744:9.55669,-2.42854:9.25733,-3.30289:8.77203,-4.06164:8.12066,-4.67375:7.32988,-5.11414:6.43208,-5.3648:5.464,-5.41545:4.46528,-5.26402:3.47681,-4.91671:2.53906,-4.38775:1.69042,-3.69878:0.965624,-2.87802:0.394356,-1.95906:-1.83691e-16,-0.97953:-0.201299,-79.5,0,0
1,31,0:0,1:0,1.91896:0.394356,2.73972:0.965624,3.42869:1.69042,3.95765:2.53906,4.30496:3.47681,4.45639:4.46528,4.40574:5.464,4.15508:6.43208,3.71469:7.32988,3.10258:8.12066,2.34383:8.77203,1.46948:9.25733,0.515339:9.55669,-0.47953:9.65786,-1.4744:9.55669,-2.42854:9.25733,-3.30289:8.77203,-4.06164:8.12066,-4.67375:7.32988,-5.11414:6.43208,-5.3648:5.464,-5.41545:4.46528,-5.26402:3.47681,-4.91671:2.53906,-4.38775:1.69042,-3.69878:0.965624,-2.87802:0.394356,-1.95906:-1.83691e-16,-0.97953:-0.201299,-79.5,0,0
1,31,0:0,1:0,1.91896:0.394356,2.73972:0.965624,3.42869:1.69042,3.95765:2.53906,4.30496:3.47681,4.45639:4.46528,4.40574:5.464,4.15508:6.43208,3.71469:7.32988,3.10258:8.12066,2.34383:8.77203,1.46948:9.25733,0.515339:9.55669,-0.47953:9.65786,-1.4744:9.55669,-2.42854:9.25733,-3.30289:8.77203,-4.06164:8.12066,-4.67375:7.32988,-5.11414:6.43208,-5.3648:5.464,-5.41545:4.46528,-5.26402:3.47681,-4.91671:2.53906,-4.38775:1.69042,-3.69878:0.965624,-2.87802:0.394356,-1.95906:-1.83691e-16,-0.97953:-0.201299,-79.5,0,0
1,31,0:0,1:0,1.91896:0.394356,2.73972:0.965624,3.42869:1.69042,3.95765:2.53906,4.30496:3.47681,4.45639:4.46528,4.40574:5.464,4.15508:6.43208,3.71469:7.32988,3.10258:8.12066,2.34383:8.77203,1.46948:9.25733,0.515339:9.55669,-0.47953:9.65786,-1.4744:9.55669,-2.42854:9.25733,-3.30289:8.77203,-4.06164:8.12066,-4.67375:7.32988,-5.11414:6.43208,-5.3648:5.464,-5.41545:4.46528,-5.26402:3.47681,-4.91671:2.53906,-4.38775:1.69042,-3.69878:0.965624,-2.87802:0.394356,-1.95906:-1.83691e-16,-0.97953:-0.201299,-79.5,0,0
