1,36,0:0,1:0,1.93969:0.34202,2.80572:0.84202,3.57176:1.48481,4.21455:2.25085,4.71455:3.11688,5.05657:4.05657,5.23022:5.04138,5.23022:6.04138,5.05657:7.02619,4.71455:7.96588,4.21455:8.8319,3.57176:9.59795,2.80572:10.2407,1.93969:10.7407,1:11.0828,0.0151922:11.2564,-0.984808:11.2564,-1.96962:11.0828,-2.90931:10.7407,-3.77533:10.2407,-4.54138:9.59795,-5.18417:8.8319,-5.68417:7.96588,-6.02619:7.02619,-6.19983:6.04138,-6.19983:5.04138,-6.02619:4.05657,-5.68417:3.11688,-5.18417:2.25085,-4.54138:1.48481,-3.77533:0.84202,-2.90931:0.34202,-1.96962:-6.44531e-16,-0.984808:-0.173648,-95,0,0
1,36,0:0,1:0,1.93969:0.34202,2.80572:0.84202,3.57176:1.48481,4.21455:2.25085,4.71455:3.11688,5.05657:4.05657,5.23022:5.04138,5.23022:6.04138,5.05657:7.02619,4.71455:7.96588,4.21455:8.8319,3.57176:9.59795,2.80572:10.2407,1.93969:10.7407,1:11.0828,0.0151922:11.2564,-0.984808:11.2564,-1.96962:11.0828,-2.90931:10.7407,-3.77533:10.2407,-4.54138:9.59795,-5.18417:8.8319,-5.68417:7.96588,-6.02619:7.02619,-6.19983:6.04138,-6.19983:5.04138,-6.02619:4.05657,-5.68417:3.11688,-5.18417:2.25085,-4.54138:1.48481,-3.77533:0.84202,-2.90931:0.34202,-1.96962:-6.44531e-16,-0.984808:-0.173648,-95,0,0
1,36,0:0,1:0,1.93969:0.34202,2.80572:0.84202,3.57176:1.48481,4.21455:2.25085,4.71455:3.11688,5.05657:4.05657,5.23022:5.04138,5.23022:6.04138,5.05657:7.02619,4.71455:7.96588,4.21455:8.8319,3.57176:9.59795,2.80572:10.2407,1.93969:10.7407,1:11.0828,0.0151922:11.2564,-0.984808:11.2564,-1.96962:11.0828,-2.90931:10.7407,-3.77533:10.2407,-4.54138:9.59795,-5.18417:8.8319,-5.68417:7.96588,-6.02619:7.02619,-6.19983:6.04138,-6.19983:5.04138,-6.02619:4.05657,-5.68417:3.11688,-5.18417:2.25085,-4.54138:1.48481,-3.77533:0.84202,-2.90931:0.34202,-1.96962:-6.44531e-16,-0.984808:-0.173648,-95,0,0
1,36,0:0,1:0,1.93969:0.34202,2.80572:0.84202,3.57176:1.48481,4.21455:2.25085,4.71455:3.11688,5.05657:4.05657,5.23022:5.04138,5.23022:6.04138,5.05657:7.02619,4.71455:7.96588,4.21455:8.8319,3.57176:9.59795,2.80572:10.2407,1.93969:10.7407,1:11.0828,0.0151922:11.2564,-0.984808:11.2564,-1.96962:11.0828,-2.90931:10.7407,-3.77533:10.2407,-4.54138:9.59795,-5.18417:8.8319,-5.68417:7.96588,-6.02619:7.02619,-6.19983:6.04138,-6.19983:5.04138,-6.02619:4.05657,-5.68417:3.11688,-5.18417:2.25085,-4.54138:1.48481,-3.77533:0.84202,-2.90931:0.34202,-1.96962:-6.44531e-16,-0.984808:-0.173648,-95,0,0
1,36,0:0,1:0,1.93969:0.34202,2.80572:0.84202,3.57176:1.48481,4.21455:2.25085,4.71455:3.11688,5.05657:4.05657,5.23022:5.04138,5.23022:6.04138,5.05657:7.02619,4.71455:7.96588,4.21455:8.8319,3.57176:9.59795,2.80572:10.2407,1.93969:10.7407,1:11.0828,0.0151922:11.2564,-0.984808:11.2564,-1.96962:11.0828,-2.90931:10.7407,-3.77533:10.2407,-4.54138:9.59795,-5.18417:8.8319,-5.68417:7.96588,-6.02619:7.02619,-6.19983:6.04138,-6.19983:5.04138,-6.02619:4.05657,-5.68417:3.11688,-5.18417:2.25085,-4.54138:1.48481,-3.77533:0.84202,-2.90931:0.34202,-1.96962:-6.44531e-16,-0.984808:-0.173648,-95,0,0
1,36,0:0,1:0,1.93969:0.34202,2.80572:0.84202,3.57176:1.48481,4.21455:2.25085,4.71455:3.11688,5.05657:4.05657,5.23022:5.04138,5.23022:6.04138,5.05657:7.02619,4.71455:7.96588,4.21455:8.8319,3.57176:9.59795,2.80572:10.2407,1.93969:10.7407,1:11.0828,0.0151922:11.2564,-0.984808:11.2564,-1.96962:11.0828,-2.90931:10.7407,-3.77533:10.2407,-4.54138:9.59795,-5.18417:8.8319,-5.68417:7.96588,-6.02619:7.02619,-6.19983:6.04138,-6.19983:5.04138,-6.02619:4.05657,-5.68417:3.11688,-5.18417:2.25085,-4.54138:1.48481,-3.77533:0.84202,-2.90931:0.34202,-1.96962:-6.44531e-16,-0.984808:-0.173648,-95,0,0
1,36,0:0,1:0,1.93969:0.34202,2.80572:0.84202,3.57176:1.48481,4.21455:2.25085,4.71455:3.11688,5.05657:4.05657,5.23022:5.04138,5.23022:6.04138,5.05657:7.02619,4.71455:7.96588,4.21455:8.8319,3.57176:9.59795,2.80572:10.2407,1.93969:10.7407,1:11.0828,0.0151922:11.2564,-0.984808:11.2564,-1.96962:11.0828,-2.90931:10.7407,-3.77533:10.2407,-4.54138:9.59795,-5.18417:8.8319,-5.68417:7.96588,-6.02619:7.02619,-6.19983:6.04138,-6.19983:5.04138,-6.02619:4.05657,-5.68417:3.11688,-5.18417:2.25085,-4.54138:1.48481,-3.77533:0.84202,-2.90931:0.34202,-1.96962:-6.44531e-16,-0.984808:-0.173648,-95,0,0
1,36,0:0,1:0,1.93969:0.34202,2.80572:0.84202,3.57176:1.48481,4.21455:2.25085,4.71455:3.11688,5.05657:4.05657,5.23022:5.04138,5.23022:6.04138,5.05657:7.02619,4.71455:7.96588,4.21455:8.8319,3.57176:9.59795,2.80572:10.2407,1.93969:10.7407,1:11.0828,0.0151922:11.2564,-0.984808:11.2564,-1.96962:11.0828,-2.90931:10.7407,-3.77533:10.2407,-4.54138:9.59795,-5.18417:8.8319,-5.68417:7.96588,-6.02619:7.02619,-6.19983:6.04138,-6.19983:5.04138,-6.02619:4.05657,-5.68417:3.11688,-5.18417:2.25085,-4.54138:1.48481,-3.77533:0.84202,-2.90931:0.34202,-1.96962:-6.44531e-16,-0.984808:-0.173648,-95,0,0
1,36,0:0,1:0,1.93969:0.34202,2.80572:0.84202,3.57176:1.48481,4.21455:2.25085,4.71455:3.11688,5.05657:4.05657,5.23022:5.04138,5.23022:6.04138,5.05657:7.02619,4.71455:7.96588,4.21455:8.8319,3.57176:9.59795,2.80572:10.2407,1.93969:10.7407,1:11.0828,0.0151922:11.2564,-0.984808:11.2564,-1.96962:11.0828,-2.90931:10.7407,-3.77533:10.2407,-4.54138:9.59795,-5.18417:8.8319,-5.68417:7.96588,-6.02619:7.02619,-6.19983:6.04138,-6.19983:5.04138,-6.02619:4.05657,-5.68417:3.11688,-5.18417:2.25085,-4.54138:1.48481,-3.77533:0.84202,-2.90931:0.34202,-1.96962:-6.44531e-16,-0.984808:-0.173648,-95,0,0
1,36,0:0,1:0,1.93969:0.34202,2.80572:0.84202,3.57176:1.48481,4.21455:2.25085,4.71455:3.11688,5.05657:4.05657,5.23022:5.04138,5.23022:6.04138,5.05657:7.02619,4.71455:7.96588,4.21455:8.8319,3.57176:9.59795,2.80572:10.2407,1.93969:10.7407,1:11.0828,0.0151922:11.2564,-0.984808:11.2564,-1.96962:11.0828,-2.90931:10.7407,-3.77533:10.2407,-4.54138:9.59795,-5.18417:8.8319,-5.68417:7.96588,-6.02619:7.02619,-6.19983:6.04138,-6.19983:5.04138,-6.02619:4.05657,-5.68417:3.11688,-5.18417:2.25085,-4.54138:1.48481,-3.77533:0.84202,-2.90931:0.34202,-1.96962:-6.44531e-16,-0.984808:-0.173648,-95,0,0
