1,38,0:0,1:0,1.94582:0.324699,2.82529:0.800647,3.61443:1.41486,4.29171:2.15058,4.83866:2.98775,5.24036:3.90352,5.48584:4.87292,5.56842:5.86951,5.48584:6.86609,5.24036:7.83549,4.83866:8.75127,4.29171:9.58843,3.61443:10.3242,2.82529:10.9384,1.94582:11.4143,1:11.739,0.0136387:11.9036,-0.986361:11.9036,-1.97272:11.739,-2.91854:11.4143,-3.79801:10.9384,-4.58715:10.3242,-5.26444:9.58843,-5.81138:8.75127,-6.21308:7.83549,-6.45856:6.86609,-6.54114:5.86951,-6.45856:4.87292,-6.21308:3.90352,-5.81138:2.98775,-5.26444:2.15058,-4.58715:1.41486,-3.79801:0.800647,-2.91854:0.324699,-1.97272:-7.26958e-17,-0.986361:-0.164595,-100.5,0,0
1,38,0:0,1:0,1.94582:0.324699,2.82529:0.800647,3.61443:1.41486,4.29171:2.15058,4.83866:2.98775,5.24036:3.90352,5.48584:4.87292,5.56842:5.86951,5.48584:6.86609,5.24036:7.83549,4.83866:8.75127,4.29171:9.58843,3.61443:10.3242,2.82529:10.9384,1.94582:11.4143,1:11.739,0.0136387:11.9036,-0.986361:11.9036,-1.97272:11.739,-2.91854:11.4143,-3.79801:10.9384,-4.58715:10.3242,-5.26444:9.58843,-5.81138:8.75127,-6.21308:7.83549,-6.45856:6.86609,-6.54114:5.86951,-6.45856:4.87292,-6.21308:3.90352,-5.81138:2.98775,-5.26444:2.15058,-4.58715:1.41486,-3.79801:0.800647,-2.91854:0.324699,-1.97272:-7.26958e-17,-0.986361:-0.164595,-100.5,0,0
1,38,0:0,1:0,1.94582:0.324699,2.82529:0.800647,3.61443:1.41486,4.29171:2.15058,4.83866:2.98775,5.24036:3.90352,5.48584:4.87292,5.56842:5.86951,5.48584:6.86609,5.24036:7.83549,4.83866:8.75127,4.29171:9.58843,3.61443:10.3242,2.82529:10.9384,1.94582:11.4143,1:11.739,0.0136387:11.9036,-0.986361:11.9036,-1.97272:11.739,-2.91854:11.4143,-3.79801:10.9384,-4.58715:10.3242,-5.26444:9.58843,-5.81138:8.75127,-6.21308:7.83549,-6.45856:6.86609,-6.54114:5.86951,-6.45856:4.87292,-6.21308:3.90352,-5.81138:2.98775,-5.26444:2.15058,-4.58715:1.41486,-3.79801:0.800647,-2.91854:0.324699,-1.97272:-7.26958e-17,-0.986361:-0.164595,-100.5,0,0
1,38,0:0,1:0,1.94582:0.324699,2.82529:0.800647,3.61443:1.41486,4.29171:2.15058,4.83866:2.98775,5.24036:3.90352,5.48584:4.87292,5.56842:5.86951,5.48584:6.86609,5.24036:7.83549,4.83866:8.75127,4.29171:9.58843,3.61443:10.3242,2.82529:10.9384,1.94582:11.4143,1:11.739,0.0136387:11.9036,-0.986361:11.9036,-1.97272:11.739,-2.91854:11.4143,-3.79801:10.9384,-4.58715:10.3242,-5.26444:9.58843,-5.81138:8.75127,-6.21308:7.83549,-6.45856:6.86609,-6.54114:5.86951,-6.45856:4.87292,-6.21308:3.90352,-5.81138:2.98775,-5.26444:2.15058,-4.58715:1.41486,-3.79801:0.800647,-2.91854:0.324699,-1.97272:-7.26958e-17,-0.986361:-0.164595,-100.5,0,0
1,38,0:0,1:0,1.94582:0.324699,2.82529:0.800647,3.61443:1.41486,4.29171:2.15058,4.83866:2.98775,5.24036:3.90352,5.48584:4.87292,5.56842:5.86951,5.48584:6.86609,5.24036:7.83549,4.83866:8.75127,4.29171:9.58843,3.61443:10.3242,2.82529:10.9384,1.94582:11.4143,1:11.739,0.0136387:11.9036,-0.986361:11.9036,-1.97272:11.739,-2.91854:11.4143,-3.79801:10.9384,-4.58715:10.3242,-5.26444:9.58843,-5.81138:8.75127,-6.21308:7.83549,-6.45856:6.86609,-6.54114:5.86951,-6.45856:4.87292,-6.21308:3.90352,-5.81138:2.98775,-5.26444:2.15058,-4.58715:1.41486,-3.79801:0.800647,-2.91854:0.324699,-1.97272:-7.26958e-17,-0.986361:-0.164595,-100.5,0,0
1,38,0:0,1:0,1.94582:0.324699,2.82529:0.800647,3.61443:1.41486,4.29171:2.15058,4.83866:2.98775,5.24036:3.90352,5.48584:4.87292,5.56842:5.86951,5.48584:6.86609,5.24036:7.83549,4.83866:8.75127,4.29171:9.58843,3.61443:10.3242,2.82529:10.9384,1.94582:11.4143,1:11.739,0.0136387:11.9036,-0.986361:11.9036,-1.97272:11.739,-2.91854:11.4143,-3.79801:10.9384,-4.58715:10.3242,-5.26444:9.58843,-5.81138:8.75127,-6.21308:7.83549,-6.45856:6.86609,-6.54114:5.86951,-6.45856:4.87292,-6.21308:3.90352,-5.81138:2.98775,-5.26444:2.15058,-4.58715:1.41486,-3.79801:0.800647,-2.91854:0.324699,-1.97272:-7.26958e-17,-0.986361:-0.164595,-100.5,0,0
1,38,0:0,1:0,1.94582:0.324699,2.82529:0.800647,3.61443:1.41486,4.29171:2.15058,4.83866:2.98775,5.24036:3.90352,5.48584:4.87292,5.56842:5.86951,5.48584:6.86609,5.24036:7.83549,4.83866:8.75127,4.29171:9.58843,3.61443:10.3242,2.82529:10.9384,1.94582:11.4143,1:11.739,0.0136387:11.9036,-0.986361:11.9036,-1.97272:11.739,-2.91854:11.4143,-3.79801:10.9384,-4.58715:10.3242,-5.26444:9.58843,-5.81138:8.75127,-6.21308:7.83549,-6.45856:6.86609,-6.54114:5.86951,-6.45856:4.87292,-6.21308:3.90352,-5.81138:2.98775,-5.26444:2.15058,-4.58715:1.41486,-3.79801:0.800647,-2.91854:0.324699,-1.97272:-7.26958e-17,-0.986361:-0.164595,-100.5,0,0
1,38,0:0,1:0,1.94582:0.324699,2.82529:0.800647,3.61443:1.41486,4.29171:2.15058,4.83866:2.98775,5.24036:3.90352,5.48584:4.87292,5.56842:5.86951,5.48584:6.86609,5.24036:7.83549,4.83866:8.75127,4.29171:9.58843,3.61443:10.3242,2.82529:10.9384,1.94582:11.4143,1:11.739,0.0136387:11.9036,-0.986361:11.9036,-1.97272:11.739,-2.91854:11.4143,-3.79801:10.9384,-4.58715:10.3242,-5.26444:9.58843,-5.81138:8.75127,-6.21308:7.83549,-6.45856:6.86609,-6.54114:5.86951,-6.45856:4.87292,-6.21308:3.90352,-5.81138:2.98775,-5.26444:2.15058,-4.58715:1.41486,-3.79801:0.800647,-2.91854:0.324699,-1.97272:-7.26958e-17,-0.986361:-0.164595,-100.5,0,0
1,38,0:0,1:0,1.94582:0.324699,2.82529:0.800647,3.61443:1.41486,4.29171:2.15058,4.83866:2.98775,5.24036:3.90352,5.48584:4.87292,5.56842:5.86951,5.48584:6.86609,5.24036:7.83549,4.83866:8.75127,4.29171:9.58843,3.61443:10.3242,2.82529:10.9384,1.94582:11.4143,1:11.739,0.0136387:11.9036,-0.986361:11.9036,-1.97272:11.739,-2.91854:11.4143,-3.79801:10.9384,-4.58715:10.3242,-5.26444:9.58843,-5.81138:8.75127,-6.21308:7.83549,-6.45856:6.86609,-6.54114:5.86951,-6.45856:4.87292,-6.21308:3.90352,-5.81138:2.98775,-5.26444:2.15058,-4.58715:1.41486,-3.79801:0.800647,-2.91854:0.324699,-1.97272:-7.26958e-17,-0.986361:-0.164595,-100.5,0,0
1,38,0:0,1:0,1.94582:0.324699,2.82529:0.800647,3.61443:1.41486,4.29171:2.15058,4.83866:2.98775,5.24036:3.90352,5.48584:4.87292,5.56842:5.86951,5.48584:6.86609,5.24036:7.83549,4.83866:8.75127,4.29171:9.58843,3.61443:10.3242,2.82529:10.9384,1.94582:11.4143,1:11.739,0.0136387:11.9036,-0.986361:11.9036,-1.97272:11.739,-2.91854:11.4143,-3.79801:10.9384,-4.58715:10.3242,-5.26444:9.58843,-5.81138:8.75127,-6.21308:7.83549,-6.45856:6.86609,-6.54114:5.86951,-6.45856:4.87292,-6.21308:3.90352,-5.81138:2.98775,-5.26444:2.15058,-4.58715:1.41486,-3.79801:0.800647,-2.91854:0.324699,-1.97272:-7.26958e-17,-0.986361:-0.164595,-100.5,0,0
1,38,0:0,1:0,1.94582:0.324699,2.82529:0.800647,3.61443:1.41486,4.29171:2.15058,4.83866:2.98775,5.24036:3.90352,5.48584:4.87292,5.56842:5.86951,5.48584:6.86609,5.24036:7.83549,4.83866:8.75127,4.29171:9.58843,3.61443:10.3242,2.82529:10.9384,1.94582:11.4143,1:11.739,0.0136387:11.9036,-0.986361:11.9036,-1.97272:11.739,-2.91854:11.4143,-3.79801:10.9384,-4.58715:10.3242,-5.26444:9.58843,-5.81138:8.75127,-6.21308:7.83549,-6.45856:6.86609,-6.54114:5.86951,-6.45856:4.87292,-6.21308:3.90352,-5.81138:2.98775,-5.26444:2.15058,-4.58715:1.41486,-3.79801:0.800647,-2.91854:0.324699,-1.97272:-7.26958e-17,-0.986361:-0.164595,-100.5,0,0
1,38,0:0,1:0,1.94582:0.324699,2.82529:0.800647,3.61443:1.41486,4.29171:2.15058,4.83866:2.98775,5.24036:3.90352,5.48584:4.87292,5.56842:5.86951,5.48584:6.86609,5.24036:7.83549,4.83866:8.75127,4.29171:9.58843,3.61443:10.3242,2.82529:10.9384,1.94582:11.4143,1:11.739,0.0136387:11.9036,-0.986361:11.9036,-1.97272:11.739,-2.91854:11.4143,-3.79801:10.9384,-4.58715:10.3242,-5.26444:9.58843,-5.81138:8.75127,-6.21308:7.83549,-6.45856:6.86609,-6.54114:5.86951,-6.45856:4.87292,-6.21308:3.90352,-5.81138:2.98775,-5.26444:2.15058,-4.58715:1.41486,-3.79801:0.800647,-2.91854:0.324699,-1.97272:-7.26958e-17,-0.986361:-0.164595,-100.5,0,0
