2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,0,0,-1
2,-0.314159,-0.785398,-1
2,2.84489,0.750492,-1
2,-1.32645,-1.09956,-1
2,-2.33874,0.0349066,-1
2,-0.558505,-0.418879,-1
2,1.15192,-1.85005,-1
2,-0.733038,0.418879,-1
2,2.77507,-1.72788,-1
2,0,0.383972,-1
2,0,-2.96706,-1
2,0.279253,-0.122173,-1
2,0.628319,1.0472,-1
2,2.21657,0.698132,-1
2,-1.3439,-0.593412,-1
2,-0.575959,-1.85005,-1
2,3.05433,0.698132,-1
2,-1.41372,-2.40855,-1
2,-0.0698132,-2.35619,-1
