16,-2.56563,0.471239,-0.942478,-1.16937,-0.942478,-0.977384,2.11185,1.06465,0.959931,0.0523599,0.907571,0.174533,1.02974,0,0.855211,-0.942478,-34.3872
16,-2.77507,-1.37881,0.925025,-2.0944,-1.09956,-0.785398,-0.261799,-1.0472,-0.925025,-0.0872665,-0.977384,0,-1.0472,-0.0872665,-0.977384,1.8675,-35.1624
16,-0.715585,-1.44862,-0.820305,-1.27409,2.05949,1.0821,1.02974,0.261799,0.750492,-2.1293,-1.02974,-0.767945,-0.174533,-0.139626,-0.994838,-1.20428,-34.4209
16,-0.541052,-1.53589,2.04204,1.0472,1.06465,1.0472,-0.0349066,1.0472,0.977384,0.20944,0.872665,0.0349066,1.0472,0.0349066,1.01229,-2.19911,-35.5186
16,3.07178,1.0472,-0.785398,2.11185,1.02974,0.855211,-2.0944,-1.09956,-0.820305,-0.174533,-0.802851,-0.383972,-0.872665,0,-1.02974,0.0349066,-33.7035
16,-1.67552,-0.453786,-0.994838,2.04204,1.11701,0.994838,-0.0174533,-2.0944,-0.994838,-0.0872665,-0.994838,0,-1.0472,-0.0523599,-0.994838,-2.63545,-35.9756
16,2.98451,-0.959931,1.16937,0.942478,-2.11185,-1.0821,-0.907571,-0.139626,-1.01229,-0.0872665,-1.0821,-0.837758,-0.0698132,-0.15708,-0.925025,2.70526,-34.4042
16,0.10472,2.00713,-2.14675,-0.977384,2.11185,1.02974,-2.11185,-0.994838,-1.02974,-0.122173,-0.994838,0,2.1293,0.994838,0.0349066,-0.907571,-34.9225
16,1.20428,-3.07178,-1.25664,-0.820305,2.11185,1.02974,0.890118,0.122173,1.09956,0.575959,0.645772,0.610865,0.15708,0.890118,0.20944,-1.09956,10351.9
16,-1.22173,-2.96706,-2.11185,-1.02974,-1.09956,-0.994838,2.0944,1.06465,0.994838,0.0349066,1.06465,0,0.907571,0.261799,0.925025,2.26893,-35.794
