13,-0.366519,2.40855,1.13446,-2.11185,-1.01229,-1.0472,-0.139626,-0.907571,-1.11701,0.0349066,-1.0472,0,-3.08923,-27.2697
13,0.0174533,2.07694,-2.1293,2.11185,-2.04204,-1.11701,-1.02974,0.0174533,-1.06465,2.11185,1.0472,1.0472,-3.07178,-27.522
13,-0.523599,2.61799,0.907571,1.13446,1.02974,1.02974,-2.1293,2.11185,1.02974,0,0.994838,0.244346,2.53073,-27.101
13,1.25664,2.9147,2.00713,1.09956,0.907571,0.942478,-2.04204,2.1293,1.02974,0.0698132,0.628319,0.558505,-2.79253,-24.6664
13,-2.04204,0.0698132,2.07694,-1.98968,-1.20428,-0.925025,-0.0349066,-0.907571,-1.13446,-0.174533,-0.820305,-0.139626,-0.191986,-26.5117
13,-1.309,-2.9147,1.0472,1.09956,0.925025,1.13446,0,-2.0944,-1.06465,0,-1.09956,0.0349066,0.506145,-27.3357
13,-1.43117,-2.82743,1.13446,-2.11185,-1.09956,-0.994838,2.02458,1.13446,0.872665,0.226893,0.942478,0.0174533,1.71042,-27.0544
13,-0.0349066,-2.11185,-0.959931,2.14675,0.994838,1.01229,0.0349066,1.0821,1.01229,0,1.01229,0.0349066,1.41372,-27.0965
13,2.26893,1.8675,1.79769,1.309,0.802851,1.02974,0.261799,0.820305,1.01229,0.366519,0.575959,0.20944,0.436332,-25.042
13,-0.925025,-0.942478,-1.29154,1.91986,-2.05949,-1.13446,-0.541052,2.1293,1.01229,0.575959,0.506145,0.575959,-1.15192,-24.7216
13,-2.32129,-1.85005,-2.0944,-1.0472,-1.06465,-1.0472,2.11185,-2.11185,-1.02974,-0.0349066,-1.02974,-0.0174533,2.84489,-27.7191
