20,-2.1293,0.10472,2.07694,1.06465,1.02974,1.02974,-2.0944,-1.0472,-1.06465,0.0349066,-1.0472,0.0349066,-0.750492,-0.680678,-0.610865,-0.0174533,-1.06465,-0.0349066,0,3.12414,-44.6656
20,-0.0872665,-1.93732,2.04204,-2.04204,-1.13446,-0.977384,2.07694,-2.11185,-0.994838,0,-1.09956,-0.0174533,-1.01229,0.0174533,-1.01229,-0.0349066,-1.06465,-0.0349066,0.610865,0.401426,-46.0821
20,-2.42601,-1.91986,1.27409,-2.0944,2.1293,0.942478,1.02974,0.10472,0.994838,-2.0944,-1.0472,-1.06465,0.0523599,2.11185,1.01229,0,1.0472,-2.07694,-1.0821,2.40855,-44.3822
20,-2.86234,-1.29154,-2.04204,2.07694,1.09956,0.925025,0.15708,-2.1293,-1.06465,-0.0523599,-0.977384,2.04204,1.09956,0.994838,0.0174533,-0.0174533,1.0821,0,1.02974,0.575959,-46.7992
20,-2.33874,0.20944,-0.994838,-1.11701,-1.02974,-0.994838,-0.0523599,-1.0821,-1.02974,0.0174533,-1.01229,-0.0523599,-1.0821,0.0349066,-1.06465,0,-0.994838,0.0349066,2.0944,-1.11701,-46.7038
20,0.191986,1.90241,1.06465,-2.1293,-1.02974,-1.02974,2.07694,-1.98968,1.98968,1.18682,0.907571,0,-2.1293,-0.994838,-0.0698132,-0.715585,-0.453786,-0.872665,-0.0349066,-2.67035,-44.8848
20,-0.0698132,2.21657,-2.0944,2.05949,1.13446,0.942478,0.0698132,1.11701,0.977384,0,1.0821,0.0174533,0.994838,-2.04204,-1.09956,-1.01229,0.0174533,2.16421,0.907571,2.44346,-45.6668
20,1.97222,0.122173,0.994838,1.11701,0.994838,1.06465,0,1.0472,1.06465,0,1.01229,0,1.11701,-0.0349066,1.02974,0,1.02974,0.0349066,0.0174533,0.139626,-47.1999
20,-3.12414,1.0472,-1.09956,2.1293,1.02974,1.0472,0.0698132,-2.07694,-1.11701,0.0174533,-1.02974,-0.0523599,-1.01229,0,-0.663225,-0.733038,-0.645772,-0.0523599,0.0174533,2.53073,-45.4818
20,2.67035,-0.698132,-2.11185,2.11185,1.02974,0.977384,0.174533,0.820305,1.09956,0.191986,0.855211,0.0349066,1.0472,0,1.09956,-0.10472,1.09956,0,0.0523599,0.610865,-44.9337
20,0.314159,1.79769,1.0472,1.06465,1.06465,1.01229,-2.11185,-1.0472,-1.02974,0,-1.0472,0.401426,-1.32645,-0.314159,-0.506145,-0.314159,-0.733038,-0.349066,0.0174533,0.471239,-43.6198
