10,-2.23402,0.436332,2.04204,1.16937,-2.11185,-1.01229,-0.959931,-0.383972,-0.715585,1.43117,-18.9028
10,-2.87979,1.11701,1.69297,-2.02458,-0.785398,-1.0821,-0.191986,-0.558505,-0.855211,0.453786,-15.3696
10,1.43117,2.87979,-1.13446,2.05949,1.06465,0.785398,0.523599,0.733038,1.0472,-2.40855,-17.9335
10,-0.610865,-1.55334,-0.785398,2.07694,1.06465,0.733038,0.349066,1.01229,0.890118,-1.5708,-18.7127
10,-1.81514,-2.56563,-1.95477,-1.09956,-0.925025,-1.02974,2.07694,-2.05949,-1.0472,0.122173,-18.8372
10,2.67035,-0.488692,-2.04204,1.97222,1.13446,0.942478,0.10472,-1.97222,-1.16937,1.78024,-18.8865
10,2.68781,-0.855211,-1.98968,-1.11701,-0.942478,-1.01229,2.1293,1.0472,0.837758,2.75762,-18.7319
10,1.01229,1.15192,0.942478,-2.11185,-1.09956,-0.855211,-0.15708,-1.0821,-0.890118,-0.226893,-19.0478
10,-0.0523599,-1.95477,2.07694,-2.00713,-1.09956,-1.0821,2.11185,-2.11185,-1.01229,-1.0821,-19.4285
10,-2.0944,0,2.07694,-1.95477,2.1293,0.994838,0.994838,0.0174533,1.01229,1.81514,-19.3463
10,1.39626,2.89725,-1.18682,-0.959931,-1.0821,-1.0821,2.07694,-2.0944,-1.02974,-3.08923,-19.6426
10,1.20428,0.820305,-2.14675,-1.01229,-1.01229,-1.06465,0,-1.06465,-0.959931,0.785398,-19.5512
10,0.890118,1.22173,1.06465,1.0821,0.994838,1.0821,-2.11185,2.0944,1.0821,2.25147,-19.9953
10,-1.37881,-0.0174533,-1.76278,-0.314159,2.07694,1.16937,-2.16421,-0.994838,-1.11701,1.78024,-18.2306
10,0,-1.0821,-2.0944,1.20428,-2.1293,-0.10472,0.872665,2.11185,0.174533,-1.91986,-18.0219
10,0,1.50098,1.53589,0.645772,-0.296706,2.1293,-1.85005,1.97222,1.13446,-1.67552,-17.1645
10,0,1.3439,1.79769,-2.14675,1.25664,1.46608,0.349066,1.02974,-0.20944,-2.53073,-15.0524
10,0,-2.16421,1.36136,1.6057,-1.18682,2.07694,-0.628319,2.1293,-0.488692,0.471239,-15.0788
10,0,1.97222,-2.11185,0.0174533,0.139626,-2.05949,-0.261799,-1.90241,2.11185,1.81514,-18.0451
10,0,0.349066,2.11185,0.680678,-0.10472,-2.00713,-1.15192,0.802851,-1.72788,-0.907571,-17.3989
10,0,2.02458,-1.50098,1.78024,0.10472,1.41372,0.191986,-3.14159,-1.48353,-2.68781,-nan
10,0,-2.14675,-1.51844,1.15192,2.58309,1.72788,1.20428,-1.65806,-1.6057,-1.8326,24989.5
10,0,-0.122173,-1.88496,-0.331613,-1.79769,1.48353,-1.67552,0.872665,-1.37881,-1.06465,-14.105
10,0,0.733038,-0.750492,-2.04204,-0.418879,0.366519,-0.977384,-1.13446,-2.04204,2.94961,-18.1697
10,0,-0.645772,-1.3439,0.0174533,-2.05949,0.139626,-0.15708,0,-2.02458,-0.0174533,-14.8049
10,0,0.959931,1.95477,-0.925025,0.575959,1.90241,0.331613,-0.174533,1.11701,-1.55334,-15.1111
10,0,-0.349066,2.1293,0.314159,1.74533,-2.05949,2.11185,-0.733038,2.11185,-0.10472,-17.7303
10,0,2.05949,-0.994838,2.0944,1.02974,-0.959931,-0.401426,-1.76278,-1.25664,1.32645,-17.0426
10,0,-1.58825,1.02974,2.11185,-0.506145,-0.453786,-1.8675,-0.767945,0.349066,2.04204,-14.4207
10,0,2.0944,0.977384,1.06465,0.942478,0.226893,1.93732,-1.69297,1.74533,0.872665,-18.0676
10,0,-0.750492,-1.91986,0.418879,-2.16421,1.6057,-2.00713,-0.0698132,-1.0821,2.98451,-17.0592
10,0,1.93732,-1.44862,1.55334,1.62316,0.471239,-1.95477,-1.20428,2.16421,-2.28638,-16.7835
10,0,2.28638,-0.663225,0.453786,-1.32645,1.8326,-1.18682,-1.91986,1.44862,1.13446,-8.58104
10,0,-2.11185,2.1293,0.0174533,0.925025,2.05949,-0.715585,-0.226893,2.1293,0.471239,-18.3012
10,-0.331613,2.35619,-2.14675,2.05949,0.453786,-2.02458,-1.20428,-0.349066,-0.436332,0.453786,-16.632
10,0.383972,1.64061,1.13446,0.890118,1.0821,1.06465,0.0698132,0.925025,1.0472,1.62316,-19.4618
10,-1.97222,-2.21657,1.06465,0.890118,1.25664,0.872665,-2.14675,2.07694,1.09956,-0.261799,-19.3112
10,-1.62316,-0.471239,2.11185,-2.0944,-1.0472,-0.925025,-0.244346,-0.925025,-1.02974,0.20944,-19.5321
10,-2.00713,-2.18166,-2.11185,2.11185,1.0472,1.0472,-2.0944,-1.06465,-1.01229,3.14159,-20.0598
