53,-0.575959,-1.53589,-1.01229,-1.09956,-1.01229,-1.0472,2.0944,-2.1293,-1.02974,0,-1.06465,0,-1.0472,0.0349066,1.97222,1.16937,-0.0174533,1.01229,0,-2.11185,-1.02974,-0.0174533,-0.959931,-0.0174533,-0.122173,-1.02974,0,-0.523599,0.0174533,-0.436332,0,-0.453786,-0.610865,-0.349066,-0.750492,0,0,-0.0349066,-0.296706,2.05949,1.20428,0.15708,0,0.0523599,-0.0174533,0.767945,0.0174533,0.296706,0.698132,0.0698132,0,0,0,-128.279
53,-2.35619,0.331613,1.93732,1.23918,-2.02458,-1.13446,-1.02974,-0.139626,-0.925025,0.0174533,2.11185,1.02974,0,0.977384,0.0698132,-0.0349066,1.09956,0.0174533,1.0821,0.0174533,0.715585,0.261799,0.0174533,0.10472,0.959931,0.122173,0.872665,0.0174533,0.191986,0.802851,0.0174533,0,0.261799,0.820305,0.0523599,0.20944,0.837758,0.0523599,0.226893,0.488692,0.20944,0.0349066,0.0872665,0.261799,0.767945,0.0523599,0.279253,0.628319,0.0174533,0.15708,0,0,0,-127.394
