45,0.226893,-2.30383,-1.06465,2.11185,1.02974,1.06465,0.0698132,0.994838,1.0472,0.0349066,1.0472,0.0174533,1.01229,0.0523599,0.994838,0.0872665,0.994838,0,0.0349066,1.01229,0.10472,0.925025,0.0174533,0.122173,0.925025,0.0349066,0.122173,0.890118,0.0174533,0.139626,0.942478,-0.0349066,0.20944,0.610865,0.349066,0,0.0523599,0.907571,0.0523599,0.10472,0.837758,0.0523599,0,0.226893,-2.05949,-110.285
45,2.58309,1.5708,2.07694,-2.11185,-1.0472,-0.994838,2.11185,1.02974,1.06465,-0.10472,1.13446,0,1.01229,0.0349066,1.06465,0,0.977384,0.10472,-2.11185,-1.0472,-0.0872665,-0.994838,0.15708,-0.261799,-0.942478,0,-0.0174533,-1.02974,0,2.11185,0.907571,0.296706,0.855211,0,0.0174533,0.0349066,1.01229,-3.14159,-1.98968,0.802851,-2.37365,-1.43117,-1.0472,1.20428,1.98968,-nan
