44,2.32129,1.81514,-0.977384,-1.11701,-0.977384,-1.0821,-0.0349066,-0.959931,-1.13446,0.0349066,-1.02974,0,-1.0821,0,-1.01229,-0.0174533,-1.06465,0.296706,-0.575959,-0.698132,0,-1.11701,0.0174533,2.11185,1.01229,0.0349066,1.0821,-3.14159,2.9147,-1.97222,0.139626,2.60054,3.07178,0.296706,0.663225,0.558505,0.0174533,3.00197,2.82743,2.53073,-1.20428,-2.19911,1.95477,2.58309,-nan
44,2.9147,1.32645,-1.06465,-1.06465,-0.977384,-1.09956,2.0944,-2.11185,-1.02974,0,-1.0472,0.0174533,-1.06465,-0.0349066,-1.02974,-0.0174533,-0.994838,-0.0174533,2.11185,0.994838,0.0349066,1.0472,0,-0.0174533,1.0472,0,-2.11185,-1.01229,-0.0523599,-0.994838,-0.0174533,0,-0.0174533,-1.02974,-0.0174533,-0.0174533,-1.01229,-0.0349066,0.0523599,2.11185,0.925025,0.122173,-0.0174533,0.15708,-116.267
