14,2.51327,1.64061,2.07694,1.0821,0.890118,0.959931,0.418879,0.680678,1.06465,0.122173,0.994838,0,0.872665,-1.58825,-28.0005
14,-1.81514,-2.32129,-2.07694,2.07694,-2.1293,-0.977384,-1.06465,-0.0872665,-0.994838,0,2.11185,0.994838,0.0698132,1.48353,-29.5161
14,2.84489,-0.733038,-2.14675,2.1293,-2.11185,2.11185,1.06465,-2.0944,2.1293,1.02974,0.331613,0,-2.07694,0.279253,-26.2315
14,-0.349066,-1.71042,-1.09956,-0.959931,2.0944,1.0821,0.942478,0.0872665,0.925025,0.20944,1.02974,0.959931,-0.10472,-2.21657,-29.8614
14,1.76278,0.349066,3.14159,0.296706,-1.309,3.05433,0.383972,1.78024,-1.62316,1.27409,2.16421,-2.05949,-2.54818,-1.309,-nan
14,0.680678,-2.56563,-1.22173,-0.872665,-1.02974,-0.994838,-0.279253,-0.802851,-1.0821,0.0174533,-1.09956,-0.0698132,-0.925025,0.0698132,-29.1278
14,-3.03687,0.977384,2.04204,1.09956,1.02974,1.02974,-2.1293,-0.977384,-1.06465,-0.0698132,1.76278,1.39626,0.0349066,-2.18166,-28.4697
14,1.74533,2.51327,-1.20428,-0.872665,-1.13446,-1.0821,2.14675,-2.0944,-1.02974,-0.0698132,-0.959931,-0.0523599,-1.11701,-1.0821,-30.1897
14,-0.296706,2.21657,1.22173,0.837758,1.09956,1.02974,0.122173,0.925025,1.0472,-0.0174533,1.09956,0.0698132,0.890118,0.122173,-29.7722
14,1.88496,2.30383,-0.925025,2.1293,1.01229,0.994838,0.0349066,-2.05949,-0.959931,-0.296706,-0.785398,-0.0872665,-1.06465,-0.907571,-29.3812
14,-2.3911,0.296706,-1.0472,-1.0472,-1.06465,-1.02974,2.0944,-2.11185,-1.02974,-0.0349066,-1.02974,-0.0174533,-1.02974,1.5708,-30.8794
