12,-1.5708,-0.523599,2.14675,-2.07694,-1.0472,-1.0821,0,2.0944,1.0472,0,1.0821,-2.19911,-25.3351
12,-2.72271,-1.50098,-1.8675,-1.11701,-1.06465,-0.872665,-0.261799,2.07694,1.11701,0.174533,0.785398,-2.19911,-23.1417
12,-0.383972,-1.72788,1.95477,-2.0944,-1.06465,-0.890118,-0.10472,-1.15192,-0.907571,0.0174533,-1.16937,-0.750492,-23.7528
12,1.78024,0.296706,1.0821,0.977384,-2.1293,-1.0821,-0.855211,-0.261799,-0.802851,-0.296706,-0.994838,2.68781,-23.3755
12,-1.90241,-0.0349066,-0.802851,2.07694,0.942478,1.02974,-2.07694,2.0944,0.785398,0.506145,0.541052,0.0174533,-22.7654
12,-1.46608,-2.80998,-2.11185,2.07694,1.0821,1.0472,0,-2.11185,-0.925025,-0.20944,-0.820305,-1.53589,-24.6752
12,1.64061,2.63545,1.98968,1.20428,0.855211,1.01229,0.226893,0.872665,1.06465,0.0349066,0.942478,0.349066,-24.1571
12,-1.55334,-0.506145,-1.09956,-0.994838,2.0944,1.06465,1.01229,0,1.06465,-2.0944,2.0944,-2.19911,-24.2676
12,0,-1.88496,2.19911,-2.18166,1.64061,1.3439,0.541052,0.942478,-1.91986,2.11185,0.959931,-0.401426,-20.7199
12,-2.56563,-1.81514,1.22173,-2.04204,-1.09956,-1.0472,-0.139626,2.1293,1.11701,-0.0349066,1.01229,1.16937,-23.9701
12,0.0523599,1.78024,1.25664,-2.07694,2.0944,1.06465,0.890118,0.0174533,1.0821,0.15708,0.907571,-2.94961,-22.5814
12,-1.02974,3.00197,-2.11185,2.05949,1.02974,1.11701,0,-2.0944,-1.09956,0.10472,-1.15192,1.95477,-24.4428
12,-0.575959,-1.50098,-1.0821,2.0944,1.06465,1.0472,-2.0944,2.11185,1.02974,0,1.06465,1.78024,-25.5116
