11,1.79769,0.314159,1.01229,1.0821,1.02974,1.06465,-0.0523599,1.0821,0.994838,0.0872665,3.08923,-18.3968
11,1.309,3.14159,-1.32645,-0.785398,-1.06465,-1.02974,-0.261799,-0.872665,-0.925025,-0.10472,-2.80998,-20.7916
11,0.628319,1.53589,0.890118,-2.14675,-1.01229,-0.855211,-0.244346,-1.09956,-0.820305,-0.15708,-1.3439,-21.1275
11,0.20944,1.88496,-2.11185,2.1293,-2.14675,2.04204,-2.1293,-1.06465,-0.785398,-0.122173,-2.46091,-20.7379
11,-3.00197,-1.22173,1.11701,0.959931,1.06465,1.0472,0.0698132,0.925025,1.0821,0,-2.11185,-21.9474
11,0.15708,-2.21657,2.11185,1.06465,1.06465,0.959931,0.122173,1.0472,0.925025,-0.401426,-2.6529,-20.9532
11,-0.0872665,-1.97222,-0.907571,-1.13446,2.07694,1.0821,1.09956,-0.0349066,0.959931,0.0523599,1.3439,-21.5712
11,-0.575959,-1.53589,-1.06465,2.0944,1.09956,1.06465,-0.174533,1.22173,0.977384,0.0349066,2.40855,-21.4498
11,0,-1.72788,-1.37881,2.05949,-2.0944,-1.01229,1.29154,-2.11185,0.0523599,-2.11185,-1.22173,-19.829
11,0,-1.23918,1.43117,-0.366519,-2.18166,-0.523599,-0.139626,-1.43117,1.0472,2.11185,1.37881,-18.8648
11,1.29154,0.610865,-2.11185,-1.0472,-0.994838,-0.959931,2.07694,1.09956,0.942478,0.0349066,0.279253,-21.3338
11,-0.837758,-1.23918,-1.09956,2.14675,0.994838,1.06465,0.0698132,1.0472,0.977384,0.0698132,2.79253,-22.0406
11,-1.58825,-2.58309,-2.11185,2.11185,0.925025,-2.00713,-1.13446,-0.942478,2.11185,1.0472,1.29154,-20.8557
11,3.14159,-1.02974,1.0472,-2.11185,-1.0472,-1.0472,2.0944,1.06465,1.02974,-0.0174533,0.296706,-22.2517
