4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
4,26,0:0,1:0,1.88546:0.464723,2.63397:1.12785,3.20203:1.95083,3.55664:2.88585,3.67717:3.87855,3.55664:4.87126,3.20203:5.80628,2.63397:6.62926,1.88546:7.29239,1:7.75711,0.0290582:7.99643,-0.970942:7.99643,-1.94188:7.75711,-2.82734:7.29239,-3.57585:6.62926,-4.14392:5.80628,-4.49852:4.87126,-4.61906:3.87855,-4.49852:2.88585,-4.14392:1.95083,-3.57585:1.12785,-2.82734:0.464723,-1.94188:1.12757e-16,-0.970942:-0.239316,-65.1,0,0
