2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
2,26,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,8:2,8:3,8:4,8:5,8:6,8:7,8:8,7:8,6:8,5:8,4:8,3:8,2:8,1:8,0:8,-1.83697e-16:7,-65.1,0,0
