2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
2,50,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,16:1,16:2,16:3,16:4,16:5,16:6,16:7,16:8,16:9,16:10,16:11,16:12,16:13,16:14,16:15,16:16,15:16,14:16,13:16,12:16,11:16,10:16,9:16,8:16,7:16,6:16,5:16,4:16,3:16,2:16,1:16,0:16,-1.83697e-16:15,-137.1,0,0
