4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
4,34,0:0,1:0,1.93247:0.361242,2.78269:0.887674,3.5217:1.56137,4.12433:2.35939,4.57007:3.25455,4.84373:4.21638,4.936:5.21211,4.84373:6.20784,4.57007:7.16967,4.12433:8.06483,3.5217:8.86285,2.78269:9.53655,1.93247:10.063,1:10.4242,0.0170269:10.608,-0.982973:10.608,-1.96595:10.4242,-2.89842:10.063,-3.74864:9.53655,-4.48764:8.86285,-5.09028:8.06483,-5.53602:7.16967,-5.80968:6.20784,-5.90195:5.21211,-5.80968:4.21638,-5.53602:3.25455,-5.09028:2.35939,-4.48764:1.56137,-3.74864:0.887674,-2.89842:0.361242,-1.96595:4.5962e-16,-0.982973:-0.18375,-88.3,0,0
