1,32,0:0,1:0,1.92388:0.382683,2.75535:0.938254,3.46246:1.64536,4.01803:2.47683,4.40071:3.40071,4.5958:4.38149,4.5958:5.38149,4.40071:6.36228,4.01803:7.28616,3.46246:8.11763,2.75535:8.82474,1.92388:9.38031,1:9.76299,0.0192147:9.95808,-0.980785:9.95808,-1.96157:9.76299,-2.88545:9.38031,-3.71692:8.82474,-4.42403:8.11763,-4.9796:7.28616,-5.36228:6.36228,-5.55737:5.38149,-5.55737:4.38149,-5.36228:3.40071,-4.9796:2.47683,-4.42403:1.64536,-3.71692:0.938254,-2.88545:0.382683,-1.96157:5.42643e-17,-0.980785:-0.19509,-82.8,0,0
1,32,0:0,1:0,1.92388:0.382683,2.75535:0.938254,3.46246:1.64536,4.01803:2.47683,4.40071:3.40071,4.5958:4.38149,4.5958:5.38149,4.40071:6.36228,4.01803:7.28616,3.46246:8.11763,2.75535:8.82474,1.92388:9.38031,1:9.76299,0.0192147:9.95808,-0.980785:9.95808,-1.96157:9.76299,-2.88545:9.38031,-3.71692:8.82474,-4.42403:8.11763,-4.9796:7.28616,-5.36228:6.36228,-5.55737:5.38149,-5.55737:4.38149,-5.36228:3.40071,-4.9796:2.47683,-4.42403:1.64536,-3.71692:0.938254,-2.88545:0.382683,-1.96157:5.42643e-17,-0.980785:-0.19509,-82.8,0,0
1,32,0:0,1:0,1.92388:0.382683,2.75535:0.938254,3.46246:1.64536,4.01803:2.47683,4.40071:3.40071,4.5958:4.38149,4.5958:5.38149,4.40071:6.36228,4.01803:7.28616,3.46246:8.11763,2.75535:8.82474,1.92388:9.38031,1:9.76299,0.0192147:9.95808,-0.980785:9.95808,-1.96157:9.76299,-2.88545:9.38031,-3.71692:8.82474,-4.42403:8.11763,-4.9796:7.28616,-5.36228:6.36228,-5.55737:5.38149,-5.55737:4.38149,-5.36228:3.40071,-4.9796:2.47683,-4.42403:1.64536,-3.71692:0.938254,-2.88545:0.382683,-1.96157:5.42643e-17,-0.980785:-0.19509,-82.8,0,0
1,32,0:0,1:0,1.92388:0.382683,2.75535:0.938254,3.46246:1.64536,4.01803:2.47683,4.40071:3.40071,4.5958:4.38149,4.5958:5.38149,4.40071:6.36228,4.01803:7.28616,3.46246:8.11763,2.75535:8.82474,1.92388:9.38031,1:9.76299,0.0192147:9.95808,-0.980785:9.95808,-1.96157:9.76299,-2.88545:9.38031,-3.71692:8.82474,-4.42403:8.11763,-4.9796:7.28616,-5.36228:6.36228,-5.55737:5.38149,-5.55737:4.38149,-5.36228:3.40071,-4.9796:2.47683,-4.42403:1.64536,-3.71692:0.938254,-2.88545:0.382683,-1.96157:5.42643e-17,-0.980785:-0.19509,-82.8,0,0
1,32,0:0,1:0,1.92388:0.382683,2.75535:0.938254,3.46246:1.64536,4.01803:2.47683,4.40071:3.40071,4.5958:4.38149,4.5958:5.38149,4.40071:6.36228,4.01803:7.28616,3.46246:8.11763,2.75535:8.82474,1.92388:9.38031,1:9.76299,0.0192147:9.95808,-0.980785:9.95808,-1.96157:9.76299,-2.88545:9.38031,-3.71692:8.82474,-4.42403:8.11763,-4.9796:7.28616,-5.36228:6.36228,-5.55737:5.38149,-5.55737:4.38149,-5.36228:3.40071,-4.9796:2.47683,-4.42403:1.64536,-3.71692:0.938254,-2.88545:0.382683,-1.96157:5.42643e-17,-0.980785:-0.19509,-82.8,0,0
1,32,0:0,1:0,1.92388:0.382683,2.75535:0.938254,3.46246:1.64536,4.01803:2.47683,4.40071:3.40071,4.5958:4.38149,4.5958:5.38149,4.40071:6.36228,4.01803:7.28616,3.46246:8.11763,2.75535:8.82474,1.92388:9.38031,1:9.76299,0.0192147:9.95808,-0.980785:9.95808,-1.96157:9.76299,-2.88545:9.38031,-3.71692:8.82474,-4.42403:8.11763,-4.9796:7.28616,-5.36228:6.36228,-5.55737:5.38149,-5.55737:4.38149,-5.36228:3.40071,-4.9796:2.47683,-4.42403:1.64536,-3.71692:0.938254,-2.88545:0.382683,-1.96157:5.42643e-17,-0.980785:-0.19509,-82.8,0,0
1,32,0:0,1:0,1.92388:0.382683,2.75535:0.938254,3.46246:1.64536,4.01803:2.47683,4.40071:3.40071,4.5958:4.38149,4.5958:5.38149,4.40071:6.36228,4.01803:7.28616,3.46246:8.11763,2.75535:8.82474,1.92388:9.38031,1:9.76299,0.0192147:9.95808,-0.980785:9.95808,-1.96157:9.76299,-2.88545:9.38031,-3.71692:8.82474,-4.42403:8.11763,-4.9796:7.28616,-5.36228:6.36228,-5.55737:5.38149,-5.55737:4.38149,-5.36228:3.40071,-4.9796:2.47683,-4.42403:1.64536,-3.71692:0.938254,-2.88545:0.382683,-1.96157:5.42643e-17,-0.980785:-0.19509,-82.8,0,0
1,32,0:0,1:0,1.92388:0.382683,2.75535:0.938254,3.46246:1.64536,4.01803:2.47683,4.40071:3.40071,4.5958:4.38149,4.5958:5.38149,4.40071:6.36228,4.01803:7.28616,3.46246:8.11763,2.75535:8.82474,1.92388:9.38031,1:9.76299,0.0192147:9.95808,-0.980785:9.95808,-1.96157:9.76299,-2.88545:9.38031,-3.71692:8.82474,-4.42403:8.11763,-4.9796:7.28616,-5.36228:6.36228,-5.55737:5.38149,-5.55737:4.38149,-5.36228:3.40071,-4.9796:2.47683,-4.42403:1.64536,-3.71692:0.938254,-2.88545:0.382683,-1.96157:5.42643e-17,-0.980785:-0.19509,-82.8,0,0
1,32,0:0,1:0,1.92388:0.382683,2.75535:0.938254,3.46246:1.64536,4.01803:2.47683,4.40071:3.40071,4.5958:4.38149,4.5958:5.38149,4.40071:6.36228,4.01803:7.28616,3.46246:8.11763,2.75535:8.82474,1.92388:9.38031,1:9.76299,0.0192147:9.95808,-0.980785:9.95808,-1.96157:9.76299,-2.88545:9.38031,-3.71692:8.82474,-4.42403:8.11763,-4.9796:7.28616,-5.36228:6.36228,-5.55737:5.38149,-5.55737:4.38149,-5.36228:3.40071,-4.9796:2.47683,-4.42403:1.64536,-3.71692:0.938254,-2.88545:0.382683,-1.96157:5.42643e-17,-0.980785:-0.19509,-82.8,0,0
1,32,0:0,1:0,1.92388:0.382683,2.75535:0.938254,3.46246:1.64536,4.01803:2.47683,4.40071:3.40071,4.5958:4.38149,4.5958:5.38149,4.40071:6.36228,4.01803:7.28616,3.46246:8.11763,2.75535:8.82474,1.92388:9.38031,1:9.76299,0.0192147:9.95808,-0.980785:9.95808,-1.96157:9.76299,-2.88545:9.38031,-3.71692:8.82474,-4.42403:8.11763,-4.9796:7.28616,-5.36228:6.36228,-5.55737:5.38149,-5.55737:4.38149,-5.36228:3.40071,-4.9796:2.47683,-4.42403:1.64536,-3.71692:0.938254,-2.88545:0.382683,-1.96157:5.42643e-17,-0.980785:-0.19509,-82.8,0,0
1,32,0:0,1:0,1.92388:0.382683,2.75535:0.938254,3.46246:1.64536,4.01803:2.47683,4.40071:3.40071,4.5958:4.38149,4.5958:5.38149,4.40071:6.36228,4.01803:7.28616,3.46246:8.11763,2.75535:8.82474,1.92388:9.38031,1:9.76299,0.0192147:9.95808,-0.980785:9.95808,-1.96157:9.76299,-2.88545:9.38031,-3.71692:8.82474,-4.42403:8.11763,-4.9796:7.28616,-5.36228:6.36228,-5.55737:5.38149,-5.55737:4.38149,-5.36228:3.40071,-4.9796:2.47683,-4.42403:1.64536,-3.71692:0.938254,-2.88545:0.382683,-1.96157:5.42643e-17,-0.980785:-0.19509,-82.8,0,0
1,32,0:0,1:0,1.92388:0.382683,2.75535:0.938254,3.46246:1.64536,4.01803:2.47683,4.40071:3.40071,4.5958:4.38149,4.5958:5.38149,4.40071:6.36228,4.01803:7.28616,3.46246:8.11763,2.75535:8.82474,1.92388:9.38031,1:9.76299,0.0192147:9.95808,-0.980785:9.95808,-1.96157:9.76299,-2.88545:9.38031,-3.71692:8.82474,-4.42403:8.11763,-4.9796:7.28616,-5.36228:6.36228,-5.55737:5.38149,-5.55737:4.38149,-5.36228:3.40071,-4.9796:2.47683,-4.42403:1.64536,-3.71692:0.938254,-2.88545:0.382683,-1.96157:5.42643e-17,-0.980785:-0.19509,-82.8,0,0
1,32,0:0,1:0,1.92388:0.382683,2.75535:0.938254,3.46246:1.64536,4.01803:2.47683,4.40071:3.40071,4.5958:4.38149,4.5958:5.38149,4.40071:6.36228,4.01803:7.28616,3.46246:8.11763,2.75535:8.82474,1.92388:9.38031,1:9.76299,0.0192147:9.95808,-0.980785:9.95808,-1.96157:9.76299,-2.88545:9.38031,-3.71692:8.82474,-4.42403:8.11763,-4.9796:7.28616,-5.36228:6.36228,-5.55737:5.38149,-5.55737:4.38149,-5.36228:3.40071,-4.9796:2.47683,-4.42403:1.64536,-3.71692:0.938254,-2.88545:0.382683,-1.96157:5.42643e-17,-0.980785:-0.19509,-82.8,0,0
1,32,0:0,1:0,1.92388:0.382683,2.75535:0.938254,3.46246:1.64536,4.01803:2.47683,4.40071:3.40071,4.5958:4.38149,4.5958:5.38149,4.40071:6.36228,4.01803:7.28616,3.46246:8.11763,2.75535:8.82474,1.92388:9.38031,1:9.76299,0.0192147:9.95808,-0.980785:9.95808,-1.96157:9.76299,-2.88545:9.38031,-3.71692:8.82474,-4.42403:8.11763,-4.9796:7.28616,-5.36228:6.36228,-5.55737:5.38149,-5.55737:4.38149,-5.36228:3.40071,-4.9796:2.47683,-4.42403:1.64536,-3.71692:0.938254,-2.88545:0.382683,-1.96157:5.42643e-17,-0.980785:-0.19509,-82.8,0,0
