0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,0.628319,00
