0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,0.897598,00
